Mass (u)	log2FC	p_value	mean_2000	mean_10000	std_2000	std_10000	n_2000	n_10000	t_statistic	q_value	significant
0	0.3052053740711941	0.02379959378823497	-1.8770802065350463	-2.319310011133369	0.1556866098327834	0.07221332618797065	3	3	4.4631680686989315	0.09318863167748892	False
1	0.7787998133516246	0.011654963267523223	-10.685475981423346	-18.333102935193526	1.816553288862384	0.608116936160534	3	3	6.914705609415661	0.07809023464010756	False
2	0.6678443411810052	0.04691897094341428	-1.2513900369684585	-1.9880800721307181	0.35195752809556496	0.2179943776988252	3	3	3.082091478413081	0.12998620566398736	False
3	1.3508177621134092	0.05324245320576786	-0.45345345361516226	-1.1565632248386442	0.29091470295063565	0.3365928496820651	3	3	2.7373618812623066	0.1383675553813613	False
4	-1.0101836884254665	0.5764583990602283	-0.43614620243673663	-0.2165391881279672	0.4532319082736767	0.43216120206755076	3	3	-0.6073831613146227	0.6690793997909127	False
5	0.5768576687250495	0.23713994169326208	-0.5367168621002147	-0.8005651881402494	0.11804365627695809	0.2779373846775265	3	3	1.5134108887665825	0.35712869851583573	False
6	0.5976130926321398	0.14457962170546879	-0.47916534095785934	-0.7250782263557799	0.17866477065220024	0.15077512555351408	3	3	1.8219228728454937	0.254749293445036	False
7	0.6895885673501836	0.09453840477546109	-1.019781269117684	-1.6447271980720786	0.38588151356743305	0.13206506984060712	3	3	2.6539775712582645	0.191908605085671	False
8	1.957018432013707	0.1614442988814353	-0.18371420214203324	-0.7132864614125722	0.43249545743171364	0.1098025336808971	3	3	2.0556089477738366	0.2724759143956791	False
9	-0.5602509121928196	0.42264973081037427	-0.5889922168102574	-0.39944521792513354	0.0	0.3283050324912359	3	3	-0.9999999999999999	0.530236792793949	False
10	4.127665121376735	0.20670030891007915	-0.042700549012598225	-0.7464220691549692	0.6614639442349787	0.0	3	3	1.842702747276571	0.32287761019464495	False
11	1.2035284076495893	0.1633752956831469	-0.42530641454544593	-0.9794901751902386	0.29819245834297486	0.45438842318014144	3	3	1.7661122643093914	0.27415930570829034	False
12	0.2825440935196165	0.031112982974502826	-9.514743454511203	-11.57314328744331	0.698332564992266	0.15787646132092953	3	3	4.979708055152903	0.10581596056152147	False
13	0.5075878858281927	0.015219421750753092	-8.729915624500025	-12.411070005640516	0.9765654316916219	0.32311162597908744	3	3	6.198479467225682	0.08648036859231317	False
14	1.127954820692283	0.0059540734527342215	-2.9723453099542447	-6.496022143131117	0.6947520313594325	0.2873645911314536	3	3	8.117700702647078	0.06713562447291505	False
15		0.008606671157908134	0.06089689222488307	-2.834173886903761	0.4935882145698677	0.06691699160853438	3	3	10.06700122150812	0.07386241132533951	False
16	0.3720131518144083	0.04186464674245577	-15.676780199607201	-20.288221921065865	1.747161140176608	0.2686443561291681	3	3	4.51845832007666	0.12253406571462967	False
17	0.6168973608275478	0.023538339885680756	-10.667397858252455	-16.35923921499862	1.6711740076174915	0.35260028021199374	3	3	5.772102961319435	0.09257713142537834	False
18	0.3963687692647693	0.04012301378576953	-3.3271845102362314	-4.379210026220001	0.4002874674544268	0.08336408375364357	3	3	4.456513482012097	0.11942018630156405	False
19	0.29072212700733147	0.02221799038748215	-10.468880628393984	-12.806083475501802	0.6627134924670041	0.1330568513528126	3	3	5.9889355558578306	0.09020299323212799	False
20	0.14400762328847294	0.2382477176870378	-1.0933675618870575	-1.2081387085686306	0.06827196043439185	0.11907158523039023	3	3	1.4483156978550136	0.3574589569814529	False
21	0.08577527209618148	0.786399103510179	-0.7781033227328297	-0.8257682861609276	0.1199645498582445	0.25039127242296716	3	3	0.2973503974806555	0.8397789214454154	False
22	-0.004146537843229141	0.9853745863712857	-0.9488764189774094	-0.9461531108538517	0.20674646490428855	0.11817471953410795	3	3	-0.01980751604568633	0.9932666025092708	False
23	0.501717331104814	0.01802642750278961	-0.9171347592026086	-1.298569264380544	0.12794861921050324	0.07479412539899846	3	3	4.457741685912005	0.08776686094325051	False
24	0.15333010669312228	0.05952911064655568	-12.839861059843232	-14.279640884733226	0.6758174236668681	0.15743789765689858	3	3	3.593779301679414	0.14773280698483254	False
25	0.2161491828230905	0.05074697256039549	-13.628316035832938	-15.831045011962026	1.0024340660435471	0.33626585807254566	3	3	3.608367297916018	0.13589082925747242	False
26	0.23480150912688583	0.189123604950627	-10.092262445425032	-11.876017610624674	1.5892305892784864	0.2293674664946926	3	3	1.9241203713402912	0.30184401442301156	False
27	1.1622561392797206	0.018456750538830804	-1.8237613602331428	-4.081708357639607	0.6641797698160404	0.23565435275686178	3	3	5.549340765695924	0.08776686094325051	False
28	0.20031933898573243	0.0001561751076943427	-6.149832784022504	-7.065866651349289	0.07056616435392472	0.08350759769793822	3	3	14.51215263236116	0.03439756746967898	True
29	0.1758064160428051	0.00686815419504719	-5.473524360411104	-6.182869213546433	0.17064076713979126	0.09836772893647824	3	3	6.237823373502942	0.06723159828707305	False
30	0.23822638623929399	0.0004923047270175489	-3.6197473035514207	-4.269642780185916	0.06460055405628863	0.07980133242663094	3	3	10.963601955353417	0.03982176533971527	True
31	0.4374581930306075	0.033605865444985325	-2.5417897404527885	-3.442133106223418	0.3077811793472119	0.05310587842997626	3	3	4.992939428652526	0.10771939367489851	False
32	0.6713322293247405	0.11156009813338617	-4.7013363973155124	-7.4870798633000994	1.7732980860164733	0.15773924445107346	3	3	2.71024516242777	0.21605587376228583	False
33	2.0305380576087972	0.1398239412446524	-1.2104385559613455	-4.9453338056864276	2.7179028560672527	0.16068020312742637	3	3	2.376005818963024	0.24907640056971547	False
