Sample,PQN_Factor
P1_2000μC-N,0.5787775356022656
P1_500μC-N,0.018313467394946357
P1_5000μC-N,1.0
P1_10000μC-N,1.5419194710765323
P1_15000μC-N,1.8636932133394541
P2_2000μC-N,0.8745817643531887
P2_500μC-N,0.014653308026437368
P2_5000μC-N,1.0511686505088624
P2_10000μC-N,1.6418948394217157
P2_15000μC-N,2.4522757908370587
P3_2000μC-N,0.7879938151776753
P3_500μC-N,0.01601506899359907
P3_5000μC-N,0.9921941069412955
P3_10000μC-N,1.459299484778353
P3_15000μC-N,1.7087396993821373
