mass	P1_500μC-N	P1_2000μC-N	P1_5000μC-N	P1_10000μC-N	P1_15000μC-N	P2_500μC-N	P2_2000μC-N	P2_5000μC-N	P2_10000μC-N	P2_15000μC-N	P3_500μC-N	P3_2000μC-N	P3_5000μC-N	P3_10000μC-N	P3_15000μC-N
16	70.50867577298325	-16.127097194309986	-18.6881004761309	-20.845507065497976	-21.686620379658397	69.35362698890658	-17.46665895253783	-18.084825448247148	-21.5031119729524	-22.2239072786133	89.56419082026993	-13.670574213956753	-16.974234585768023	-20.509950933286714	-21.64590508120034
17	55.104392315632886	-10.017148082234957	-15.339957827675477	-15.963412038549377	-17.785421050805322	60.963136037775094	-10.632666786667476	-16.653292915747844	-17.73539364430904	-18.17363138761307	68.09039958026862	-11.16228321161872	-15.298246205869006	-17.178970526379093	-18.21750425620714
18	15.035508364199432	-3.366503470319628	-3.718449661286287	-4.382057944107908	-4.972744315623943	20.34435205772429	-4.371233592039205	-4.613211975974057	-4.557223805637583	-4.665307477178224	15.109701949261	-3.290330385438115	-3.055092845896367	-4.747179990411408	-4.750226907272008
19	44.34687484823739	-10.45046340552062	-11.536385965819157	-13.06522547734352	-13.869273588034018	52.324683037992834	-11.947883904289744	-12.553683338616679	-13.18388926405807	-13.778743518129097	53.345618821645026	-11.120051123888839	-12.410235527132215	-12.501838338373775	-13.599503256669568
20	2.67728379539369	-1.1477441442191458	-0.9896613311677707	-1.1052189581184846	-1.500748113055106	5.026720805292171	-1.1947617706542355	-1.035664326375083	-1.3602677824871068	-1.0836389670143567	6.553905154631273	-1.290989432349695	-1.0954518899801462	-1.207992001102687	-1.2457710387933192
21	2.398425466325952	-0.5689847955289586	-0.8196480358018153	-0.579755702731725	-0.9474479034589629	4.847740086768402	-0.9924167046506717	-1.1089185865442754	-0.8519860474001579	-0.5633561553396724	1.9591040987926311	-0.3133313081891482	-0.675215757419685	-1.0974620338202492	-0.6867466210016645
22	1.911204030943215	-1.0262774609981262	-1.3627912561708022	-0.9768915528286758	-0.9576863530318086	6.534955224147135	-0.9090837801516253	-1.4876278516685397	-1.0434972177833801	-1.2735040818605752	4.514239646806439	-0.973015977425915	-0.5274764134527534	-0.9091255121549511	-1.5134214443696334
23	6.023844044944609	-0.9912312115403987	-1.3005705148408535	-1.3488994785373791	-1.221133760930451	4.568271391121553	-0.8023328606614756	-1.302683931484625	-1.307613789972963	-1.4152224237960176	3.9061601324254562	-0.9539182380681567	-1.1282595340011314	-1.3275731057477376	-1.3988367189104214
24	47.25095719180206	-12.106644415812944	-14.6837363233726	-14.706667084390286	-14.936392556964503	58.17234856216986	-13.034689353421479	-14.046134304397906	-15.528625423109906	-14.429021631456145	64.60564781053206	-13.107579148864579	-13.774880543947866	-15.2165671739329	-14.458015604832887
25	54.32941677236127	-14.742983001165188	-18.35580131818937	-16.113650307748777	-17.558149168007255	64.36787879479749	-15.017585175763111	-15.385595020679116	-16.286676576111926	-17.80914533385603	81.55499835518106	-16.24836540307239	-20.017134629719404	-17.39371513434945	-15.323492853677765
26	47.487031539233776	-8.147926803375734	-10.54673597569899	-11.413885697732203	-11.085319634592674	47.04213530602232	-10.782449164213954	-10.720835783478954	-10.450896438508442	-12.25939895396057	36.96118582526938	-10.724389546676816	-11.634897574324238	-11.233076901972016	-12.490540195990883
27	10.618351743483567	-2.313796482171247	-4.943838744241238	-5.358695491189273	-3.3701302630880545	14.791335330597825	-1.403489817621264	-1.566164338317385	-3.001857543853913	-6.653654931908603	16.760623583812546	-0.6350290445120615	-4.082120949104212	-2.406327083092165	-6.43520596879451
28	26.175197905157518	-6.583157246410732	-6.933712478649354	-7.30501988249767	-7.41038565222535	23.994812096269506	-6.199819970588782	-6.658313625074878	-7.1109617452129115	-7.591072277979585	32.76651861002198	-5.907413545565456	-7.031213169787684	-6.939615026398676	-7.265843991057908
29	25.893437782039467	-5.388860196136243	-5.7530419904924495	-6.216533204889458	-6.698477133236077	24.417119913854165	-5.8371800744035625	-6.258721809703622	-5.9755568477095435	-6.936786240973478	22.944118030665756	-6.1131860742886195	-5.822582334789723	-5.942344775851725	-6.31140504408486
30	17.550892944139104	-3.4176511361137125	-3.971449189630861	-4.123347266414583	-4.250426788831862	13.459059996113092	-3.801926004193877	-3.7636877013593915	-4.233799902019997	-4.41130020946226	16.81683923665006	-3.5213398358053345	-3.9554374529518976	-4.133547876469475	-4.24287881364902
31	10.966249753285597	-2.158783914008733	-3.227320060964531	-3.38677033618478	-3.6527894070754208	13.967349458351137	-2.7288663296709497	-3.4395346508321247	-3.594814450292088	-4.408209828006774	14.64106750920688	-2.350709275643897	-3.4062222790527033	-3.508784525788611	-3.711861663322989
32	28.806527351138477	-3.4842719610299184	-5.56468146234369	-7.777908469198748	-8.370329676965476	23.623379171380897	-6.333536010201767	-5.603553562894066	-7.776227991900916	-7.659235748387611	26.774665345248152	-6.0819219367126705	-5.141636600225533	-7.150674422675621	-8.260594025231512
33	15.559929977081703	3.6036834436404	-4.92159153090856	-4.919820797106835	-5.6994750423930105	14.205513039404677	-3.0866010451441785	-3.705490173729063	-4.3622675649093425	-5.531215957862608	15.997190642022561	-2.2907408992696126	-3.7544797783514734	-5.1966674838927815	-5.8979668285819
34	6.701621086973058	1.3480868689964467	-2.490301103806448	-2.0627565380681734	-2.682398356466391	8.215735241024227	-1.9274002709954834	-1.4250607676889313	-1.9767094575858324	-2.525143526995685	6.9220344537247565	-1.7846171555708343	-1.5918129026919399	-2.3581426622002755	-2.3631349086485045
35	-5.140870026385036	12.716286443000818	4.30299907087039	-4.356285547994331	-12.365257190341604	-1.3034779492146524	8.6364547537495	14.32537968543619	-2.2066649870234993	-8.53113087490152	-7.371274407163108	15.434766345739549	0.658147496624293	-1.0399630674857616	-13.759109744911296
36	32.11107143731047	-8.656782835785501	-9.614898234998838	-8.183659656894964	-9.554980226756738	42.276639268644395	-9.30386638614245	-9.556241983101629	-8.485012475437745	-10.13746007764966	33.83876621986501	-8.164790495983706	-9.209675301579686	-7.328317770172397	-10.03079148131654
37	19.858831928077617	1.068446585786125	-4.742050637339928	-6.997303647634923	-9.573676555987454	17.780531704270366	-3.721888998527854	-3.270405485897648	-2.1075791748210015	-10.909895638990566	31.40642630327874	-0.9401600379874165	-6.626500776868952	-10.62069267535876	-10.604082891998413
38	20.971673747975736	-4.465451632939689	-6.921402498315878	-5.150143245803187	-7.090375262168086	26.86229550160887	-6.806219086625932	-4.072608426546791	-5.544257458022014	-7.0299208401204	21.70221701453198	-4.697092682430971	-4.909244923813845	-6.115440178204273	-6.734030029125474
39	15.842392908855167	-3.2693325198010763	-4.721002382542432	-1.5756781014398022	-4.54421340503883	18.188317710043684	-4.860303908262102	-3.286666433102033	-5.819198291911018	-5.457614728944455	14.917224564881103	-4.238175865209714	-4.137765681185942	-3.3579520584231397	-3.6800318079194083
40	22.077161513321325	-3.994618461445896	-8.066321329691085	-7.133809768852008	-8.418032027627552	37.45707866210209	-7.521605513551698	-7.66389223728875	-9.142449226947132	-9.23707417468003	31.74384865680829	-6.899265005175654	-7.924211167689355	-7.686203963687579	-7.590605955594996
41	26.300518633430205	-3.4320820850746814	-10.829072083450942	-7.351429367641774	-9.994945629240418	27.431007072037428	-6.580895226429099	-7.832433314634176	-7.411269984307159	-10.441785407539145	34.64143966774409	-6.276353845035713	-4.615911984730227	-7.976139882994511	-5.630646562133832
42	28.794116738728043	-2.6521475965518704	-5.6754052048437424	-7.1584895491590474	-6.378690064297579	25.410400153407018	-7.450946015460073	-5.296555732991898	-5.968265681440888	-7.363389211932581	18.5581566934071	-4.566656467741446	-6.671501460663054	-6.210093377362946	-7.370533223097044
43	12.59947120747952	1.3885300092870705	-6.760966117243464	-6.193579235252579	-5.94655172450654	19.440760146508094	-2.5271749915766346	-4.104593218315203	-3.7594427270554323	-7.363772310597262	17.790397117067503	-2.6932963777894465	-2.36787835349603	-6.993357427665766	-2.5085459968438273
44	12.474207500436641	-2.1055654992208983	-3.827836414999205	-3.6986998012600423	-4.797810855330794	15.857395933300358	-3.4338770959561513	-2.277468860270327	-3.9766023326959177	-5.3061047206883725	16.683857197593472	-2.611579967023223	-3.446831132675715	-4.5114768922561135	-5.021607058953697
45	20.684098689638354	-0.7807030662326157	-4.064739893303544	-4.914156063000833	-6.5051503248526155	19.370984909029566	-4.164044360907901	-4.567865135896649	-4.646260113734269	-7.79632698545811	15.852276244423647	-3.885207996778225	-6.803184871284944	-4.6212018290251144	-3.1585192026167346
46	7.159016885093636	-1.0657550277143872	-2.2532897017897278	-2.415932370115136	-2.813630866205375	7.5332279954332275	-1.544107346959775	-2.192799031695002	-2.76858997547784	-1.4374640088293977	9.659554780950684	-0.7285499209040972	-2.949230914691787	-1.6986569388947395	-2.4837935582002904
47	13.199749930903732	-1.305009067269457	-2.8215675860363754	-3.2053399534697635	-3.2312419344278904	11.029033707064768	-2.641675347186863	-3.61217245827102	-3.8408790077078834	-3.390556451196095	12.220728428156802	-2.6924581303854245	-2.94343455979561	-3.31993781675313	-3.4452397536257937
48	32.752438891771604	-8.828938542710908	-9.352368582371682	-9.999104810607555	-9.684161061785826	52.277854255469556	-10.110086317864399	-9.360931478010041	-10.161071778022482	-11.32164170639336	34.47594398979057	-10.142503051103656	-10.924438605895801	-9.24894554643005	-10.372045655836054
