mass	P1_500μC-P	P1_2000μC-P	P1_5000μC-P	P1_10000μC-P	P1_15000μC-P	P2_500μC-P	P2_2000μC-P	P2_5000μC-P	P2_10000μC-P	P2_15000μC-P	P3_500μC-P	P3_2000μC-P	P3_5000μC-P	P3_10000μC-P	P3_15000μC-P
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	80.48744215582302	58.26385109116109	41.4047064527424	55.62503730574644	48.57600446821056	84.88817668819809	49.84008639451802	60.792613169269515	46.56685878031493	47.196884529781194	73.2994022776498	56.71697205627028	48.624310081801916	50.634923966444674	53.860117040619045
2	16.201572443307413	18.5213775332785	13.217667646439837	17.437472102244318	13.203305934504025	18.69004954982334	21.15524487885449	14.817836126994202	15.717174443085774	13.139319329251563	18.970926387380022	19.531181210925258	18.804978745231963	16.943898734554338	20.08132405823325
3	7.840398484630164	10.51168515067372	9.840851307493477	11.091622320359118	9.327678114269208	7.668273957646726	10.65233477402914	8.740922044614834	6.832863894981306	8.711772439876675	8.21025805092705	9.895539608131743	9.661029317042702	9.090156338763279	10.154013785425795
4	1.5673248916740161	0.0	0.0	0.0	0.456707418779298	0.0	0.0	0.0	0.0	0.0	0.0	0.7401529961630804	0.0	0.0	0.0
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	0.0	0.9569537920382446	0.0	0.0	0.6746760832843437	0.0	0.0	0.0	0.0	1.4039643509538222	0.0	0.0	0.0	0.4963419293169783	0.900718459899459
7	3.03720794511482	2.6457115326077836	0.7847373545881838	2.186968893860681	1.0449161323781788	2.7072452927201196	0.0	0.8705567476803135	1.2832666402020354	4.741972364851328	2.584003667603152	0.0	1.1440186489950752	1.2664765098738107	2.1055088552470234
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5005884759151678
10	0.0	1.487209513073342	0.7826192636281643	1.395161661763134	0.7438749131775423	1.4498348358197506	0.6408145516565196	0.9322090341077658	1.0518937485561093	1.089312558853075	0.0	0.914369151485044	2.3799331589042776	1.7665184381271848	1.3639849570292621
11	0.0	3.7204693557385564	2.352445433216893	2.267111482095742	1.7314411909139082	1.6667283273858007	2.5149223486219383	3.1910071021350777	2.3288542456317236	1.7225362869448548	0.0	3.0066728363366066	2.2803479934975996	1.760580174931766	2.1285437834752403
12	33.33405452931276	20.284205716164614	18.157390515635573	16.41127461347225	21.482334300554683	44.16922337440831	20.632518851674067	20.159244426157827	18.167135377268053	22.305623607230608	29.65413065354253	19.835864564119586	17.09842231021563	17.690770657460636	23.223488801640162
13	30.83317549730869	27.66487582310626	24.441947821930512	26.132380517109112	23.91078979315764	35.400074990986774	25.746609051306997	30.75719298116781	16.160239852233794	25.898600909827913	33.53638800604467	30.624716080838848	29.684376702128063	25.365301678875085	25.373057593435664
14	44.596658900919095	40.55139923570776	34.63635435276108	35.96596286003565	37.0373143574067	45.1473878202072	32.886945167589566	39.527591594331604	34.156806245778924	38.510923141556226	42.395172461744885	35.61852562140666	41.08961060502854	41.67282906851281	41.7702274350344
15	71.66073969772019	65.46715580915271	74.57957088132568	77.32771039308975	66.10666230099439	67.20185230678155	72.45756244168223	74.35230342206724	55.26438896439439	56.36302107271673	54.11323573824724	73.799133257394	67.75517361462289	71.57887912349472	76.62574272716829
16	12.352490326190017	8.745454628170608	9.462912464062606	9.20712591563621	9.524585178570074	11.521082280567096	10.045954522291126	9.883205951413753	8.761310763471709	9.655321318117235	14.11798776000949	12.541302368433934	11.358779988035996	9.668119262247329	9.492525709313853
17	10.054845998570432	6.414842632193011	5.326889567922273	6.340380358484725	6.378965635321134	10.040071897498816	6.429924660081762	5.423090707448062	5.366122278487271	7.264478563676706	9.642031807050992	6.190340034649319	6.018200198517904	5.424879251895392	6.019512731205701
18	10.757687199981524	18.789716345206976	23.85008606157018	21.540356494241	18.668111496632413	12.732958554926592	12.107898453117917	14.330506086153845	19.571788551971082	34.06394030182106	8.644494156689271	15.364139096438306	23.959393103044587	15.514334753691795	20.30321277130193
19	13.285368209339442	35.14110893973313	44.13343335556831	37.89848690944627	32.23887510654117	14.901375157056497	32.335911724048906	32.00140801191236	35.83474903127123	38.24868713005674	13.459307311320392	34.41326047295341	34.350690303709115	40.10631886286706	33.97966795847862
20	0.0	1.4564640831192712	0.8886526295665081	1.0219540085838688	1.438442567912629	0.0	0.9424334287025765	1.1424711671017853	1.3264539184483475	2.551342434789767	0.0	0.9172499874009995	1.29273965100002	1.0302707737383927	0.7810438527548826
