Mass (u)	log2FC	p_value	mean_500	mean_15000	std_500	std_15000	n_500	n_15000	t_statistic	q_value	significant
0	0.0		0.0	0.0	0.0	0.0	3	3			False
1	-0.7668159625860457	0.0010296527134844929	0.08552144294029612	0.05026207496218323	0.0047414991647051225	0.0028814312604673984	3	3	11.007010421204958	0.0034093061743961286	True
2	-0.3144746708074219	0.013394031916648567	0.018457990372321167	0.014842877588119164	0.0008703599332029146	0.0011256641653032496	3	3	4.400559567509839	0.023532340274541125	True
3	0.05256351106671977	0.5831570990782459	0.008449708969023266	0.008763244816106032	0.0007341535625908724	0.0005257992334344308	3	3	-0.6013816178690463	0.613357590029277	False
4	-1.578672897817687	0.5821623958690927	0.0005160765837660333	0.00017277706458426666	0.0008938708636793454	0.0002992586542425591	3	3	0.6307978903140578	0.6130673131806618	False
5	0.0		0.0	0.0	0.0	0.0	3	3			False
6	23.2018910602647	0.04484859039912844	0.0	0.0009648618171896334	0.0	0.00036635584541654744	3	3	-4.561656953379664	0.06573169692518309	False
7	-0.16057854914158848	0.8102195112345288	0.0027875694228093662	0.0024939441885021003	0.00045441462204156056	0.0018304752524168323	3	3	0.26965221665643613	0.8286777495000637	False
8	0.0		0.0	0.0	0.0	0.0	3	3			False
9	20.79956281417207	0.42264973081037416	0.0	0.00018251226963483333	0.0	0.0003161205240122417	3	3	-1.0000000000000002	0.46339359946176	False
10	0.8509149177263894	0.5116906909724269	0.0005646234586723333	0.0010183800109746666	0.0009779565175657475	0.000305808775988686	3	3	-0.7670185278534326	0.5476438637383692	False
11	1.4511357540140324	0.22117868914879676	0.0005646234586723333	0.0015438118015761667	0.0009779565175657475	0.00022017676509260222	3	3	-1.6918835242002277	0.2620353081165606	False
12	-0.976610078262384	0.007110406046938349	0.038287712050270706	0.019456758408613703	0.0035997066368477367	0.0011800031925526717	3	3	8.609987500037363	0.01410133473858567	True
13	-0.5754025625031289	0.004791045620953914	0.036913975190573406	0.0247729305159291	0.0025176551485629043	0.0013582347776378424	3	3	7.351061943326102	0.01029411061630652	True
14	-0.43245556571244576	0.002371671586674019	0.04904626351370713	0.03634325571006387	0.0009628040600167424	0.0019617801474839775	3	3	10.068260598672644	0.006003073778732754	True
15	0.0327596788667149	0.4062830184181461	0.06353641891015627	0.06499566313810247	0.0017370559505308707	0.002087264254682627	3	3	-0.9307563355851921	0.4506068565443816	False
16	-0.4341984867629537	0.0018598764674059032	0.012705894781161334	0.0094036939182263	0.00027904062649987746	0.0005053602515524627	3	3	9.907801677467067	0.005134222092871312	True
17	-0.6420622670692145	0.010708922394036358	0.0094052388412834	0.006026842257066266	0.0006175743553062874	3.994715122358124e-05	3	3	9.455300838688888	0.019602383695521485	True
18	1.1421323578758351	0.04675877514532479	0.010352606708368501	0.022848927343639802	0.0007109420187060366	0.0049908016160398645	3	3	-4.293487578332613	0.06794758977676668	False
19	1.3147514001324074	0.00014433386631605762	0.0135001379354286	0.03358287059987497	0.0010905019750248293	0.0005018264879857047	3	3	-28.976622968575825	0.0010522802390392919	True
20	23.695518722943877	0.04859143284232916	0.0	0.0013585069558925665	0.0	0.000538510771454945	3	3	-4.3694633325241155	0.07013281254569675	False
21	-0.1669487072974813	0.41084806362299825	0.0018420661657782332	0.0016407735794087667	0.0003019918386015147	0.00022485858021464665	3	3	0.9259997368740254	0.4539551791067584	False
22	22.4931176631321	0.01503857011986728	0.0	0.0005903411256186667	0.0	0.0001268261336524697	3	3	-8.062224984093572	0.02613161733715079	True
23	1.183007238057283	0.3904527874481758	0.036652460532901165	0.08321925032861867	0.008145225057561309	0.07416963600682647	3	3	-1.080954988330515	0.4342323698739165	False
24	-0.1951210329790939	0.7986837439077435	0.013405202953586466	0.011709439562819267	0.0015568422108145244	0.010043701920707165	3	3	0.28898569136969077	0.8188428287900303	False
25	-1.046932662955994	0.0005302078668739874	0.0306685735939235	0.014843470058168001	0.0019241895545110117	0.0013973412698318787	3	3	11.52625621320323	0.002195472380793744	True
26	-0.5149657883382918	0.00036244341321674055	0.08306032438886014	0.05812640634998067	0.0024129335321282095	0.002834346583864651	3	3	11.602079608972145	0.0017271744775077078	True
27	0.5042367758998724	0.009959660160149623	0.24579770803350856	0.3486327835906395	0.006331239931223128	0.02178892170654899	3	3	-7.84991650730728	0.01875406206756651	True
28	-0.8921343036484073	0.003048458619526696	0.16911707940321996	0.09112305764646537	0.01043835135464993	0.003415432771249843	3	3	12.299980744564053	0.00729393842510204	True
29	0.7950579409299624	0.0007140826285157876	0.11775600144203557	0.20432397967568963	0.0034377238430555305	0.007920744401135275	3	3	-17.365056595512247	0.0026368505719652244	True
30	0.10517320830994714	0.10969164027614135	0.039524104049189164	0.042513055962616765	0.0019822710932718814	0.0014683046907064841	3	3	-2.098639967796399	0.14133983256125163	False
