,breakpoint_dose,r2_improvement,has_threshold
AI_sim,2000,0.9893894536413441,True
OI,2000,0.7720920142199811,True
AOI_pos,2000,1.0858167235978502,True
Metal_Oxide,2000,1.095847405647469,True
HC_Degrad,2000,1.0410709309823254,True
Chain_Scission,2000,1.0633580586381195,True
