component_id,rank,mz,weight
Comp_1,1,1,0.6289884391255504
Comp_1,2,27,0.5618178372338096
Comp_1,3,41,0.39223264407417463
Comp_1,4,16,0.37605460123106754
Comp_1,5,17,0.3662808790734773
Comp_1,6,29,0.32386101674959505
Comp_1,7,43,0.32290079721838616
Comp_1,8,25,0.3187427554663016
Comp_1,9,35,0.3109608946761436
Comp_1,10,39,0.2827287248194572
Comp_1,11,55,0.2681087144760943
Comp_1,12,13,0.22069363332963002
Comp_1,13,37,0.20412469532882485
Comp_1,14,57,0.19494780710912948
Comp_1,15,53,0.1872958523519514
Comp_1,16,41,0.1723952059124426
Comp_1,17,77,0.1712982881174007
Comp_1,18,24,0.16274447533374514
Comp_1,19,28,0.15755066228250633
Comp_1,20,49,0.14914783948516847
Comp_2,1,16,0.4954960531537326
Comp_2,2,1,0.3859796513634475
Comp_2,3,25,0.33470858700788264
Comp_2,4,17,0.3070303394555084
Comp_2,5,24,0.26737546512580723
Comp_2,6,27,0.24578074182888374
Comp_2,7,45,0.2417303802047512
Comp_2,8,60,0.23581447144817858
Comp_2,9,39,0.218448278304259
Comp_2,10,77,0.21234281508572325
Comp_2,11,76,0.20501919908710478
Comp_2,12,19,0.1988552535790419
Comp_2,13,63,0.19550489970891913
Comp_2,14,51,0.18978419174825203
Comp_2,15,13,0.18418955398053125
Comp_2,16,28,0.18413653013631043
Comp_2,17,26,0.1788759844257182
Comp_2,18,12,0.1683095683821154
Comp_2,19,53,0.1483394659570376
Comp_2,20,74,0.1478365717959152
Comp_3,1,25,0.15046576079071933
Comp_3,2,49,0.14686526761170235
Comp_3,3,41,0.12884453338119206
Comp_3,4,45,0.11566193606250652
Comp_3,5,77,0.11417598011510219
Comp_3,6,91,0.11155072321043757
Comp_3,7,39,0.11081831185497987
Comp_3,8,115,0.10622253654123764
Comp_3,9,73,0.10613601101040376
Comp_3,10,65,0.09815471223242493
Comp_3,11,53,0.09808924594096122
Comp_3,12,55,0.09649037714543092
Comp_3,13,41,0.09510767427956553
Comp_3,14,51,0.0939546269518117
Comp_3,15,65,0.09377661370171017
Comp_3,16,128,0.09288793839220205
Comp_3,17,1,0.08871037869158095
Comp_3,18,63,0.08704770530728899
Comp_3,19,23,0.0814123678499233
Comp_3,20,79,0.07580899065206988
Comp_4,1,23,0.41619295030079434
Comp_4,2,35,0.13257500470475722
Comp_4,3,16,0.09401997220559975
Comp_4,4,1,0.08677443202210769
Comp_4,5,80,0.08158789468964182
Comp_4,6,17,0.07674482228902646
Comp_4,7,37,0.06867902633824893
Comp_4,8,27,0.0677758614961639
Comp_4,9,24,0.06591096544546661
Comp_4,10,39,0.05914547180624797
Comp_4,11,64,0.05623272581379744
Comp_4,12,41,0.05594895654382683
Comp_4,13,26,0.05370810470881175
Comp_4,14,57,0.053671039564443385
Comp_4,15,43,0.04610696335804181
Comp_4,16,29,0.04272449529087349
Comp_4,17,139,0.04072161969993043
Comp_4,18,59,0.03973823387294018
Comp_4,19,97,0.03840479838529578
Comp_4,20,33,0.037744679784894444
