component_id,rank,mz,weight
Comp_1,1,27,0.704747228165462
Comp_1,2,41,0.4948539545457458
Comp_1,3,43,0.40653516054222216
Comp_1,4,29,0.40611323708274566
Comp_1,5,39,0.3555499088914443
Comp_1,6,55,0.3386434168061417
Comp_1,7,57,0.245056623012936
Comp_1,8,53,0.23411170421871547
Comp_1,9,77,0.21557825900658717
Comp_1,10,42,0.1870826623174695
Comp_1,11,28,0.18670289121200573
Comp_1,12,51,0.1802568548604869
Comp_1,13,69,0.16262254126518236
Comp_1,14,45,0.15967761980976417
Comp_1,15,67,0.15564891741822628
Comp_1,16,65,0.15475830522053607
Comp_1,17,61,0.1546454659000042
Comp_1,18,91,0.14544930251096672
Comp_1,19,163,0.14139166906569384
Comp_1,20,40,0.13946578245633598
Comp_2,1,45,0.24713926736096875
Comp_2,2,39,0.211531615748332
Comp_2,3,27,0.20930138524225927
Comp_2,4,63,0.19889156340474842
Comp_2,5,51,0.1914034877238719
Comp_2,6,28,0.17430378677968486
Comp_2,7,74,0.15100986081691234
Comp_2,8,50,0.14624306997723796
Comp_2,9,75,0.1440388300536853
Comp_2,10,62,0.14292930900930717
Comp_2,11,53,0.13881660111025865
Comp_2,12,87,0.12904937193296176
Comp_2,13,77,0.12816679004133533
Comp_2,14,86,0.12637803966529465
Comp_2,15,98,0.1218198006772685
Comp_2,16,89,0.10082381172505135
Comp_2,17,110,0.0951995972217718
Comp_2,18,99,0.09403295616816926
Comp_2,19,65,0.09201980806674208
Comp_2,20,29,0.09192515488159088
Comp_3,1,91,0.14955219254548185
Comp_3,2,115,0.1450740120762027
Comp_3,3,77,0.13948082987781613
Comp_3,4,128,0.1290663142133413
Comp_3,5,65,0.12700153906514067
Comp_3,6,51,0.11819456995108625
Comp_3,7,53,0.11795738828575404
Comp_3,8,63,0.11513721625822139
Comp_3,9,39,0.10890962850456824
Comp_3,10,55,0.10257814840560217
Comp_3,11,23,0.09862341328227452
Comp_3,12,152,0.09451254084441639
Comp_3,13,79,0.09321437523194266
Comp_3,14,31,0.09097697245524403
Comp_3,15,129,0.08808119633512676
Comp_3,16,127,0.08750333434933752
Comp_3,17,78,0.08360947551956795
Comp_3,18,165,0.08322823234141057
Comp_3,19,101,0.08140068496430272
Comp_3,20,141,0.07927145079156976
Comp_4,1,23,0.45033782991852356
Comp_4,2,27,0.10140794315045944
Comp_4,3,24,0.07447192990930304
Comp_4,4,39,0.06876417792457136
Comp_4,5,41,0.05701804929607411
Comp_4,6,29,0.04758720359175133
Comp_4,7,28,0.045278984613517884
Comp_4,8,43,0.04081156418705007
Comp_4,9,55,0.04073479948778507
Comp_4,10,57,0.031575554883200026
Comp_4,11,42,0.029335500214614094
Comp_4,12,53,0.028716511228982614
Comp_4,13,40,0.028538776713190304
Comp_4,14,45,0.025726453139916748
Comp_4,15,56,0.02427049731441724
Comp_4,16,44,0.02363901323350803
Comp_4,17,83,0.022343262722224765
Comp_4,18,52,0.021439687829602577
Comp_4,19,77,0.020531900359949007
Comp_4,20,30,0.020279133714984143
Comp_5,1,57,0.0983324774530365
Comp_5,2,73,0.05977638851629256
Comp_5,3,43,0.056279819440326985
Comp_5,4,83,0.04997990642242623
Comp_5,5,41,0.046302686019953805
Comp_5,6,39,0.04284721528863839
Comp_5,7,45,0.04047251216597517
Comp_5,8,29,0.04044303509414145
Comp_5,9,105,0.04041400972273572
Comp_5,10,283,0.03633209833260058
Comp_5,11,40,0.03630344895346418
Comp_5,12,405,0.0352558009002054
Comp_5,13,59,0.03502694108939659
Comp_5,14,23,0.032484927134873824
Comp_5,15,159,0.032364189390555034
Comp_5,16,58,0.031849453176653664
Comp_5,17,181,0.031510066458836236
Comp_5,18,507,0.030274678922808426
Comp_5,19,427,0.030224085337194943
Comp_5,20,325,0.028435363691504914
Comp_6,1,28,0.14333524483775553
Comp_6,2,27,0.11445183183565956
Comp_6,3,45,0.10608706730059932
Comp_6,4,74,0.06655215742324548
Comp_6,5,63,0.06407035331326535
Comp_6,6,86,0.06281047326339029
Comp_6,7,98,0.06185022615417425
Comp_6,8,1,0.06032467237478877
Comp_6,9,50,0.058662664725261396
Comp_6,10,62,0.05821461272124994
Comp_6,11,110,0.0568741794176586
Comp_6,12,53,0.05612773890133502
Comp_6,13,122,0.05022024766037125
Comp_6,14,75,0.050186967373811016
Comp_6,15,38,0.049072582023625376
Comp_6,16,29,0.04697972063260299
Comp_6,17,51,0.045802732296993505
Comp_6,18,37,0.04556398564403993
Comp_6,19,87,0.04550346298128886
Comp_6,20,39,0.043571987512532995
