component_id	P1_2000μC-P	P1_500μC-P	P1_5000μC-P	P1_10000μC-P	P1_15000μC-P	P2_2000μC-P	P2_500μC-P	P2_5000μC-P	P2_10000μC-P	P2_15000μC-P	P3_2000μC-P	P3_500μC-P	P3_5000μC-P	P3_10000μC-P	P3_15000μC-P
Comp_1	2.7111176136850044	0.19441460788431356	2.423979131002544	1.8298192602437346	1.5093093987041808	2.7952923171765995	0.21342300613386714	2.5301918660696447	1.8579845350286013	1.6002356662551123	2.709002499946204	0.09573357754260585	2.4762087290022903	1.8329281142490244	1.4391801309540833
Comp_2	0.17051726509311296	2.8509389862985945	0.07973294669122537	0.05210367081390037	0.04143769196569239	0.09160124424495485	2.9528447107019375	0.08121083916657318	0.04773888560145008	0.019462680292216233	0.10443304528092393	3.0468828399557943	0.08581823334480748	0.06438082028029024	0.054284777478113104
Comp_3	0.3759100157618863	0.001022171156692733	0.4702344180059164	0.473565785230935	0.48421188159075956	0.45981287115587466	1.718931915598419e-05	0.4843094482072838	0.47640658564012606	0.6439401162002356	0.4259544117472069	0.721718035545183	0.4188310960132892	0.4397350069307307	0.44814761945725623
Comp_4	0.003136979477129246	1.3236979450891793	0.10186933566050269	0.23503074467520343	0.32873394080347645	0.01066953556791191	0.012479275885893601	0.07654632426365461	0.24355455566212467	0.39299727751825	0.012384291336358415	0.305962651708153	0.0772719535957815	0.2300887157567155	0.3364574654010049
Comp_5	0.0008952385730472747	0.024445045754480785	0.08407290908580896	0.2274647530116722	0.2927903411691984	0.0076659584963721435	1.2207098149433837	0.06114572940317877	0.2207175985994037	0.287639792710211	0.01601359591165613	0.16973556773647114	0.06347525516227216	0.21303053723921622	0.3052625322064284
Comp_6	0.22512340243225942	0.04304036346300459	0.24263809779787593	0.6360324675035881	0.8363975830174087	0.041759371927130313	2.007809693806994e-05	0.17673641594459197	0.6246812639036154	0.48605970210294325	0.1200851068460975	8.385856145010757e-06	0.2692325390385681	0.672266267516914	0.9346332223110676
