component_id,rank,mz,weight
Comp_1,1,39,0.004401160278533915
Comp_1,2,27,0.004060524543422252
Comp_1,3,53,0.0035064559277992588
Comp_1,4,52,0.0030429022568246545
Comp_1,5,77,0.002858732973925812
Comp_1,6,29,0.0028526799964249516
Comp_1,7,41,0.0028131524804946933
Comp_1,8,35,0.002806541644441177
Comp_1,9,249,0.002609808992096915
Comp_1,10,43,0.0024531605973561682
Comp_1,11,163,0.0023540332114704563
Comp_1,12,61,0.002347312999426978
Comp_1,13,265,0.0023337591089150358
Comp_1,14,146,0.002305532763189202
Comp_1,15,15,0.0022773589988177158
Comp_1,16,66,0.0022383607020758
Comp_1,17,55,0.002203702332061446
Comp_1,18,51,0.0021534400412851753
Comp_1,19,65,0.002142190842323479
Comp_1,20,28,0.0020923536552899143
Comp_2,1,16,0.00744862755337156
Comp_2,2,1,0.007068878833102015
Comp_2,3,25,0.006201889732309949
Comp_2,4,17,0.0060835430083783625
Comp_2,5,24,0.005371458159105473
Comp_2,6,60,0.004963354029489798
Comp_2,7,76,0.004735398040296917
Comp_2,8,19,0.004715223508123826
Comp_2,9,13,0.004704716797618842
Comp_2,10,77,0.004701173745671048
Comp_2,11,26,0.004409873158828823
Comp_2,12,12,0.0043386601523469825
Comp_2,13,49,0.004081099755083519
Comp_2,14,48,0.0038566854199610853
Comp_2,15,61,0.0037934526878224063
Comp_2,16,36,0.003564077250609241
Comp_2,17,41,0.0033411598116793824
Comp_2,18,137,0.003302858784739734
Comp_2,19,73,0.0032009810576484198
Comp_2,20,39,0.003156420755747757
Comp_3,1,309,0.002065092951960418
Comp_3,2,173,0.0019344521009509433
Comp_3,3,520,0.0018805203732154057
Comp_3,4,159,0.001795202805474241
Comp_3,5,97,0.001767902434000883
Comp_3,6,155,0.0017562737627637001
Comp_3,7,35,0.0017516241337109941
Comp_3,8,521,0.0016833945831520214
Comp_3,9,502,0.0016450766328955776
Comp_3,10,249,0.001640065542829595
Comp_3,11,522,0.001629556591620096
Comp_3,12,624,0.0016248697857129332
Comp_3,13,582,0.0016193717986939262
Comp_3,14,266,0.0015883952249478362
Comp_3,15,401,0.0015780689514596634
Comp_3,16,403,0.0015772813963071833
Comp_3,17,327,0.0015218370389467272
Comp_3,18,343,0.001420530162965953
Comp_3,19,507,0.0013626353305469343
Comp_3,20,583,0.001359446840660558
Comp_4,1,35,0.0020152664550570484
Comp_4,2,309,0.0019433226671647646
Comp_4,3,159,0.001921009349671086
Comp_4,4,97,0.0018999076180981076
Comp_4,5,521,0.0018989267940203946
Comp_4,6,520,0.0018305735875272864
Comp_4,7,445,0.0017988944258671296
Comp_4,8,173,0.0017855924520644305
Comp_4,9,401,0.0017259940151194053
Comp_4,10,461,0.0017021539497023646
Comp_4,11,279,0.0016814880889008167
Comp_4,12,215,0.0016234994723173123
Comp_4,13,39,0.0016138053534052797
Comp_4,14,624,0.0015986705066235658
Comp_4,15,327,0.001573058618169926
Comp_4,16,266,0.001563218341985209
Comp_4,17,530,0.001526552094515398
Comp_4,18,271,0.0015193846814481177
Comp_4,19,345,0.0015148709663644758
Comp_4,20,303,0.0015031021559924348
Comp_5,1,97,0.002212211765808125
Comp_5,2,159,0.0021694462221278398
Comp_5,3,309,0.002150041325830111
Comp_5,4,173,0.0021225280674585503
Comp_5,5,35,0.002047619621112189
Comp_5,6,155,0.002030990714194665
Comp_5,7,624,0.0019237419544719484
Comp_5,8,400,0.001873715816635595
Comp_5,9,520,0.0018192748128531063
Comp_5,10,401,0.0017798551852296768
Comp_5,11,460,0.00176356050514064
Comp_5,12,522,0.0016669183328950213
Comp_5,13,85,0.001654261719429553
Comp_5,14,580,0.0016460785101507578
Comp_5,15,426,0.0016358853379086857
Comp_5,16,295,0.0016145017593067667
Comp_5,17,283,0.0016113140366857545
Comp_5,18,133,0.0016108343927705444
Comp_5,19,583,0.001603531485913785
Comp_5,20,521,0.001600044466327536
Comp_6,1,39,0.005563069521634881
Comp_6,2,53,0.005215963734122363
Comp_6,3,77,0.004732413536411384
Comp_6,4,52,0.00460792984029468
Comp_6,5,65,0.003971022120850631
Comp_6,6,27,0.003935221868207125
Comp_6,7,66,0.003793574290069626
Comp_6,8,115,0.003721412804213121
Comp_6,9,249,0.0036856728466625184
Comp_6,10,51,0.0036682779577058323
Comp_6,11,78,0.0032840843771156153
Comp_6,12,91,0.0031797514828426497
Comp_6,13,41,0.0030947880003648464
Comp_6,14,128,0.0030798873801891717
Comp_6,15,265,0.002958737922328499
Comp_6,16,163,0.00295046136373556
Comp_6,17,165,0.0029394124952827707
Comp_6,18,61,0.0028329258192306118
Comp_6,19,29,0.002803098942612609
Comp_6,20,127,0.0027994077471593243
