component_id,rank,mz,weight
Comp_1,1,16,0.04347837103126623
Comp_1,2,1,0.03564053729919078
Comp_1,3,25,0.029641171389414696
Comp_1,4,17,0.02765375653654143
Comp_1,5,24,0.023210764529578647
Comp_1,6,60,0.02009521552949895
Comp_1,7,77,0.018284429767053384
Comp_1,8,76,0.017362907817441552
Comp_1,9,19,0.01712077892975984
Comp_1,10,13,0.01657915652252395
Comp_1,11,26,0.015532270026395484
Comp_1,12,12,0.014780746244495945
Comp_1,13,49,0.012743159660212371
Comp_1,14,61,0.011842526841032621
Comp_1,15,48,0.0118134852311491
Comp_1,16,36,0.010032728005867408
Comp_1,17,137,0.0090401087464285
Comp_1,18,73,0.008027253016137693
Comp_1,19,41,0.007567299603860879
Comp_1,20,72,0.007402185295057521
Comp_2,1,27,0.012305324394215068
Comp_2,2,1,0.011452872632547611
Comp_2,3,41,0.008958263648384247
Comp_2,4,43,0.00735287220494062
Comp_2,5,29,0.007161574596312515
Comp_2,6,39,0.006796069187674321
Comp_2,7,35,0.006348314267950905
Comp_2,8,55,0.006338885183197197
Comp_2,9,17,0.0060576796876312365
Comp_2,10,25,0.005770102512522597
Comp_2,11,16,0.005464897433958113
Comp_2,12,53,0.004620252095828493
Comp_2,13,57,0.004430381551506933
Comp_2,14,77,0.004397119243214524
Comp_2,15,37,0.003891471396446373
Comp_2,16,13,0.003844481940941817
Comp_2,17,41,0.0038439204702666267
Comp_2,18,51,0.003670368511892499
Comp_2,19,42,0.003349480518608275
Comp_2,20,28,0.00333018271979741
