component_id,rank,mz,weight
Comp_1,1,1,0.6518990666510441
Comp_1,2,27,0.5842278606970172
Comp_1,3,41,0.40071664769722426
Comp_1,4,16,0.3847815136403434
Comp_1,5,17,0.37003318903228827
Comp_1,6,29,0.3320903110619643
Comp_1,7,25,0.32880636762919185
Comp_1,8,43,0.32478865584462935
Comp_1,9,39,0.2830702171792453
Comp_1,10,55,0.26990934572760283
Comp_1,11,35,0.24788253406165772
Comp_1,12,13,0.22759308579901014
Comp_1,13,53,0.19038774790130386
Comp_1,14,57,0.18033934543045527
Comp_1,15,41,0.17588416489731193
Comp_1,16,77,0.16935156845931612
Comp_1,17,37,0.16821931960553563
Comp_1,18,24,0.16739649630659564
Comp_1,19,28,0.15424965613087535
Comp_1,20,49,0.15367791468906955
Comp_2,1,16,0.49029695243198923
Comp_2,2,1,0.38283784707309887
Comp_2,3,25,0.33120250841569693
Comp_2,4,17,0.3046155179669955
Comp_2,5,24,0.2643898535892771
Comp_2,6,27,0.24405551549751187
Comp_2,7,45,0.23954189029264558
Comp_2,8,60,0.2329988371085444
Comp_2,9,39,0.21695004237429133
Comp_2,10,77,0.21017662736104922
Comp_2,11,76,0.20249095240753723
Comp_2,12,19,0.19699596584971935
Comp_2,13,63,0.19336280061770883
Comp_2,14,51,0.18779824536417636
Comp_2,15,28,0.18282201805188197
Comp_2,16,13,0.18250539547123254
Comp_2,17,26,0.17664241541745482
Comp_2,18,12,0.1665377909040489
Comp_2,19,53,0.14710678495831928
Comp_2,20,74,0.146307952961199
Comp_3,1,49,0.14180417998307893
Comp_3,2,25,0.138731646213766
Comp_3,3,41,0.12120826732543076
Comp_3,4,77,0.11161942087475064
Comp_3,5,45,0.11016721033039854
Comp_3,6,91,0.10904621114480252
Comp_3,7,115,0.10518522218172524
Comp_3,8,73,0.10429820493163071
Comp_3,9,39,0.10416185227520494
Comp_3,10,65,0.09590437758539093
Comp_3,11,128,0.09203526473991122
Comp_3,12,53,0.09183514913382732
Comp_3,13,65,0.09148557156036351
Comp_3,14,51,0.09084612620234468
Comp_3,15,63,0.08661250208172637
Comp_3,16,55,0.08516131200121761
Comp_3,17,23,0.08419026423361693
Comp_3,18,41,0.07493067596565631
Comp_3,19,79,0.07476456808255579
Comp_3,20,69,0.07265254851895114
Comp_4,1,23,0.38448979480244616
Comp_4,2,35,0.13770274284615583
Comp_4,3,80,0.07616933719060953
Comp_4,4,16,0.07188394117701448
Comp_4,5,37,0.06912359021821289
Comp_4,6,24,0.05976711879483627
Comp_4,7,17,0.05785925860488492
Comp_4,8,1,0.0565275285751596
Comp_4,9,64,0.052409768670382044
Comp_4,10,39,0.05197923835648156
Comp_4,11,57,0.05064230906916192
Comp_4,12,26,0.04743007604813045
Comp_4,13,27,0.042054138854639225
Comp_4,14,41,0.04194437821532113
Comp_4,15,97,0.03751676300502802
Comp_4,16,83,0.0369230612235853
Comp_4,17,139,0.03659000992075265
Comp_4,18,43,0.036357012615041276
Comp_4,19,33,0.03394572413158232
Comp_4,20,42,0.03353649899470323
Comp_5,1,35,0.3883092514139617
Comp_5,2,37,0.18835686693060277
Comp_5,3,57,0.10092472332953456
Comp_5,4,299,0.08727834232184742
Comp_5,5,257,0.08493377583261494
Comp_5,6,155,0.07482938749244407
Comp_5,7,83,0.06452377680614571
Comp_5,8,317,0.06192960764274089
Comp_5,9,443,0.06008159586817941
Comp_5,10,545,0.05844267700505118
Comp_5,11,73,0.05724190362778277
Comp_5,12,275,0.055583497968134984
Comp_5,13,544,0.053798899132700626
Comp_5,14,301,0.05359131170397936
Comp_5,15,401,0.05343363194264327
Comp_5,16,341,0.052533146750930224
Comp_5,17,442,0.05138833414101105
Comp_5,18,646,0.05071607252006202
Comp_5,19,43,0.05049138908822777
Comp_5,20,647,0.05015009227984957
