Mass (u)	Comp_1	Comp_2	Comp_3	Comp_4	Comp_5	Comp_6
117	0.002376812463246803	0.0013041883806872191	0.005086465807188815	0.006291113695488674	0.003637305301410292	0.0014188769968344337
118	0.0018911214755823586	0.0009396629546404904	0.0025739659143106525	0.0034896335156347717	0.0020227343538585583	0.0012164565546039859
119	0.002091036897605464	0.0007317529622264874	0.003497436259560987	0.004091147979897411	0.002472368635301197	0.0008904250774353997
120	0.0014199495354481157	0.001116240353718469	0.00199141791504399	0.00324572536688987	0.0018726687680803698	0.0018748761573698423
121	0.004946013379115289	0.0016538765110413322	0.0048613166706066736	0.006777470497991202	0.0034243114472466054	0.0035721613110976445
122	0.0011276822763076355	0.00416947874774358	0.0023511927504557186	0.0027348755445976932	0.0020159696298520913	0.008272534389622046
123	0.001435402916621025	0.0028953285947837266	0.0027667441445063945	0.0027702141287928106	0.0024423604014455324	0.0053411214914248625
124	0.000757871925526987	0.0014591684230949435	0.001655030906868492	0.0021944707751238037	0.0018716838091272763	0.003158032473986346
125	0.00111416626120159	0.0021338355144665927	0.0025332438637982436	0.002944980338414956	0.0023533942058123116	0.003642611479074115
126	0.0015048312538753616	0.0032469118925908644	0.004478001060912077	0.0026785270270529905	0.0007228751176170964	0.003654823418023643
127	0.00234450172021674	0.0030233132202249105	0.007122290242543395	0.004068000141759524	0.0009697938122052027	0.0018872020450006308
128	0.003220276399874657	0.003146738339969311	0.010385724448751748	0.005001844303338853	0.0007222598513035587	0.0011631430411232478
129	0.0027048455984989925	0.001660271483603122	0.007234457226431767	0.0041230603159201655	0.0009892405894782355	0.0008164147561980446
130	0.0017067724306079196	0.0009586582432590733	0.0034914982633724783	0.003145628192907271	0.0011058237177171042	0.000727818025772081
131	0.001999633397438562	0.0008332730656156277	0.004479088388214043	0.0035590326989617866	0.0025294856349641344	0.0002687778495911163
132	0.0011022973056041606	0.0013550542404453312	0.0026154382826865667	0.002925838076772034	0.0009780792508176429	0.002207647237987464
133	0.0017017721709239866	0.001999453542222628	0.002615606841884389	0.004115679934460386	0.0030348140319828476	0.005111445610163079
134	0.0011301078227607215	0.003185921476931463	0.0018740689075933273	0.002632035169125725	0.002127557147752963	0.006475085805032689
135	0.0015919448614210383	0.002422884196252917	0.002223272315457627	0.0038107607519133127	0.0033104951823637965	0.004366971232919599
136	0.0010658003711956536	0.0011076115468388013	0.0016356335507361902	0.002101269934296664	0.001549059642100808	0.0017937225870602634
137	0.0014507871965924258	0.0022980717017794866	0.002852613075854821	0.0030962387415027904	0.0020847077778533415	0.0037229238787856657
138	0.0009100820555694237	0.0019451342440187495	0.0022470469882901636	0.0022730875255266734	0.0013756030275179616	0.002178444636548308
139	0.0023616332489051614	0.004005285620846428	0.005920466419634029	0.004140564839915049	0.002300910620495066	0.003894546252122124
140	0.0010667343992195846	0.0019042797067176976	0.0031146522990684045	0.0022529693313949654	0.0008003724849510984	0.0015648758322366419
141	0.00223837368908877	0.0019420618486317711	0.006554393259690414	0.0036365425752597365	0.0022239490373645197	0.0002571894868197128
142	0.0013789137042107707	0.001006086027917597	0.003944984940357393	0.0029098920748664874	0.0014132532215377586	0.0003518501043705625
143	0.0013647860064765307	0.000740563041936436	0.0032624276815724014	0.003147070205620175	0.002362036931349072	0.0001810080159553485
144	0.001023167248893813	0.0008036762520074006	0.0027093565226862133	0.00185245176967091	0.001456927997793787	0.000677123625961651
145	0.0018575234600830314	0.0009289170158503528	0.0030352669025459048	0.003570477482279382	0.0020990488514731017	0.001851732947283469
146	0.0029780060279063925	0.0025488117021725217	0.002304649023547957	0.005090527977170748	0.0010226146050095516	0.005725070735120724
147	0.0027803281936621305	0.00155712034272175	0.003651212922464949	0.003906151113059079	0.00271081373088317	0.0035937516835334122
148	0.0010089896264798435	0.0011833406895913835	0.0014258059947837172	0.002597660981901176	0.0019396271663996952	0.0021301519734371875
149	0.0014215010981586372	0.002099956202687011	0.00302363409278951	0.002489065928933804	0.0031125805596214423	0.0037016256810287534
150	0.0012996405298760234	0.0038486522745715354	0.003544749285676774	0.002345618884954584	0.0012745405534730415	0.004837488477698928
151	0.0016642556963606676	0.0036346076915580853	0.004777719304895225	0.003394324743153812	0.0011724749381952586	0.003917244370408272
152	0.002423705095556364	0.003956551897771728	0.007691978373596018	0.004248164210186312	0.0007558744312609881	0.0025810984834474275
153	0.002065916159660406	0.0022648075771305493	0.006349147297670169	0.0037056104463630453	0.0011074703012779246	0.000820807463006234
154	0.0013539246281713995	0.0011929160314010122	0.003824151517381532	0.002344145248616104	0.0007418929655909517	0.0008211279228761603
155	0.0015950986012069827	0.00087836751789696	0.005226561199888672	0.004313699368393498	0.0017907638371744954	0.00028881612715665744
156	0.0009787488444519175	0.0008221599786447524	0.002431202633570045	0.0023264030094664392	0.0013061471101789594	0.0008289374781087333
157	0.0011809073833595808	0.0011115313021864896	0.0030063493802033945	0.0024998419671010265	0.0014706911004181507	0.0013738423547203105
158	0.0008361320815961325	0.0021100720807841044	0.0020647890539826764	0.0019014945644500237	0.0015350763347474104	0.003926506072921748
159	0.0010082212246538649	0.0013918715805947622	0.0024111515330297153	0.005426297679346546	0.004379615230249801	0.002949133776190385
160	0.0009098485802074987	0.0007416736600828278	0.0015859571518056208	0.002052735909908584	0.0015501251244845941	0.0012009982479062027
161	0.0014949091866767968	0.002076326005622927	0.0022386907530629087	0.002729832733394918	0.002637510892680728	0.0032166845732020427
162	0.0011957900925435956	0.0024881157809977816	0.0020124134728069856	0.0025712889423041858	0.0015885292958570608	0.003828983413693128
163	0.005214802419589831	0.003620168385618966	0.0052950397591207616	0.00674147520301848	0.003029199371038331	0.004778504996953234
164	0.0016573555293685617	0.0027454002344954012	0.003271011439221602	0.00283429499089788	0.0015195784909745479	0.002957165333268545
165	0.0026951375334701806	0.0035636944842559006	0.007074024336622568	0.004032002982744721	0.0018270353816232667	0.0025556476444026414
166	0.0013624876444270177	0.0016723977972761832	0.003858957585181169	0.002909440640903832	0.0007953911040131394	0.001107534856543639
167	0.0013002620110991628	0.0011316107929593157	0.0032346405984171817	0.0034703188103983687	0.002053514331933445	0.0012024047556656084
168	0.0009432162668868969	0.001086196800674637	0.002359600947592822	0.002787550993113421	0.0008417400243493399	0.00148409365519202
169	0.0010267490922264832	0.0009144806510552518	0.0028033140317034553	0.0023209463437645957	0.0017505882133275884	0.0014202894239960118
170	0.0007515774312141446	0.0018397589213644428	0.0018519976347638367	0.0019379900180844841	0.0014252150343873643	0.004380225049065194
171	0.0014629916866206872	0.0010660589508488347	0.003210722173128937	0.0023438590671395433	0.0014942025302578273	0.0018897206429219265
172	0.001090512518781611	0.0006128923862958573	0.0016643415564822676	0.0024400441980927915	0.0007768777358364631	0.0013902037721312999
173	0.0012636315192832964	0.0012108626263545989	0.0025805820853584817	0.0022014847691028353	0.001493306846848682	0.0016533029418485635
174	0.0008645094877668734	0.003016229515630898	0.0022209009385589446	0.002008677165036178	0.0012394001655664018	0.004863270431512292
175	0.0014811092785645646	0.0024427552564921288	0.0024732482697980332	0.003422457894073158	0.0016423502935799593	0.002875964466587486
176	0.001458776259342621	0.0034181486344059416	0.003867925081602622	0.0028135180106158074	0.0008498933744122915	0.0033485877361951167
177	0.001429396747668865	0.0021291494724745516	0.0029736234531888978	0.003492308326885719	0.0022245278167462735	0.0024895941951923227
178	0.0017413183056131233	0.002147604980769639	0.005003174556303393	0.0028211993295798894	0.0013259699570388282	0.0012645516708447305
179	0.001572451492920745	0.0013110584070780932	0.0036046785780733926	0.002847519602724021	0.0014821927198730908	0.0008843789292693673
180	0.0009637870291891527	0.0009620236577325235	0.0018675195335967503	0.002087559856968974	0.0013131343040988742	0.001404701995315775
181	0.002556640009276435	0.0011084567439542364	0.0026855629702117008	0.0031932169111831984	0.004069134303845773	0.0026441899406862758
182	0.0009027475136726226	0.0015253814353027649	0.0016639705461757486	0.0024102947049406956	0.001550125632012995	0.002596828785850467
183	0.0012989231224173395	0.0010366249097929132	0.003346528750181928	0.0033201792808057727	0.002402932048704192	0.0016239692413674593
184	0.0007514517586955754	0.0006164952531036888	0.001938804086997585	0.001669744204406518	0.001057891516208714	0.0007146052745793933
185	0.0008134062734440994	0.001911955529673247	0.0021429282267952	0.0028152822606843228	0.002399080180329474	0.0032544064445502096
186	0.0007558715411183724	0.002407850326745873	0.001939195721676808	0.002138405552165431	0.0011765932896411742	0.0036366841096705732
187	0.0012257795131460783	0.003950285313144705	0.0031067082234908306	0.003184280001601653	0.0015021883355429955	0.004897853906328009
188	0.0023914845238793897	0.0026588312222687433	0.0020244591179276717	0.004262722272807348	0.0008367635537716265	0.003188415831933299
189	0.0026770274505739946	0.0036579148878065856	0.005149417400000848	0.003788997601094108	0.0016979939545637944	0.0033555633619265367
190	0.0014185156032064201	0.0019825322206011107	0.0032353528140730897	0.0026739013239009627	0.0009525818550966068	0.001355577327297602
191	0.0017185054818157912	0.0014357930509983584	0.003096019616712019	0.002733960455949873	0.002029902446506262	0.001338334715416045
192	0.0009705107978243466	0.0010335422014233786	0.0020378825352790945	0.00222215268733971	0.0012115939975540309	0.001432593830159036
193	0.0011617648241360173	0.000804368127772224	0.001680887726324086	0.002674318493390071	0.0017531685947979392	0.0011724576917501932
194	0.0007451102928617127	0.0011686458509284653	0.0015326235479199257	0.0018145583443336239	0.0013769022600340459	0.002231459335646378
195	0.0009650380849122982	0.0007424596132476238	0.0021708117429564367	0.0027653588982222174	0.001747360911045367	0.0012473955272297216
196	0.0007839472914129497	0.000605356874800972	0.0013158487632101037	0.001594036251520176	0.0012569628010778906	0.0009680463089708381
197	0.001014188469400996	0.0011611967546686663	0.0020459910254324786	0.001589071528641492	0.0015173438351378486	0.002491551564058024
198	0.0007213119948149722	0.002632825817259951	0.0014327545848023553	0.00187907061588359	0.001658531979312341	0.00408603634721744
199	0.0013484602142103052	0.002431679536084366	0.0018772559622269715	0.002250633070029915	0.0031038546863490883	0.0036356933773913666
200	0.001004821025323805	0.00370049679783736	0.002506435771178427	0.0025132284394356616	0.0014610219890997139	0.00454604435422659
201	0.0010689367702671503	0.0027255439218897806	0.002599522617481105	0.0031617199616487965	0.0023303203122268775	0.0028262227026240347
202	0.001512576634237043	0.003208778675102178	0.004462172079322422	0.003516136448545292	0.0011218538748242564	0.0015793150615330692
203	0.001307503055757722	0.0017991534798059861	0.0035046340393384487	0.003018602048007987	0.0015216051979492849	0.0009198938171792961
204	0.0009559339054476446	0.0010552214421728377	0.0020075055467788784	0.0023536662648565663	0.0011281568088591448	0.0007790351535348867
205	0.0044214398094752526	0.0005732118403195781	0.0030567667476750636	0.006024424441060939	0.001674541292742138	0.001441584167419344
206	0.001752891802382448	0.0009725240210653175	0.0019930820767778026	0.0024271520204788045	0.0012672111916694165	0.0025135203987634363
207	0.002005653339231902	0.0007532765865585041	0.0024728334751774016	0.0021620953940011886	0.0022530304247862787	0.0011820741710767096
208	0.000844061681036906	0.0007843580000075798	0.0013530917836615162	0.0014210910413725232	0.0010931797137607709	0.0008663202248843908
209	0.0009254436015804762	0.001662721597254004	0.0015938261816192474	0.0024117082804984103	0.0021268195766793317	0.0034617751961964743
210	0.0006389286361973411	0.0018937989621317193	0.0014035718269242421	0.0017293829237544243	0.0013087609906972109	0.003386569284496928
211	0.0007943043563888416	0.003317758616064308	0.0020227465740010444	0.00221246810825641	0.0017222883899329332	0.004960779645160445
212	0.0006989655450974113	0.0022282453475317	0.0015291547748135445	0.0020128797987589374	0.0014254614530644972	0.0027232148573930574
213	0.0014504397872243321	0.003484036660461678	0.0033743438041763654	0.0029042169582614388	0.0009201662749024036	0.00315554654838068
214	0.0008952376477644295	0.0020061022137335643	0.0026867659871831714	0.0015252752436739798	0.0010160925725917716	0.0016711182384192926
215	0.0014177787543617195	0.00221378635913149	0.003632055578314216	0.0025261544489406473	0.0012529404245814474	0.0016491186944776234
216	0.0008723746138097413	0.0012963757321839764	0.0021430603267272585	0.0017025688677001407	0.0007262412436561437	0.0008802002619558198
217	0.0009988109505334674	0.0008239637617591915	0.0018983796074834968	0.0027621802873310777	0.0014388795460724205	0.0005371929328557207
218	0.0006975297074516874	0.0009135742027336495	0.0014687220095665988	0.002060574074394955	0.0010738849980427567	0.0007889313081499932
219	0.0007896613564058685	0.0006006414979804158	0.0016734979790626622	0.003542882900159263	0.003062585064559926	0.0008165401073783694
220	0.0008238690348269542	0.0006887688669361288	0.001153363185010099	0.0015878706866311206	0.0014101079379009076	0.0015890927994143902
221	0.0010472459477650535	0.0012657583999576628	0.0014362175603400101	0.0027849317440775487	0.0019072624273738553	0.002107376790351758
222	0.0007851049242729423	0.0026053379703067404	0.0010877834209641242	0.0017299773783256882	0.0017028894826776578	0.003910876095363613
223	0.002987445665757726	0.0022094249343043806	0.002843117376021707	0.0033882869281576878	0.0034943351436146908	0.004411702791720165
224	0.0010231621129345543	0.003719203656895888	0.0016268176166887556	0.0020548662427730324	0.002103497302469245	0.004202217883279956
225	0.0012572260146643133	0.002661411243074851	0.0017424443222825877	0.002045068396509415	0.002738300128260865	0.0033233329939765877
226	0.0011467717900257451	0.0033661905075018385	0.0027866065498352746	0.002621345151140225	0.0013195074426651042	0.0030311392644247984
227	0.0010152161282937344	0.0020507401170210215	0.002559518739510528	0.0029860638796117287	0.0013485312810955134	0.001377688404891802
228	0.0008393586644715285	0.00160016732262861	0.0021896359638893395	0.002353847209344435	0.0006678513783471033	0.000269446773661548
229	0.0008928085526126049	0.0010878262464639602	0.002226434682878164	0.002349639803420515	0.001225684127837157	0.0005598489514738638
230	0.0006115502848223238	0.000776978109592054	0.0012971421023111175	0.0014156670097481836	0.0012017657012090084	0.000988026348637405
231	0.001751673658549608	0.0005701745618481648	0.0022937202329153692	0.0022143724154797886	0.0007104950107245767	0.001121372887583105
232	0.0012349559624149006	0.0004690262141224631	0.0018199827756024264	0.0010761762161620159	0.000768359180188589	0.0009135430265147159
233	0.0011417176617869952	0.0015387394514336363	0.0018775047567667676	0.0014582271872870542	0.0016785722350911548	0.002613178347756596
234	0.0006245969509915334	0.0016379870239095816	0.001059991360029703	0.001577015186804754	0.000983287969360653	0.003061917869343158
