component_id,rank,mz,weight
Comp_1,1,27,0.7190041382438654
Comp_1,2,41,0.5040357614923577
Comp_1,3,29,0.4165503565265426
Comp_1,4,43,0.41510654551539045
Comp_1,5,39,0.36455525539924016
Comp_1,6,55,0.34502049133695384
Comp_1,7,57,0.252994463251429
Comp_1,8,53,0.23972745233718695
Comp_1,9,77,0.21955468359333377
Comp_1,10,28,0.19382482356216002
Comp_1,11,42,0.1918301273295539
Comp_1,12,51,0.18339709981496094
Comp_1,13,45,0.1668407285953756
Comp_1,14,69,0.16584026657642256
Comp_1,15,67,0.1589761894332317
Comp_1,16,61,0.15869635466011803
Comp_1,17,65,0.15731235528980916
Comp_1,18,91,0.14792308599941545
Comp_1,19,163,0.14358526518206577
Comp_1,20,40,0.143271498875917
Comp_2,1,45,0.26408838025408604
Comp_2,2,27,0.2161388414057017
Comp_2,3,39,0.2118002975264528
Comp_2,4,63,0.20769318556473093
Comp_2,5,51,0.19624263843818268
Comp_2,6,28,0.19500672687806464
Comp_2,7,74,0.16138261922010297
Comp_2,8,50,0.1548943249530258
Comp_2,9,62,0.15198138723038898
Comp_2,10,75,0.15087854814119656
Comp_2,11,53,0.14289573508265374
Comp_2,12,86,0.13632596960854293
Comp_2,13,87,0.13498861597386652
Comp_2,14,98,0.13156911979510424
Comp_2,15,77,0.12741231475116713
Comp_2,16,89,0.10488327330932463
Comp_2,17,110,0.1041874015979613
Comp_2,18,99,0.09999247678951693
Comp_2,19,1,0.09906533776687045
Comp_2,20,122,0.0980554243137411
Comp_3,1,23,0.19852230710290444
Comp_3,2,91,0.1482512737870123
Comp_3,3,115,0.14346865691023575
Comp_3,4,77,0.1416324928063996
Comp_3,5,128,0.1277205956751579
Comp_3,6,65,0.1261232229097321
Comp_3,7,39,0.12170022546643844
Comp_3,8,51,0.1139314614886056
Comp_3,9,53,0.11384850056649842
Comp_3,10,63,0.1084569518023398
Comp_3,11,55,0.1015884590425625
Comp_3,12,79,0.0956574866341871
Comp_3,13,152,0.0945041157775731
Comp_3,14,31,0.09012395394839343
Comp_3,15,127,0.08727842534262259
Comp_3,16,129,0.08641551003860733
Comp_3,17,165,0.08471341225769169
Comp_3,18,78,0.08215496668313778
Comp_3,19,141,0.08182719937923069
Comp_3,20,41,0.07966001451168599
