component_id,rank,mz,weight
Comp_1,1,16,1.6052877087680328
Comp_1,2,1,1.3151343021248112
Comp_1,3,25,1.094169905566311
Comp_1,4,17,1.0207357240525678
Comp_1,5,24,0.8570272560965725
Comp_1,6,60,0.7421070497920986
Comp_1,7,77,0.6752177859554429
Comp_1,8,76,0.6397547159558086
Comp_1,9,19,0.6332955426669613
Comp_1,10,13,0.611931228229135
Comp_1,11,26,0.5735136644384118
Comp_1,12,12,0.5456959533347613
Comp_1,13,49,0.4703192514144976
Comp_1,14,61,0.4372844408381073
Comp_1,15,48,0.43618124563280375
Comp_1,16,36,0.3703953698039335
Comp_1,17,137,0.3337611148648103
Comp_1,18,73,0.2962824669696014
Comp_1,19,41,0.2790784405009233
Comp_1,20,72,0.2733144206033511
Comp_2,1,27,0.6105004800421922
Comp_2,2,1,0.5153150302173901
Comp_2,3,41,0.44584946149307414
Comp_2,4,43,0.36620473904815265
Comp_2,5,29,0.35577003837480814
Comp_2,6,39,0.3358740429548471
Comp_2,7,55,0.31566062916272913
Comp_2,8,35,0.31220336271861665
Comp_2,9,17,0.2584813063679599
Comp_2,10,25,0.24096711961598552
Comp_2,11,53,0.22836228488639107
Comp_2,12,57,0.22100436128148604
Comp_2,13,77,0.21744516164163707
Comp_2,14,16,0.20351728378846085
Comp_2,15,37,0.1841875278804961
Comp_2,16,51,0.18026866793941523
Comp_2,17,41,0.17997106910080066
Comp_2,18,42,0.16649231318954455
Comp_2,19,13,0.16562324867874284
Comp_2,20,28,0.16333460017561807
