component_id,rank,mz,weight
Comp_1,1,1,0.6489944643282262
Comp_1,2,27,0.5813270174827297
Comp_1,3,41,0.39895825513712146
Comp_1,4,16,0.38266204948892574
Comp_1,5,17,0.3688320543203048
Comp_1,6,29,0.33040958754018984
Comp_1,7,25,0.3269680872126235
Comp_1,8,43,0.32325358904999524
Comp_1,9,39,0.2811091865174988
Comp_1,10,55,0.2688182696030964
Comp_1,11,35,0.2463530080134013
Comp_1,12,13,0.22636091538940836
Comp_1,13,53,0.18933886281382972
Comp_1,14,57,0.17940659233581446
Comp_1,15,41,0.17542875703386482
Comp_1,16,77,0.16846918261195376
Comp_1,17,37,0.16654102347357527
Comp_1,18,24,0.16583899271222263
Comp_1,19,28,0.15311877175795202
Comp_1,20,49,0.15305284681247322
Comp_2,1,16,0.47570742136901295
Comp_2,2,1,0.37850401507721115
Comp_2,3,25,0.32372146476050984
Comp_2,4,17,0.30058996199663834
Comp_2,5,24,0.25478370464774824
Comp_2,6,27,0.23118247815534573
Comp_2,7,45,0.22871561620623235
Comp_2,8,60,0.22802332265384434
Comp_2,9,39,0.21613914761200867
Comp_2,10,77,0.20858162136375502
Comp_2,11,76,0.1973387879090617
Comp_2,12,19,0.1902361180810014
Comp_2,13,63,0.18920417691708635
Comp_2,14,51,0.1863703192016058
Comp_2,15,13,0.17809071864425738
Comp_2,16,26,0.1757027254540184
Comp_2,17,28,0.1690283443548901
Comp_2,18,12,0.16052441240150891
Comp_2,19,53,0.14364936334812747
Comp_2,20,74,0.14035835225166485
Comp_3,1,49,0.14132362692126832
Comp_3,2,25,0.13911790331529034
Comp_3,3,41,0.12081315798646361
Comp_3,4,77,0.11164647284458017
Comp_3,5,45,0.10960317201304773
Comp_3,6,91,0.10866654110329953
Comp_3,7,39,0.10502375762224261
Comp_3,8,115,0.10483960944784772
Comp_3,9,73,0.10381882443326096
Comp_3,10,65,0.09576600334925502
Comp_3,11,53,0.0919475925398714
Comp_3,12,128,0.09163006025328205
Comp_3,13,65,0.09101298325429806
Comp_3,14,51,0.09095814278896254
Comp_3,15,63,0.08665707630522336
Comp_3,16,55,0.0855175147963127
Comp_3,17,23,0.08363973375199596
Comp_3,18,41,0.07601250150446952
Comp_3,19,79,0.07464597006587056
Comp_3,20,69,0.07225353996081557
Comp_4,1,23,0.37742376719592313
Comp_4,2,35,0.13850494376294448
Comp_4,3,80,0.07481290648438789
Comp_4,4,16,0.07192398435041084
Comp_4,5,37,0.06981802165704314
Comp_4,6,24,0.0589380614009564
Comp_4,7,17,0.05754010093811671
Comp_4,8,1,0.057022758773115356
Comp_4,9,39,0.05182342735279825
Comp_4,10,64,0.05163589993715504
Comp_4,11,57,0.0511201597894661
Comp_4,12,26,0.04624534003036096
Comp_4,13,27,0.04417341966893712
Comp_4,14,41,0.04246552746226088
Comp_4,15,43,0.037155450853722155
Comp_4,16,97,0.036889931249885564
Comp_4,17,83,0.03655621248354913
Comp_4,18,139,0.036015973609319116
Comp_4,19,33,0.03331619103677111
Comp_4,20,42,0.032829421793213395
Comp_5,1,35,0.38827125781421196
Comp_5,2,37,0.19037415325226026
Comp_5,3,57,0.10169320852042203
Comp_5,4,299,0.08751843581742721
Comp_5,5,257,0.08503016716297637
Comp_5,6,155,0.07471572335569888
Comp_5,7,83,0.06461988184886487
Comp_5,8,317,0.06200242930462193
Comp_5,9,443,0.06010678574448861
Comp_5,10,545,0.05832896486124022
Comp_5,11,73,0.05696365398724649
Comp_5,12,275,0.0556001865611385
Comp_5,13,544,0.053751717201436185
Comp_5,14,301,0.053629919050775895
Comp_5,15,43,0.05351167986144774
Comp_5,16,401,0.05344342269219803
Comp_5,17,341,0.05278084636183254
Comp_5,18,39,0.05202493521437366
Comp_5,19,442,0.0513884649664752
Comp_5,20,646,0.05064295263759702
Comp_6,1,16,0.15258192966722525
Comp_6,2,27,0.12601076671967665
Comp_6,3,28,0.11420073082376106
Comp_6,4,45,0.09808793365122893
Comp_6,5,24,0.09306702047633453
Comp_6,6,25,0.08894390574515096
Comp_6,7,1,0.08150424610231477
Comp_6,8,19,0.0654305449379238
Comp_6,9,17,0.06416870091492054
Comp_6,10,12,0.05929368651400955
Comp_6,11,60,0.05602320907140687
Comp_6,12,1,0.05592710283313795
Comp_6,13,74,0.054753934910982224
Comp_6,14,76,0.05370360687950868
Comp_6,15,86,0.052657837255200644
Comp_6,16,13,0.05241445042346324
Comp_6,17,29,0.05186270458290727
Comp_6,18,98,0.05138901820989261
Comp_6,19,50,0.04916913701112006
Comp_6,20,63,0.04809838726222564
