Mass (u)	Comp_1	Comp_2	Comp_3	Comp_4	Comp_5
181	0.07200865667048156	0.022974091161768503	0.018956704077841627	0.00010006849051147927	0.03274090265460249
182	0.02581525667572189	0.033476532214462375	0.0172328649358011	0.004362755926419755	0.011157804174623202
183	0.03721324247927066	0.02122595417929632	0.038939407333943014	0.004910110114113452	0.016740633082523698
184	0.021146529639745976	0.012191651081624037	0.022947409229313535	0.0023277398621941356	0.007102540722036751
185	0.024398485745697692	0.042500827689212414	0.023944332792901955	0.004518202544512967	0.017912466812978547
186	0.02178656281072568	0.05293796624132343	0.022599005204733638	0.004114679817224601	0.006916242823717516
187	0.03451447978893649	0.08520147261667937	0.03724011611307505	0.00652567185836621	0.007060585253960516
188	0.06408192519338204	0.055053668475335125	0.014924313563423367	0.010111069031997055	0.003312718410180362
189	0.07290463458522235	0.0742669475373267	0.058477808920590284	0.00469121649140109	0.007625775710903286
190	0.03853515543840936	0.03952309424967916	0.03885557852605193	0.004784065239072272	0.0037002710626710747
191	0.047568583079493416	0.028269228211152783	0.033228166788459725	0.002458478384356824	0.014698844702395047
192	0.02714154341236795	0.021447180316974696	0.022865108229057022	0.003756177509946341	0.008280718045477812
193	0.032469390817971906	0.0164233415177691	0.01601948001821439	0.0045650479316230366	0.01351016380098694
194	0.02153998063022242	0.025875842248114823	0.0162237718146133	0.0025856448500359945	0.01024541275335303
195	0.02751369726675038	0.015390829704645208	0.024399281162347873	0.004973122892410542	0.01250948638589978
196	0.02211276750986096	0.012548288526180921	0.013292015065639302	0.0020909820007736176	0.009380971675463803
197	0.029083480317221508	0.025544991051209522	0.021593045437498373	0.0003841477920033755	0.01131204360944403
198	0.021236107205594934	0.0584994818454534	0.014727014154171079	0.002786619673765217	0.01188583888431171
199	0.03903015395005863	0.053072334573832855	0.0159846597628604	0.00048389866285018383	0.02416190474840554
200	0.02848443998442663	0.0800865589069431	0.029667850310484644	0.0046920906643593725	0.007969378183927676
201	0.030567360681311072	0.05789735309945761	0.030215823458958613	0.005705573117240041	0.015779418980570146
202	0.04093623090972818	0.06432616430700348	0.05716332569643762	0.007208741789610097	0.0028101042934239907
203	0.036039387042393164	0.03539154763834622	0.04321594069443696	0.00539364808224342	0.008006163322396126
204	0.026363323161185923	0.02095376052463208	0.023194234033706167	0.00468827398475303	0.006802175740214402
205	0.118637480995304	0.007026537053578361	0.016697845253882893	0.011539913809853964	0.009392758185448965
206	0.04831818810196926	0.020681267924120537	0.016476291766189585	0.0029296825869061377	0.009146508434827215
207	0.055451712235528604	0.013960658859096458	0.02160897594804898	9.332599094397648e-05	0.017145765618352637
208	0.023447563298897182	0.01588623782990368	0.013794026091719553	0.0016177525900082533	0.007811295365356911
209	0.027218098209177446	0.037665860723005117	0.014999242467613784	0.0034157991389781157	0.01644251892637718
210	0.018830744666280687	0.04248085043048556	0.014965452218143454	0.002725842602834137	0.00920880827263511
211	0.023435080017569478	0.07342886178788173	0.022954868622945972	0.003606298055922114	0.011177354747145268
212	0.020051591349340037	0.04823254501044151	0.017214324534900852	0.0038495530396366025	0.009122965780571068
213	0.0394663276333908	0.07259413458075116	0.04096818104607911	0.005915031149275602	0.0018814433293427415
214	0.02490654205763747	0.04134313622232667	0.03364877074066687	0.0014989316523707226	0.004601990849903913
215	0.03894019643729479	0.044577274138210096	0.04432626685677126	0.0035841246310521872	0.005676125250086705
216	0.023844565151216135	0.02592683275476608	0.026068450713381947	0.0029077079001679097	0.0031793233516930262
217	0.02768678901544546	0.015983949522741497	0.02110052441808405	0.005752026250048818	0.00966140192047782
218	0.01944432875272213	0.01862010426789901	0.01678617769506003	0.004329553594823122	0.007134876753736206
219	0.023647848903168952	0.012704483031121224	0.0172983781387279	0.006663309539123424	0.02438933486388381
220	0.023497200105795434	0.015188368912867277	0.010145870730685232	0.0017725450916825703	0.011014049752699269
221	0.02971892961887799	0.027467373434941697	0.01288874002678841	0.005198935245064427	0.014434736917941293
222	0.02280463074933896	0.05771088197874934	0.009336602596658734	0.0023794581493990457	0.012344416296953181
223	0.08322167232416958	0.04712993046785124	0.01889046625826508	0.0005851178597707093	0.027090809048627863
224	0.029116058513764767	0.08037718389990642	0.016178688713858313	0.0027016537245109534	0.01442243495747039
225	0.03608271746633807	0.05736709309209821	0.015229295936006157	3.7073131270789475e-05	0.02123239948065262
226	0.03163878945242604	0.07074526185980766	0.03379732630303886	0.005097619677428929	0.006243746571272781
227	0.02799999008809175	0.04189189347503624	0.03136601078368916	0.00661586466641676	0.007124367677016821
228	0.0224347026729882	0.03128408348170552	0.02790371200549513	0.005703826835603919	0.002020072362124192
229	0.024729738661903637	0.021335156303910727	0.02688054541273668	0.004555880588505744	0.007329272530817447
230	0.01746305122824039	0.016299733368055964	0.014266662687278053	0.0019002987761463982	0.008636157165516502
231	0.0474912671058042	0.010205523860021031	0.02200022977858621	0.002869823651713132	0.003772891076953263
232	0.03380127546799921	0.008687383895262732	0.01814644316561904	4.0076630349542156e-05	0.004613157815079157
233	0.032365323455204494	0.03330047359681938	0.018471434356459863	7.074999137872478e-05	0.012370479263990031
234	0.018060064900658812	0.036857225680983895	0.010281073893600895	0.0027861285865639915	0.00703935316005291
235	0.02849862168118014	0.06319859894168493	0.010249911999073488	0.003828787429772159	0.014373450027322404
236	0.019627936579426405	0.051897735706795775	0.009357712868598336	0.003033602947518719	0.012517731200499002
237	0.02819250848430644	0.07376102249509989	0.01888621205839811	0.0071209710467547305	0.013605040744889016
238	0.021006160080291606	0.046675828520697196	0.012244561887455213	0.003517041773665031	0.008523359446806919
239	0.03314646907069717	0.0582282995081771	0.029889286889728712	0.0056402012910125345	0.009964826802592157
240	0.023349761839577255	0.034151592849021334	0.01929840464199305	0.0010483138830008605	0.00649095907880141
241	0.044293726490428925	0.022252142254890535	0.012300296622445698	7.559642997654027e-05	0.027255687237100406
242	0.02459066862490903	0.018306823186453068	0.027882871423145286	3.335457954064283e-22	0.004991186458836865
243	0.024671124069024216	0.013422360147607565	0.014642920155201168	1.296828766722333e-06	0.018990489981257883
244	0.014667603249754026	0.01599400391790371	0.012627133767639407	0.006001172957526041	0.013412462588591238
245	0.019129977648149162	0.021371612336564365	0.015545340588503452	0.004406174478391842	0.017123517268542884
246	0.018962646391930144	0.04614570218162311	0.010694026629247361	0.003391465119841498	0.008674188361218447
247	0.10414874105823894	0.03372259678423401	0.0006276033651643885	0.013021280724396707	0.006329326687859852
248	0.06968719103252773	0.06306368458616231	0.014124174374986753	0.003991837051387477	0.010045374825424024
249	0.06212446703874191	0.0448193638912789	0.026886177487040613	1.7653756604742483e-05	0.010632041292801809
250	0.027361678660823282	0.06849454431324857	0.016867852513428788	0.0052263140311831074	0.00679702777460865
251	0.030990559145237174	0.04146423865604242	0.014696735992967004	0.0039030887322802827	0.011546468488882002
252	0.024603730179163796	0.043260649881802844	0.019791565598300153	0.005481313873122942	0.006803286138984907
253	0.023932629068627777	0.027005624623042183	0.01975246222655217	0.0028730243180871014	0.008955099146737353
254	0.01685275917499093	0.0186092375710099	0.011714514233858211	0.0015310285219891579	0.008768325740705704
255	0.029792563268692097	0.014750570657075544	0.020266857435593998	5.1149890085884176e-05	0.008065070103206676
256	0.025797690805029198	0.013333761714405153	0.018497554569760547	0.000382360292971259	0.004971762375711459
257	0.025194294209281074	0.03249386572336396	0.016520950814073447	2.0547339926446927e-05	0.014263526324930186
258	0.017665363167445266	0.03253658254535473	0.007417438580428126	0.0027276007994475513	0.008662865126679752
259	0.022458039511140865	0.059286586181047825	0.0067988180056796675	0.0010055638524142643	0.019790114249686068
260	0.015545249366831888	0.04739580489493817	0.009949599773986718	0.0022597835036473847	0.007166373864780105
261	0.02108981233435096	0.07056665357823577	0.013654822116657778	0.010106801404612639	0.025825839540647117
262	0.021671398149615478	0.046926387976894114	0.00899021765886241	0.003033918292744616	0.010056392529253366
263	0.031004837459370167	0.05988172221900583	0.020613276385965777	0.005965958801223241	0.011032887146170373
264	0.022746285770471178	0.03522526540943357	0.012173730318679594	0.003136717753677893	0.00890763472426688
265	0.09906874455776517	0.019282685171389684	0.028728002969328887	0.0028420538108543812	0.01624731288521692
266	0.028544703137010415	0.020032704842022308	0.006190064901939379	0.00015500775614699013	0.01814359320489119
267	0.033885370315101686	0.012953308385558934	0.01008556673227567	9.955238635801845e-05	0.017321803645634237
268	0.017890128545427337	0.019001601019024608	0.009641899405294653	0.0021522404318410626	0.010867942451405634
269	0.020635526254061388	0.021227817999922082	0.012902576287767469	0.001634504436697725	0.015126906672044521
270	0.014920906327791871	0.03919451065966065	0.009302032103125876	0.001170351882268174	0.008479187952731998
271	0.018027309470443283	0.033839312922176935	0.011542019756163893	0.002595569209502281	0.013048892621231437
272	0.01481951236452719	0.057676303691691244	0.008551765015099796	0.0028543734695490575	0.007894921917808904
273	0.02901629258132707	0.04286277033647152	0.021779810920920177	0.0010429633603072752	0.009642896218225894
274	0.030442416032120823	0.06446821314183573	0.01415669714472745	0.00453662985803381	0.004205642330091055
275	0.02990815551785238	0.041122901632467575	0.017906182425054994	0.0009375647981812652	0.004740049372894892
276	0.020441082126964175	0.05041279862607818	0.015170017891259931	0.004473744537079606	0.006604717126496624
277	0.02671462519055032	0.031868287514054315	0.014748592565239338	0.00661087561937628	0.007504211239984547
278	0.016598003233154794	0.02211730533392636	0.009195119854980689	0.004073599707922897	0.006326364139565375
279	0.02252397545854951	0.016998529798899473	0.013570249822906074	0.005023327272400473	0.015368688556420028
280	0.017170633856416796	0.016829244433931717	0.00811528254152167	0.002653599752151736	0.006609177901964356
281	0.02364852151036949	0.02949736610036941	0.006916628501224586	0.002586035592475797	0.018485404679105748
282	0.01713355125549242	0.026965687593685183	0.005157696759633501	0.0004493660096442705	0.011807242976755864
283	0.04714986963013456	0.04564806620538906	0.0010606986098483043	5.7654878906779435e-11	0.037334898066785666
284	0.01543967708703422	0.03993361118473836	0.005957760938403109	0.00011549058419675611	0.012103403409982935
285	0.026537531861825857	0.06223515558312958	0.0016605842737638446	0.00048591020087898146	0.024662104049267785
286	0.014285606930031136	0.04286118692029148	0.008893328735042665	0.003169514904006259	0.005427041805232697
287	0.01835630121124682	0.06029223449421543	0.013832070637711785	0.004029362822379092	0.017029366253700207
288	0.014294785871843378	0.034820564737046575	0.01025986461103071	0.0026204716934225044	0.0072297295908898395
289	0.022901631625446475	0.037231524064503044	0.01821153057679627	0.004572219712432885	0.006268264090591498
290	0.06767883047213555	0.018653623773015736	0.0035154668735716634	0.009013739726104178	0.0012355055606641447
