Mass (u)	Comp_1	Comp_2
0	0.023370268087820487	0.007235125406497583
1	1.3207359391647162	0.6522128739500135
2	0.016006888796818355	0.007108026005314062
3	0.003140361812575235	0.001721975860187231
4	0.0009379159430673138	0.0005599063113347409
5	0.003144192121286959	0.0014379425112895185
6	0.0033519542719141725	0.0006923915706537493
7	0.009903113739055955	0.002275295696672576
8	0.0024714585488538497	0.0011828038102000647
9	0.0010471951977962266	0.0003028534190709545
10	0.0010422671917519359	0.0006380118722675326
11	0.003005468951890011	0.001485696587402405
12	0.5489900141188414	0.10975994911885292
13	0.6150839808563886	0.21271075206361134
14	0.15861664150673727	0.09478704306478747
15	0.031193062228233547	0.040117160002848186
16	1.6151004068739812	0.2769053559200563
17	1.0260200036636804	0.33408214170227646
18	0.07636262383159013	0.01459359265176131
19	0.6365493860593908	0.034619793783062666
20	0.006079528746618948	0.0016137927910558434
21	0.0038628174997977554	0.0013570115316567772
22	0.005845463857900452	0.0015162095017245156
23	0.0067611821748210085	0.0018738616611795548
24	0.8625418785617461	0.11872202082731188
25	1.1003497504825275	0.31144385928926366
26	0.5771714156999004	0.08205024164846535
27	0.07376997396069235	0.06903831259761704
28	0.19515997421741008	3.723465018495726e-26
29	0.15801209104853398	0.01635822067775627
30	0.07045306117378884	3.4002200368428274e-16
31	0.04835786209688729	0.014061892833796249
32	0.20635793930519836	0.05084110550037783
33	0.07825507376325119	0.040538829206102925
34	0.018930577788952616	0.008982870720601836
35	0.11288053500039885	0.38528839080229255
36	0.372641238540812	0.07889472622022382
37	0.237002722974479	0.2297489942811811
38	0.1552864804698365	0.08996626537675165
39	0.08596395347943356	0.0656750045148628
40	0.24000061994200508	0.08504249766666465
41	0.2799339331279239	0.22298285068695806
42	0.16922276340742629	0.0770782196526909
43	0.11878193107600506	0.16979308115657468
44	0.0692846500509079	0.0385071041954308
45	0.1406603849628476	0.16330585083429602
46	0.029123430330288153	0.02565441632931183
47	0.04611074054551103	0.019596627780162478
48	0.4389708887459985	0.06913197382405281
49	0.47284430999876764	0.1775002431759609
50	0.19134837438630375	0.05406991968812955
51	0.08416688466898425	0.08956572028322246
52	0.11460496873036091	0.04404833950926735
53	0.10074825828142461	0.0983720568640053
54	0.035929084494058725	0.03239495188214014
55	0.036905930356957425	0.06246200774207231
56	0.038183848507313746	0.017013547694479544
57	0.040889900916986306	0.04017778450568842
58	0.03112896797264545	0.061036583716523235
59	0.13065999684262566	0.17103926269204583
60	0.7479591408583309	3.633840953525903e-12
61	0.44014218238764014	0.05656105870278048
62	0.20527679988583103	0.06452186848328567
63	0.17363221634750275	0.05706208380299392
64	0.09462705579990321	0.06460357778927223
65	0.12583676682109057	0.1197498420548652
66	0.06272468250966559	0.04773662664907477
67	0.05420825497577643	0.11184830732425258
68	0.06882950795447496	0.026747602961433425
69	0.09784091358573278	0.0936727877905855
70	0.03546837590535978	0.02469815081726694
71	0.030811040744866378	0.09095919780111303
72	0.2751119257998589	0.03857756004452658
73	0.2979555623109022	0.10217057364382755
74	0.12116393976492594	0.037014580148141914
75	0.07737151058832735	0.07116817734266749
76	0.6449419647437292	2.2952198419235398e-39
77	0.6797451558334444	0.05502042594408564
78	0.20433528142149565	0.016217213235856197
79	0.24655088482487264	0.04358235773797186
80	0.06323270203810859	0.059066979875636555
81	0.06597680134600839	0.052782426966953636
82	0.030559765971478168	0.02863413160689474
83	0.030424728398907214	0.0736351117058305
