component_id,rank,mz,weight
Comp_1,1,16,1.594988842626171
Comp_1,2,1,1.3055545207432382
Comp_1,3,25,1.0880844576914859
Comp_1,4,17,1.0132767158095288
Comp_1,5,24,0.8525828854241349
Comp_1,6,60,0.738632262449421
Comp_1,7,77,0.6715162488551284
Comp_1,8,76,0.6378606748053747
Comp_1,9,19,0.628530620663525
Comp_1,10,13,0.608031437148383
Comp_1,11,26,0.5686239040319752
Comp_1,12,12,0.5426555930964112
Comp_1,13,49,0.46779172551178105
Comp_1,14,61,0.4349506930020519
Comp_1,15,48,0.43375655917243616
Comp_1,16,36,0.3684041722875024
Comp_1,17,137,0.33186288391039614
Comp_1,18,73,0.2947272202746443
Comp_1,19,41,0.2772097178485244
Comp_1,20,72,0.27191307668511705
Comp_2,1,27,0.5740927399580756
Comp_2,2,1,0.5543427142618528
Comp_2,3,41,0.40273929619850757
Comp_2,4,43,0.3323642181231113
Comp_2,5,29,0.332027299593053
Comp_2,6,35,0.32633032280218716
Comp_2,7,17,0.2970139688109367
Comp_2,8,39,0.28624508324738324
Comp_2,9,55,0.2752388198694782
Comp_2,10,16,0.25241988704732277
Comp_2,11,25,0.24134439979080408
Comp_2,12,57,0.20248573836937395
Comp_2,13,37,0.19830811629029038
Comp_2,14,53,0.18901157999018336
Comp_2,15,13,0.18084205959412536
Comp_2,16,77,0.17294980820339848
Comp_2,17,28,0.16123783793106913
Comp_2,18,41,0.1587993065115717
Comp_2,19,42,0.15254094846343336
Comp_2,20,59,0.14629499031021242
Comp_3,1,27,0.19929289308247344
Comp_3,2,41,0.18506570817399495
Comp_3,3,39,0.18194996648901682
Comp_3,4,55,0.15787040088132492
Comp_3,5,77,0.15726662666313646
Comp_3,6,43,0.14830616775605132
Comp_3,7,53,0.1453962530874935
Comp_3,8,91,0.14052599932256782
Comp_3,9,25,0.14043286116073056
Comp_3,10,51,0.13363503693158243
Comp_3,11,49,0.13181736151594878
Comp_3,12,115,0.13097179019836772
Comp_3,13,65,0.1295849188193798
Comp_3,14,29,0.12187099589008245
Comp_3,15,63,0.11855468860657777
Comp_3,16,128,0.11148760236077172
Comp_3,17,41,0.11111086059520317
Comp_3,18,79,0.10253910442199601
Comp_3,19,45,0.09916988391060418
Comp_3,20,73,0.0955058795141756
Comp_4,1,23,0.44484202107482246
Comp_4,2,35,0.11613701527903107
Comp_4,3,1,0.1082837460407192
Comp_4,4,80,0.10645099403831759
Comp_4,5,17,0.09318331429303563
Comp_4,6,16,0.09134585481326483
Comp_4,7,26,0.08855471828051835
Comp_4,8,64,0.07218854020436348
Comp_4,9,24,0.07139171887870643
Comp_4,10,39,0.05896910947302299
Comp_4,11,42,0.05786011614218991
Comp_4,12,37,0.05590016905393762
Comp_4,13,27,0.052397976694766396
Comp_4,14,33,0.05206676644656405
Comp_4,15,97,0.04988553642839695
Comp_4,16,32,0.04759546388873738
Comp_4,17,139,0.04744002909435592
Comp_4,18,59,0.04517896027087302
Comp_4,19,41,0.04309192275330927
Comp_4,20,57,0.037333111955364796
