Mass (u)	Comp_1	Comp_2
453	0.026766256254423876	0.01584493606522486
454	0.015447042242080348	0.01675246542993161
455	0.016223399659983897	0.02420057923931001
456	0.012025783182216233	0.018958997112926142
457	0.013306561045204527	0.027755734362966415
458	0.015548824495625764	0.020911896437484048
459	0.030516570557821903	0.024346066716444507
460	0.012191249901031563	0.021189407907782745
461	0.013536059478017996	0.022441538788613446
462	0.015736182374895047	0.018075955112470052
463	0.01807575994993524	0.014906063288701516
464	0.01177098587074641	0.017927841002991687
465	0.013989444552737668	0.016313542988406593
466	0.012718200910096194	0.021092996827103104
467	0.018023128326900305	0.015799095424605017
468	0.02498568224734771	0.02179411431309781
469	0.026675152174536004	0.01598782415453116
470	0.01952548290212974	0.024593826700765674
471	0.01891665842796481	0.019463239439886235
472	0.01442001512458704	0.024012554308818216
473	0.014479864040560621	0.01913668150258729
474	0.012453337267262476	0.01761727491972757
475	0.016461132760576404	0.015619449672528787
476	0.011012967160779851	0.015229388877765499
477	0.012858992318982186	0.01824899614007577
478	0.01231805680652115	0.014760824867138304
479	0.013793810378205446	0.020853667380568833
480	0.014068083301027287	0.016804042010303322
481	0.016501631290865317	0.02180707286260746
482	0.01290650352659028	0.01846822738475235
483	0.015326943427510398	0.025367955396583958
484	0.01164828670949944	0.018864060881450533
485	0.013355336016397303	0.02034629593839575
486	0.02025772282320465	0.01593619177926764
487	0.02102212877802717	0.01399099516685716
488	0.014184737355720737	0.015950321682910232
489	0.014802848402729721	0.013645055817690946
490	0.011273487097759246	0.01819721661682962
491	0.013711617059040615	0.014289434770813425
492	0.012305216802260453	0.02017280296855438
493	0.03914805105788632	0.00985326817214119
494	0.04472909585766872	0.015085288184579146
495	0.02601195068443045	0.01487023265466065
496	0.016044794646758568	0.020303076814617082
497	0.015382606850296052	0.01656906555288311
498	0.012413234542430696	0.017964913630430325
499	0.013258258081274753	0.016185606433917445
500	0.011923099526169713	0.014222363883119222
501	0.01355921475856981	0.015643121090336925
502	0.01536373284477183	0.012892012521307065
503	0.012664339363433894	0.017917543275947585
504	0.014158479883301413	0.014427084682711535
505	0.01602941080718543	0.017888222793147546
506	0.012588273875966935	0.015797375849873726
507	0.015010500734349563	0.02004160480371822
508	0.013360142500325934	0.01682691193187314
509	0.0170720888824681	0.01854901630819349
510	0.03895885151147435	0.009975519184446852
511	0.08357616165308243	8.613884376596874e-11
512	0.020176366393883562	0.013474686376962699
513	0.02592309160606642	0.008925142409701815
514	0.013293738351616154	0.014636664328751752
515	0.013870089698811395	0.010936498611968541
516	0.010317154327704402	0.016989595350238057
517	0.0113649305253787	0.01445869963885028
518	0.01166349837711356	0.02057163438774902
519	0.023399413334520912	0.012306389035796868
520	0.011253620527595393	0.020838305115678028
521	0.012908807246711283	0.01647431549459882
522	0.015026249950181179	0.0165416334075328
523	0.01582926523790107	0.013458196574895092
524	0.011650097906050962	0.013657385400598377
525	0.012085232847581557	0.013788751773963999
526	0.012569085275293695	0.01247013170896801
527	0.013995274166739334	0.014367660457882583
528	0.02760310503663296	0.00888536941486051
529	0.036860059960357794	0.011341508539086585
530	0.017313304649221182	0.011855309851695976
531	0.022039896920293244	0.01565158726692697
532	0.01163991160979616	0.01409436011679467
533	0.011418946582295619	0.017180942080596905
534	0.01057242381566175	0.01490151183448988
535	0.0117730604947656	0.016030516020911018
536	0.015045520352559521	0.012089110427218433
537	0.019089583060116686	0.009410239092154628
538	0.013443092371614283	0.012968274183432098
539	0.013745327305608557	0.010521938766007733
540	0.012331910470089467	0.015604463190247803
541	0.012949471011262962	0.012560874622020159
542	0.010903374991022587	0.016957102642863035
543	0.012204851094936789	0.013457952822417522
544	0.010902958456355263	0.01793911322224281
545	0.011816392481058043	0.013241747771898347
546	0.015941652302458725	0.014610567958943211
547	0.014270876404067672	0.012499261419424387
548	0.012035314393924733	0.01246514906593157
549	0.011522664341433396	0.013197530971987602
550	0.01205616206412699	0.010950699125517108
551	0.014429823752833854	0.012526892584983514
552	0.06000340531571611	3.070818685912586e-12
553	0.10800500897764409	3.852942382168057e-26
554	0.020528378213161523	0.009479358600946775
555	0.023423683545945196	0.01239098035394205
556	0.015026404425560832	0.013206524588329565
557	0.013506315600267152	0.014415941684770178
558	0.011303638992872062	0.0142400919227415
559	0.011569619623350971	0.01508899260975139
560	0.01703665592466104	0.010917746553903188
561	0.024539623469187807	0.00897101161583385
562	0.011743629868740928	0.011173194721073065
563	0.01237351156819933	0.00908425151423594
564	0.015048444477232067	0.011311754716408882
565	0.013076875370585456	0.01002208555094551
566	0.011757603898491498	0.013726462359728015
567	0.012239637751318633	0.010403468124000618
568	0.012930698487904098	0.014429275020334567
569	0.015115690533981053	0.01119105231348534
570	0.025512203906144525	0.011571689570005091
571	0.021431525348209583	0.008984081393855
572	0.018534637299465792	0.010060861528934198
573	0.01572403270713134	0.01077132877545895
574	0.014152010253164406	0.00931547673088532
575	0.01233798181860468	0.011115990960686304
576	0.013250371224060538	0.00912067082730596
577	0.012828186970740622	0.013207749911516445
578	0.010559818515410269	0.01002965457606084
579	0.011512664650174052	0.011659616075358802
580	0.01099574864424368	0.01036308604003879
581	0.011108280585284108	0.014198112987607887
582	0.014083141837256957	0.011862138380792473
583	0.013886456836347559	0.011494886889948343
584	0.013667387266158987	0.010608142085866905
585	0.013122654730041408	0.010002590489766976
586	0.011562438032830037	0.011014467115606535
587	0.011428584873748662	0.008765155496146678
588	0.019615681281505443	0.00860210100881198
589	0.015339000824816824	0.007895727253708578
590	0.013736697272491149	0.012071589174785048
591	0.012469217515507648	0.01008219924069421
592	0.012153318568391268	0.01254478645535677
593	0.012045908903678293	0.010158412561110212
594	0.012884380056119582	0.012695193310814465
595	0.03731204521323563	0.0034528921137495666
596	0.03696389859184382	0.004996268992398521
597	0.021105706654041486	0.0074288606784936985
598	0.01592763083668447	0.009272023834938276
599	0.013243027962409596	0.009265404713436752
600	0.01269069797007881	0.008539314440956987
601	0.011267794166551773	0.010746847159763111
602	0.01162993289182193	0.008503113907173402
603	0.011953467662376288	0.01156176701989252
604	0.013838068407072636	0.00941912746523109
605	0.010636308198049272	0.011415348210117374
606	0.013438860032047396	0.009609069791999903
607	0.012962583155104885	0.011372663851137317
608	0.012742700863132835	0.009516947103618554
609	0.013174723685666264	0.009190096812738066
610	0.012987326981016631	0.008474286853382357
611	0.015328964467321543	0.007600305759977869
612	0.03931720122398145	0.0028758437409453583
613	0.06747582740991816	6.36557175898105e-27
614	0.019103893839734997	0.007484498384192633
615	0.021772038836575622	0.006414929784431614
616	0.013216430940550725	0.010491519767180364
617	0.011353093003641746	0.010101823775871972
618	0.010011725128853809	0.012094230324932669
619	0.009795829756534315	0.009068621538854117
620	0.012528365226615523	0.009610783318933358
621	0.018852911708085562	0.008401814577279017
622	0.010857790229657433	0.008020568009404207
623	0.010798030333981506	0.008349248286209069
624	0.015376052177002166	0.0067948888900390535
625	0.012927076302676938	0.008342271707482803
626	0.01190706167559247	0.007959158339278065
627	0.010271720006725653	0.01049456449843731
628	0.012439686059997035	0.008222689046229165
629	0.011865657991697231	0.009772103003316608
630	0.02712342090741008	0.004974343311914218
631	0.027706835537069832	0.005585716164529016
632	0.017803952066354614	0.007165908294983514
633	0.01775627903223218	0.006784580893162193
634	0.010800942943798412	0.008340999938459357
635	0.010047294992365494	0.007417446156782583
636	0.010559972808784067	0.009898199306166082
637	0.010405816320809414	0.007876504738623034
638	0.01394342061367927	0.008349688864582622
639	0.013866390968388393	0.006216115378933408
640	0.013412659852053383	0.009228339230732463
641	0.01119333367481913	0.0075712540556523945
642	0.012276345918808098	0.008644640019316868
643	0.009954238790784239	0.008805997192508222
644	0.0111212546194779	0.009544339433675124
645	0.010164588614540794	0.008493124357556786
646	0.01020300547116939	0.008409665591779948
647	0.009640740075962651	0.008412221543662673
648	0.013529580293286166	0.00590853735899399
649	0.010702016141090542	0.00763388585688351
650	0.011482890887824162	0.0064587442429435895
651	0.009722385058357591	0.007792523285888608
652	0.012576612489630355	0.005620197319865415
653	0.012464215725570691	0.008233402366183322
654	0.07247339087479815	1.8521501411353444e-27
655	0.07871105231825237	4.487020712141363e-34
656	0.02117672260717169	0.005714605570575642
657	0.019664463020909507	0.005374181644203557
658	0.013361849246662456	0.006630655760782426
659	0.01150996898169408	0.007573167810028272
660	0.010973181303293148	0.00790548939339398
661	0.010063662322968433	0.006036003245830289
662	0.018036559782760978	0.006735830399495744
663	0.017494819455809604	0.004691896902372644
664	0.010953012779564482	0.008105893679485962
665	0.010204749240596488	0.006835778260549209
666	0.014708766103242236	0.007369698695626729
667	0.010762898705614645	0.00707333783849405
668	0.011216462555273584	0.008189593281243019
669	0.009986054454158311	0.0075254539527353104
670	0.01323597504551474	0.007082263171642106
671	0.011926106330730164	0.007600901286685987
672	0.02169959838000911	0.003276306931109162
673	0.01597131646156693	0.00474346976660208
674	0.016368059090283313	0.004925614064931764
675	0.012781479342005467	0.006208163622484999
676	0.012493426416883273	0.00600982746255218
677	0.010120502684614261	0.00800657260591947
678	0.01235669569499722	0.006810034041855641
679	0.010291369679300822	0.007795562438306721
680	0.010079926476743634	0.00806360647452231
681	0.00945622127222879	0.008349417872952666
682	0.010705938567838084	0.006145808175386785
683	0.009588305849208976	0.006261061363483368
684	0.01287483291388444	0.004919386555931793
685	0.01098181461353904	0.006483720045823974
686	0.01283007282608915	0.005175015180830767
687	0.010575690425191943	0.005346559059905759
688	0.01126023900119279	0.0053548935522276615
689	0.00998550833141106	0.005637413323133794
690	0.016401070913508304	0.004543408129293138
691	0.010909154299570385	0.004268485423179715
692	0.012959724708644422	0.006216468115134888
693	0.009889511112721707	0.005228455035952091
694	0.012177373359016539	0.006187973905481705
