component_id,rank,mz,weight
Comp_1,1,39,0.6321017032363377
Comp_1,2,27,0.6040546670010245
Comp_1,3,53,0.48858808703355644
Comp_1,4,29,0.4248466525631978
Comp_1,5,41,0.4119261612240185
Comp_1,6,52,0.4097823792190892
Comp_1,7,77,0.39604358311618393
Comp_1,8,35,0.3818990993506448
Comp_1,9,249,0.3750542685700311
Comp_1,10,43,0.3635148222942979
Comp_1,11,61,0.34312039645435377
Comp_1,12,265,0.34155408665824044
Comp_1,13,146,0.34041943419622456
Comp_1,14,163,0.3398535753251698
Comp_1,15,15,0.3302950497140525
Comp_1,16,249,0.32259240948144385
Comp_1,17,55,0.31969570948727993
Comp_1,18,66,0.30519742700602887
Comp_1,19,309,0.30295618351493975
Comp_1,20,28,0.3026785242242493
Comp_2,1,16,0.997817531102494
Comp_2,2,1,0.9562151333810657
Comp_2,3,17,0.8271730044003877
Comp_2,4,25,0.8221072019950282
Comp_2,5,24,0.71339772165624
Comp_2,6,60,0.6631621480780326
Comp_2,7,77,0.639678248772779
Comp_2,8,13,0.6291447895236092
Comp_2,9,76,0.6219302308447258
Comp_2,10,19,0.6186407331570022
Comp_2,11,26,0.6033266568510404
Comp_2,12,12,0.5776793187914973
Comp_2,13,49,0.5344257705357627
Comp_2,14,61,0.5218514027024925
Comp_2,15,48,0.5078703779200804
Comp_2,16,36,0.4741681313983013
Comp_2,17,137,0.4586843241085882
Comp_2,18,41,0.43864028850971065
Comp_2,19,37,0.42804280389295346
Comp_2,20,73,0.4183169404820997
Comp_3,1,115,0.5889185084558404
Comp_3,2,77,0.5532134254034106
Comp_3,3,65,0.5170928653211758
Comp_3,4,128,0.5155791247179755
Comp_3,5,53,0.5058204559155723
Comp_3,6,52,0.48431366571718015
Comp_3,7,165,0.48338224875711766
Comp_3,8,127,0.4689614960810152
Comp_3,9,66,0.46411505589306984
Comp_3,10,91,0.4504052245040941
Comp_3,11,152,0.44677114673996277
Comp_3,12,39,0.44588586219105003
Comp_3,13,51,0.4441752056712836
Comp_3,14,153,0.4416652336762298
Comp_3,15,78,0.41808089152610767
Comp_3,16,102,0.41638036971318165
Comp_3,17,178,0.4139307776503929
Comp_3,18,141,0.4037310508874517
Comp_3,19,116,0.4013996301733595
Comp_3,20,189,0.37080291967222706
Comp_4,1,115,0.37256672499086724
Comp_4,2,77,0.3528204859300707
Comp_4,3,128,0.3311478576524868
Comp_4,4,65,0.32623616319451676
Comp_4,5,245,0.3225686015990823
Comp_4,6,53,0.3186481817941074
Comp_4,7,127,0.2967926541784222
Comp_4,8,357,0.2948112162507366
Comp_4,9,249,0.2923339767288856
Comp_4,10,97,0.29119911464087667
Comp_4,11,333,0.29045235848662665
Comp_4,12,91,0.2881942504320672
Comp_4,13,165,0.2822561658276831
Comp_4,14,66,0.27546588684983864
Comp_4,15,197,0.27414883608832924
Comp_4,16,78,0.2732716260808623
Comp_4,17,101,0.2717654044008063
Comp_4,18,85,0.268342536073795
Comp_4,19,51,0.2638694569855745
Comp_4,20,476,0.2613408759813813
