Mass (u)	P1_2000μC-P	P1_500μC-P	P1_5000μC-P	P1_10000μC-P	P1_15000μC-P	P2_2000μC-P	P2_500μC-P	P2_5000μC-P	P2_10000μC-P	P2_15000μC-P	P3_2000μC-P	P3_500μC-P	P3_5000μC-P	P3_10000μC-P	P3_15000μC-P
723	0.20428922230035496	0.14462194436431414	0.2255899179605522	0.216870824047117	0.1993757153898762	0.22849060715461017	0.12886041040395405	0.22031294891352404	0.2114045804244882	0.17467296529754733	0.19181272077016706	0.13181672310407597	0.22587060474530948	0.2297530299576638	0.21776903332754813
724	0.21823787798102384	0.1553495749932701	0.21908734266992422	0.21796415891370938	0.24249719915602078	0.1974672988028177	0.16635939440474912	0.22251662305081707	0.23506825118513155	0.2134779444419636	0.22745371349615856	0.20579980547733015	0.17927110218551087	0.23270872974606024	0.2313509035925942
725	0.30519045971647435	0.2761142976954881	0.28916457403399787	0.28087226747854627	0.2700917166518701	0.3063557393502528	0.307756279756808	0.2600746564295377	0.28409485172863763	0.24475461817892075	0.2789723013650548	0.2619427937013742	0.28948046515361187	0.2897938942590141	0.2782718817894271
726	0.20649575388308172	0.0838707473166009	0.2156945206077164	0.18701812928952818	0.2009685394584302	0.19022626210215313	0.08981451550488508	0.20011903450373883	0.1861144181689916	0.17715209624323175	0.1924117875636202	0.11801579884659114	0.1958667132445907	0.18193588540519906	0.17791804772288022
727	0.26558476355705507	0.17562367882221522	0.2392141949780486	0.22551800336815755	0.22023478466050295	0.25156524366364946	0.22603232808346005	0.24966472833293368	0.23490846041879707	0.20589264213805528	0.2537161663110626	0.20177438896247638	0.2587224873949877	0.21803375537630726	0.23109208587315488
728	0.20439798691300257	0.11021035266237693	0.22490773989633084	0.19179647648349651	0.1997356752885403	0.21330532456494408	0.18283755805772117	0.20761860145422556	0.21094463375015596	0.2076137412440749	0.23847793371136602	0.1774350213659764	0.21209123923514014	0.2020723098180531	0.1983767101984875
729	0.18856517314195384	0.20944570786740366	0.18853448293968697	0.17995258515644305	0.1804957957569707	0.19205642281758553	0.2098030255359231	0.16905937350096287	0.17544112043140792	0.1930000317647948	0.18927301419613468	0.09424937106958489	0.2008377340212254	0.17697273061579438	0.17207383820651545
730	0.19451375329582984	0.13327372008458202	0.20271654879030468	0.19861768864068557	0.20144155597034744	0.21282313639019204	0.15778159059210012	0.1962668776706167	0.21325834073098188	0.20741771235460055	0.23294115559438058	0.11308535228095469	0.20136720275217584	0.19328714540447775	0.20866676149689908
731	0.25749225252216124	0.19269680474877093	0.25621624791687925	0.24490157005646573	0.23470379946122535	0.25766431173717275	0.2573679434888511	0.27057147851520735	0.23158720735129154	0.2419992205719052	0.2574172346841275	0.21108702203381574	0.2628134750483365	0.25157442117647066	0.21408101969305093
732	0.1865679422653734	0.050863257193678194	0.24508099612063627	0.2199434488424441	0.2072408100324875	0.21770047695410713	0.03565758712766209	0.23890223380798806	0.2248986103552264	0.2139653619925208	0.23289728434412987	0.04467321621419348	0.22915690437907874	0.20418155707353816	0.18390797194164238
733	0.18694610200041079	0.08537848761161304	0.19190595499033275	0.15374182651052423	0.14059822350582654	0.2465823573953595	0.05782466780375727	0.21093844482430388	0.15777628755015144	0.1394747821486398	0.18638553463912264	0.07935979849467609	0.20851017783969475	0.1636495710478043	0.13542259659244166
734	0.17651287548558475	0.08225390790597938	0.2170556126459529	0.21017924625775908	0.18447110927075713	0.19257717645711597	0.08808324295013284	0.2232947893003571	0.205166522658651	0.20717444659084436	0.217431073718165	0.07538638203922339	0.21659385392508845	0.1918526109652724	0.1792481891870816
735	0.17361090282603592	0.10838386386159951	0.1732140863084427	0.14427785360795767	0.13890134672981558	0.22407303967076694	0.0971067209886791	0.1903259200453769	0.15532348104866403	0.1323304462071602	0.18237681224138555	0.06169244009888355	0.1835107412406334	0.15041028918193208	0.12191231865826813
