Dose,OI_RSD%,AOI_neg_RSD%,H_Loss_RSD%,Oxide_Form_RSD%,Al_C_Bond_RSD%,Carbonyl_RSD%
2000,1.4603995331113457,3.2125062079533895,3.53760621656561,3.5142962950634016,3.863872102551206,0.4139008841122955
500,0.23748411297236177,0.39553118932044273,0.1925099793770178,0.17337257216433852,3.969240764472992,0.1761378362014424
5000,0.41274556630700665,0.8348401004864179,0.588642289641036,0.5873703836434839,0.9610700446608342,0.35658176809931147
10000,0.8219731596320742,1.1072702262753351,0.952788789483492,0.9350172662041014,1.017835660676851,0.39732849554255256
15000,3.2498035082201144,3.0963666770641973,2.759337930703705,2.8635599530412192,1.4764477546269426,3.515758442512043
