Mass (u)	P1_2000μC-N	P1_500μC-N	P1_5000μC-N	P1_10000μC-N	P1_15000μC-N	P2_2000μC-N	P2_500μC-N	P2_5000μC-N	P2_10000μC-N	P2_15000μC-N	P3_2000μC-N	P3_500μC-N	P3_5000μC-N	P3_10000μC-N	P3_15000μC-N
31	0.0120211881118774	0.013657442359792557	0.01096880707854058	0.010672413032009343	0.01046662288483832	0.011439070063117335	0.013419186276020173	0.010649895861472252	0.010709294723990521	0.010178802607450618	0.01165070703975362	0.01363648016876299	0.010708887992903631	0.010774647405274536	0.010569847596936495
32	0.060630173713874774	0.058277124347537144	0.04198879986512559	0.03684788030788465	0.033820719815118715	0.04386151899749564	0.05745248704269823	0.041883791795417284	0.03603281937074692	0.033148798153656754	0.044336562437844916	0.05784585621641503	0.042410381089245316	0.03764224897708704	0.0346443487332204
33	0.045065820648653825	0.02343240982036544	0.025684519959224848	0.02232765097927245	0.02061241103760791	0.028473682948693204	0.02140493008922238	0.02637898190291207	0.022949368693706368	0.022506462948542458	0.029281046740535683	0.02130868022703611	0.026730481287061198	0.023486914213744346	0.021030416417077286
34	0.010719329188416277	0.005617792151273671	0.005364737871911189	0.005117035321999142	0.004447673260850486	0.006165778538069306	0.005381765559600653	0.006148070760955533	0.005291588419373316	0.005509970192886982	0.006377522523846991	0.004988624589177035	0.00595364870327104	0.005054865770890593	0.004918323745249517
35	0.23867007814174776	0.03409202585446061	0.2442755989885005	0.19125501839834919	0.1581380742916002	0.2600249130117204	0.03289986900805777	0.24665080775914217	0.19004469239000574	0.20770907194419466	0.2404676922704076	0.03204364675308318	0.22891052136038662	0.1740672295648018	0.14003045870739114
36	0.06579250889429834	0.10389478742827894	0.06920890433931882	0.07268947132873146	0.07361881631261809	0.06430994472357904	0.10494046759845727	0.06748930294464782	0.0717079963126343	0.06778449257888639	0.06586900465948817	0.10450338171458659	0.06779718643717186	0.07222706768876967	0.07474814086264901
37	0.1502238628794513	0.06751721457870795	0.15380532904408972	0.12975685507566923	0.11490158136890835	0.1619946576987871	0.06653730805687239	0.15528873833503976	0.12833165589382856	0.13720855087052566	0.15101825301598779	0.06729247956420185	0.1459310620766952	0.12081170400394758	0.10778393344853404
38	0.055808157038434635	0.045455233341886045	0.05870068704440342	0.06194405078906967	0.06248809877046359	0.05772505265118316	0.04227275450488173	0.05814479341070921	0.06085097284373493	0.058412106900369	0.05837289531077609	0.043693835757371985	0.05927113483529381	0.06249584290878489	0.06323344094706994
39	0.03576172113315098	0.02517621856067687	0.03975254745523456	0.0451220866416187	0.048121452118171204	0.036608397041762254	0.023129422034101163	0.039962992010309124	0.045112652950431334	0.04571735564274605	0.03719854856178053	0.0246570694558955	0.039918221936797796	0.04559478809681008	0.04891806664550989
40	0.0638749967933918	0.06720474968432572	0.06341970463361672	0.06405282997370422	0.06412504045764124	0.0606755566303152	0.0671827152069033	0.06276406447730136	0.06372307251429087	0.06016719848072466	0.061140436623470094	0.06781920054413074	0.062053305129010805	0.06417986494270173	0.06446463303158442
41	0.12392760713119087	0.08039352216886606	0.137477797407205	0.15084157393826494	0.15779612866813544	0.1267202423940257	0.07730833515405741	0.13593282544428859	0.15164012025526538	0.1490578541906798	0.12702182518434293	0.07983720928824505	0.1367320804183042	0.15145932057124714	0.1591606376578569
42	0.06648268510129862	0.05080782365913362	0.0536578829356804	0.05383655054862254	0.05304337744261269	0.05030612311361601	0.046107810658114826	0.052129613029197414	0.05200789328113109	0.05266090311302658	0.04908905345785425	0.046126239814453115	0.05123849241244751	0.05153839176523117	0.050416128422576666
43	0.10618070856985756	0.03433364471902444	0.10048144054486334	0.09736420480353687	0.09653960289065097	0.10077546309185292	0.033677954942624655	0.10043068114989205	0.0982644449538835	0.09089819288161885	0.10249451973539335	0.0335757973147491	0.10097562274330338	0.09949824645677842	0.09785673516609672
44	0.027179032526277333	0.019684930693753374	0.025948962364905875	0.02481542135874996	0.02405078704384605	0.026801369537808543	0.019347582154742842	0.025451902628842196	0.02497277171077813	0.022380438064921078	0.027151977371379598	0.019513702373622085	0.026083985258126285	0.0252791682321274	0.024831482006300993
45	0.08098093645426899	0.041073537297164064	0.09416621378150672	0.10978518015617494	0.11755923194844187	0.08316845573666792	0.039024281998904675	0.09337008210792154	0.11133083316088874	0.11094203049416174	0.08336959798688799	0.03996738437620952	0.09270205194312514	0.1106230428425347	0.11955324318005349
46	0.015516156565006356	0.007715869871100474	0.014274539188590861	0.016205824244710967	0.016665628222171477	0.015241705704529807	0.00862374907899954	0.015595797948812577	0.016704662137170218	0.01794568545185539	0.015737635635964906	0.008339030665129548	0.014820460115401614	0.01689952730438122	0.017288627001886075
47	0.014915065237628733	0.013365223603517275	0.014364745277261642	0.013187936546897676	0.01290887637044525	0.014255111429703314	0.012637830746238725	0.013988026434611948	0.013444715814300238	0.014019882046403156	0.013760531760726268	0.012919588908673913	0.013965243003705417	0.012605993487285692	0.013265442054065046
48	0.06832762604869312	0.12124736971317406	0.06709696715102689	0.0741252660726266	0.07565158189556298	0.06012233537589912	0.12478813082044321	0.06584625576978147	0.0723839922743464	0.07004486311905336	0.06064879478944261	0.12270677689507849	0.06624514036047233	0.07305225653925641	0.07679118710206036
49	0.10845467009071567	0.13254182456515187	0.12464288856158022	0.14685107424090985	0.15514020315383445	0.10912034480803837	0.13200943795573003	0.12194751532353745	0.14435903115549503	0.14360828404878256	0.1103793660234549	0.13410272207625287	0.12321154186996727	0.14539437329461719	0.1565274789086932
50	0.04042088989633588	0.05565298780309329	0.041166521884021805	0.04682969507833963	0.04905700496781971	0.03742337727943542	0.05306229482308971	0.040060909519871	0.04591918943281931	0.04629992123819593	0.037728681381523035	0.052559171093407124	0.04012668662941655	0.04621071785551903	0.04917767302510175
51	0.04895313245092102	0.024642602246041048	0.053571476141338954	0.05804996197654316	0.059894661403785396	0.04999735002773031	0.023112408433850512	0.052832726256999356	0.05710177381554489	0.05634020428672262	0.05073394885766423	0.023963363064183472	0.053122526295599784	0.058018462450249816	0.06071233411491245
