Mass (u)	log2FC	p_value	mean_2000	mean_10000	std_2000	std_10000	n_2000	n_10000	t_statistic	q_value	significant
0	0.019514976614483648	0.7179308728359957	0.005558929063280767	0.005634634181820367	0.0001233419673833728	0.00030202746914341646	3	3	-0.40192592484507017	0.7372889151281737	False
1	-0.1593922839813984	0.00046597604773773846	0.475039413771694	0.425351320825478	0.005633669262224424	0.005921264466817478	3	3	10.529942938162696	0.00800382387878939	True
2	-0.13307012964230935	0.32702574199337553	0.005280350886262933	0.004815093021803634	0.00044728215060516686	0.0005608524073101337	3	3	1.1233430262162702	0.36869541248727183	False
3	-1.1451063491473044	0.12066152363156367	0.0011444402776996001	0.0005174658914918333	0.0002458429539915991	0.0004482181188272961	3	3	2.124266230925298	0.15186709008800256	False
4	1.1289814060669285	0.4780605572116232	0.000203491988631	0.0004450457925349	0.00035245846324212033	0.0004015724854292454	3	3	-0.7830347093307681	0.5057742127021521	False
5	-0.16744591634843264	0.665656557581082	0.0009597835974075	0.0008546082373909001	0.00011233149047953357	0.0003547539078616327	3	3	0.48955199974307617	0.6876357835389479	False
6	-0.2425060792542116	0.48040060708172866	0.0008071903591203999	0.0006822983991616667	0.00016127989771803198	0.00022344640235434147	3	3	0.7849847892655243	0.5076368296786421	False
7	-0.48528914836760084	0.1480529209324631	0.0023394585732290666	0.0016712012873853668	0.0005307254080576508	0.00024320502153519014	3	3	1.982635955952077	0.18215499822589565	False
8	-0.5892286208717241	0.23926996494688377	0.0010551966394815333	0.0007013872864701999	0.0003755008815438753	0.00012985212661615857	3	3	1.5423767383982105	0.2783192766231406	False
9	20.81065866727145	0.42264973081037427	0.0	0.00018392139497836664	0.0	0.0003185612007014744	3	3	-0.9999999999999999	0.4487771687150156	False
10	-22.419325137739317	0.2091538241290333	0.0005609049485659666	0.0	0.0005316244285284578	0.0	3	3	1.827447756346014	0.24626176066805536	False
11	-0.6778213071479442	0.35869170672287376	0.0010885872102919666	0.0006804851598229	0.00022802673668837408	0.0005928960949394272	3	3	1.1127454074990886	0.3972363275464443	False
12	-0.07648370277586425	0.028684339432060585	0.1012352585795524	0.09600810722082953	0.0019441152359399767	0.0008313525148501093	3	3	4.281899115141198	0.0474999647305956	True
13	-0.13580850100938627	0.0016522320399270309	0.16691466349108372	0.15191898800651935	0.002383753785853423	0.0024757280535769475	3	3	7.557426325996557	0.012922814883714993	True
14	-0.21762181847361436	0.0006059180934373115	0.06800162072036674	0.058480162190461205	0.0012241361277862631	0.0011349760882872185	3	3	9.879172273856986	0.008846404164184748	True
15	-0.1199046318322927	0.014865482542292497	0.02513052269079907	0.02312632532201203	0.0005666973117312088	0.00023537374586083721	3	3	5.6570722408837035	0.031530660307622825	True
