,breakpoint_dose,r2_improvement,has_threshold
OI,10000,0.3765301588705833,True
AOI_neg,2000,1.0499877096749188,True
H_Loss,2000,0.4628140602573715,True
Oxide_Form,2000,0.45931477466964354,True
Al_C_Bond,2000,0.5627602168695292,True
Carbonyl,2000,1.0882948667993027,True
