Mass (u)	P1_2000μC-N	P1_500μC-N	P1_5000μC-N	P1_10000μC-N	P1_15000μC-N	P2_2000μC-N	P2_500μC-N	P2_5000μC-N	P2_10000μC-N	P2_15000μC-N	P3_2000μC-N	P3_500μC-N	P3_5000μC-N	P3_10000μC-N	P3_15000μC-N
504	332.06266870881893	4.000030517888569	559.1606371043545	784.3057147684038	803.312223866529	549.1682279420107	5.000038147360711	603.1934220240709	852.3627223382734	1359.9779191842267	460.1091033330418	1.0000076294721425	567.1690969494757	696.2382511764864	674.2167491352122
505	286.0604557675745	4.000045777143302	537.211936411417	720.3486712359982	758.3393139927604	518.1974489112239	2.000015258944285	646.2918167620011	758.3774266364925	1214.9580563587103	448.1431247067986	3.000022888416427	541.2094003202228	669.2927388755564	616.2223123848163
506	203.02044181685724	5.000053406615444	356.065216245617	652.2084453977403	834.3356038788218	306.0485944521764	0.0	347.05456874786654	712.246569240717	1223.7439449954568	260.0314072732207	2.000015258944285	327.05353160633274	632.1975285975376	752.2796276497897
507	200.01910618581465	3.000022888416427	373.0680311518111	606.1825448319646	762.317965802571	281.04196148349934	5.000053406615444	409.08512720497146	682.2641626519999	1045.6341738370634	212.0249060906728	1.0000076294721425	318.05015002431674	530.1559245170416	705.2456375511981
508	154.01095676036158	1.0000076294721425	329.0480359623454	517.1134711581624	643.1743645801815	256.0276984002407	2.000015258944285	305.0397171306362	544.1265616330846	849.2926802832687	246.02743929351956	2.000015258944285	314.0424112159076	487.1033368626143	632.1735063082301
509	335.0538064575938	4.000045777143302	602.1680431920196	923.39083786618	1113.536324462304	512.1270400912468	3.000022888416427	577.1392695035947	1047.490031404121	1282.7000565855592	497.1196424296557	2.000015258944285	544.1308523957085	911.3755604800076	1123.5614257324842
510	769.2481175918153	1.0000076294721425	1273.671373051273	1996.653130329955	2565.7073158217145	1094.5002925844683	0.0	1366.7636088359484	2190.964904349536	2693.9767546718667	1056.4706868360956	0.0	1217.6185345919455	2050.743271419042	2580.7198126519856
511	441.13667124396574	0.0	848.48931609518	1473.432969341597	1825.2334903460708	730.3779136146395	4.000030517888569	973.5817122654248	1553.605085539242	2034.6698881999696	676.3250900111096	4.000030517888569	795.4402711597255	1378.2870692900865	1698.0156741652595
512	214.02026596056987	1.0000076294721425	392.067900460726	656.1852722823558	862.3075738179642	370.0565747725271	0.0	406.0717160165318	649.1852379460179	1069.4955205967678	282.0348409573961	1.0000076294721425	377.0617719036176	594.1479464204144	782.2566739175021
513	170.0146958756482	4.000030517888569	285.04496873325365	475.1136711073008	565.1773815060963	247.03640655988377	1.0000076294721425	321.0541263099184	502.1354349200985	722.2832108980771	230.02820264765904	1.0000076294721425	297.0490288241275	425.1008968012581	517.1361890617259
514	152.0109568021164	6.000061036087587	259.0317357312572	441.08854550727335	612.1719810357147	230.0242037993368	4.000030517888569	265.03411720364727	470.1070103679765	781.2686139553191	184.0170919532412	8.000076295031871	244.02951523118503	410.0801284975996	554.14754068998
515	132.00871347404666	7.000068665559729	188.01973220326676	413.088454716965	465.1205288153786	164.01619156525382	3.000022888416427	260.0398327504341	417.08883659814006	618.1977366747649	172.01428362064465	7.000099184069194	213.0224561738192	338.05762874033303	412.0879745236117
