Mass (u)	1-P	2-P	3-P	4-P	5-P	6-P	7-P	8-P	9-P	10-P	11-P	12-P	13-P	14-P	15-P
178	1680.9387194424887	756.4445978061419	2619.7885142495907	4752.390970092073	6896.917722265195	1777.0784071119356	495.187380053138	2254.512588105419	5045.918617699612	7875.083102321579	1660.9057276035373	593.2758111585755	2071.9268135358293	4643.67878341039	6326.937735026451
179	1401.0820727510013	311.0637177796353	1947.1513747804465	3135.9472939206994	4540.827520300996	1447.2182745026746	206.0265707395614	1729.7209793714574	3471.3875604321433	5396.10210641869	1429.177739163777	242.04322470140423	1612.5499558646106	3126.0172923374635	4206.921697546634
180	573.1662753241469	165.01775625868697	741.2582523286095	1177.6611655739298	1522.1557538305947	573.1516137955397	130.01121660877143	711.2646428525959	1255.7750259440547	1937.8554580981686	571.1623324851796	128.0109114417052	567.1526826212726	1080.5902199061718	1361.9178494869209
181	3503.966448831836	266.04090194741417	5169.863705839236	6032.300854512557	6878.934522891328	3887.802918422777	252.0411164616198	4635.17201512731	6511.305580584234	8555.724746483062	3599.4263483766417	253.04069641164358	3860.589360447671	5551.722427774653	5755.824198323647
182	560.1573159309296	358.0922587495313	765.2634046165167	1082.5427909592227	1326.8213979366242	525.138347393769	314.0813428470448	665.2002243697224	1116.6425113647344	1833.6248203978862	506.1193924293651	314.07606137324996	546.1454684548297	965.4616757715329	1226.7020281399139
183	1111.546547237702	198.02858567750218	1694.3115681856098	2584.1084487039957	3738.0676862947166	1112.5833676457244	175.02395314120972	1470.9260960805827	2875.7914449701816	4954.194934880206	940.4003593067192	179.0217399141862	1211.6892360889924	2422.768908246317	3020.4978710968917
184	349.0514246251448	72.00343347713907	507.1107572267736	850.3181500535454	1203.6355940230249	360.0531110137819	55.00214400383359	457.0866228509703	930.3910011978904	1515.9884687304668	328.0489292195385	56.00221265262881	367.06157518744163	788.2728737837971	1040.4947150096896
185	513.1368371517297	544.2222959787464	729.2934574065583	1164.7234342490724	1594.3139294814982	521.1393247333607	486.1841983001678	647.218295287318	1243.8672588625423	2566.2665309115628	512.1347831234187	493.19092238904904	558.1626312939246	1127.66491805804	1466.1660016287028
186	425.09438339445694	810.4956583525058	608.1949919208705	954.5122104977913	1312.9509011374341	394.07521595895656	696.3730985367661	519.1512597949105	1107.7273814015314	1659.504657229051	347.06426430031917	734.4176982710452	433.10308672787835	900.4548114452731	1182.8167271891114
187	1057.7467504582633	2112.750882396491	1459.4421125566391	2345.7394144591276	3316.3623313809767	944.5874636773048	1698.3072219575076	1312.1584006798917	2697.9385782431405	4052.522304650184	899.5335082911452	2003.2337900441469	1126.8639609186512	2409.9824768924605	3048.4189649526825
188	3332.234690444406	1067.7932627069238	3682.0523139505044	4467.902000195934	5014.1931354913595	2864.3360467441003	801.4636619540466	3491.364666728947	4828.1217290260465	5284.741963778158	2800.877509694287	996.7306934611141	3225.611533153481	4473.990462060944	4694.625767085463
189	3930.6571090501075	2051.2860103819476	5727.749197005896	8558.155301342154	11067.819006358499	3930.7993471802483	1452.6977459392685	4900.154771059362	9068.569103420916	12026.447086987575	3779.947589026464	1752.4083553081543	4429.809409734861	8244.708947492103	10296.695877728258
190	1174.729096289413	607.2536284448213	1648.3450432926065	2641.566504625313	3679.028411946811	1121.6234214247925	402.11219797441976	1423.9963851634786	2841.145375592765	4153.119125536191	1099.606314883244	511.17497754353667	1276.8665570941885	2539.388062248102	3411.117723578213
191	1627.54565799437	362.0882127206156	2143.57534108228	3368.4190264430404	4453.399998571549	1749.8852018674056	253.04233082929179	2008.298393629297	3581.363408858181	5377.242356542694	1853.1503197799846	303.06503124832244	1796.9097395208653	3267.1207229611255	4105.616821462722
192	591.1802890758034	175.0179851762626	762.3068883954774	1187.746875462571	1673.5176859644919	579.1750696045117	145.01378826271505	738.2776089773064	1284.898777898215	2091.279025812078	576.1745141849759	157.01403222768707	585.1759107881984	1143.6952605841118	1538.2911436823204
193	831.4115474870897	133.00890438644495	958.5279965358317	1459.1954791391254	1820.841289459893	811.3796853729682	97.00435666236059	877.4454951614266	1464.1471579854326	2393.1343018954476	909.4874921890315	95.0051197115582	836.4025390537852	1349.0276707108837	1557.3431209413613
194	369.0642315631531	200.0299290077322	487.1212522895894	770.2830652004543	975.4750361147661	402.07770329466143	199.03004337167084	446.09982426536595	813.3365131898806	1379.942403883228	361.06291934972825	203.03476046678614	374.0668053296494	761.2936863013629	931.4440519612897
195	627.2127631338461	104.00677563317596	800.3366660968611	1380.9837639185282	1687.46960334482	599.1904224824588	91.00571498751745	702.2580598960867	1393.0282078212965	2535.2669436987558	590.1812713217557	92.00593622790684	675.2391307164418	1303.8774276695576	1511.2158055862546
196	370.06295663118976	61.00176246285895	461.0986073058747	718.2354997028361	915.3728238819334	389.0749023036912	55.00177774213757	428.0828307920563	744.2392080585594	1195.6067682960586	386.07426947025505	65.00218974186018	397.0722301443918	721.222723472506	762.2610298074325
197	594.1810728276046	191.02317459438936	867.3787502499762	1380.9935590626085	1726.590457247222	642.217138323046	219.03436328533704	784.3251916395154	1425.0737884238838	2190.452885820131	666.2448232740613	230.03548458474862	694.247231245764	1279.8977168221525	1632.3755950838422
198	375.07213992200553	978.7624975724497	509.1288222749073	808.3378465279396	1006.5160450187175	388.07083434343923	823.5391921460478	464.11415954816937	841.3575406241183	1394.9604429996305	394.0775826450939	854.5628772444455	410.08984076278614	762.3044959021347	928.4665397855953
199	1085.8529330219055	896.571169839466	1740.1637120631308	2145.0364183220613	2477.0290849318853	1227.0132889517015	720.3679718240558	1518.5762862882025	2348.699097655388	3427.3474677092922	1100.8546827792893	790.4557983897812	1253.1026085772157	1927.5019147276066	2109.8174927215987
200	702.3402806518818	1886.920437147287	1011.6648999195187	1565.7010332945435	2290.6181656928034	683.2992716309246	1472.8000553880502	897.5400685578516	1752.0814259684867	2795.177532317096	638.2592642525093	1683.2899208760357	784.4246529500499	1590.7186202588975	2169.3006035607464
201	808.37224059714	1071.8483605600804	1155.768841700672	1781.9223602859179	2376.4860409860953	832.4049128948207	776.4461880367395	1029.6064544673823	1993.4807150954862	3551.5478984487295	722.3077370798937	954.6981461898599	868.4356896097835	1718.8084104381537	2300.3167882474895
202	1419.3937627172365	1504.7448833282817	2104.1747767617653	3760.257199161546	5309.569840195145	1343.2683625347822	932.6890896938337	1787.2818919946646	3936.2622258707434	6453.398175030917	1253.0765487101805	1270.3076726193303	1565.7097350433348	3618.5513217819744	5261.389300267057
203	1048.6253931202857	504.17544475163425	1501.3390451100254	2565.0050744563127	3614.110114967458	991.5947660706781	319.07878638786894	1353.11624021151	2790.5920400416785	4684.474609098731	982.5628347825949	439.1368798197812	1221.86862726368	2543.835269425278	3402.091490423651
204	581.1603450994353	171.01996973671874	822.3256455451406	1171.6362074122364	1558.1489562767842	554.1570407509771	121.01110234651848	652.211637615631	1212.6957221461766	2014.9849085549351	490.12237094540905	168.0174435637525	590.1656052333906	1126.6248069726478	1446.0383272570118
205	10414.953748464586	150.0171080609568	12038.215158615878	13865.407601178598	14692.300830076067	9614.637624012417	116.01045366079744	11181.51390800941	15059.38286303509	15299.72131074373	9304.149226160029	123.00827866538236	10190.709711025733	13585.866841220086	13293.654742026089
206	1696.8421882313064	191.02534203454815	2167.89726351243	2792.762571868269	3255.1505636410116	1650.7902912271293	194.02934907549195	1982.5490162652584	3027.375609411738	3494.732478669332	1601.644343749024	153.01676463410175	1737.9911484624413	2709.4884721369863	2782.4003034726748
207	2055.7873715505425	137.0114989104312	2831.390704175177	3828.5272036009533	4484.591681553231	2259.3484527809264	104.00712654291064	2572.436309429284	4042.7167304675936	5135.877657188624	2249.389220278732	108.00865270296346	2340.678283867622	3697.0019008580744	3806.0203416916443
208	401.06572630026284	105.00789726738454	560.1355414655045	760.2463665807353	993.4260464946618	413.08077903248414	76.00428811774218	467.0969889122675	851.2924520259562	1221.6460453916256	420.08136599351366	89.00507396732196	486.1021722945976	700.2068232666827	906.3546023752521
209	594.1929250119761	416.127404851547	798.3355484711766	1135.6891132635546	1374.0041403568086	631.2109949761913	411.1297035324682	709.2713724928076	1222.7778250815297	2047.1774400142594	568.1706189845004	389.1140857529575	628.2218035581582	1059.563162099233	1243.8252657354683
210	297.0400388206422	485.172841774263	405.0725802681621	687.2086503719299	837.323743308878	291.03764223859463	467.1615874205329	353.0559588007537	641.1859805871095	1138.5837922051128	302.03858084224714	487.17068892181936	318.0502279297956	605.1836786728736	774.2923867743259
211	473.1237413870684	1513.8871209481915	702.2904440174801	1193.8873159133866	1444.2534107674328	474.12860349215293	1281.3297771523469	641.2362615629545	1201.8377360887037	2046.3373008491471	429.099252624099	1369.5591680415193	536.1626519823111	1101.7078792421426	1416.2278942634728
212	353.0583402367276	670.3283250150539	462.0999455435338	765.2634700907653	965.4308207361055	337.0545096825189	530.1952369128337	458.1020669707041	794.297719381591	1366.8717621218086	308.04464101865017	654.307231394891	400.07065020957845	714.2427775460396	888.3825440401475
213	1290.9364425164265	1716.4579267191177	1831.8691035118923	2932.7631564671387	3929.728694572942	1160.7693533836791	1212.2270141763067	1629.4663251451952	3153.5434956855943	4483.181218665267	1087.6755987121023	1513.9026947016719	1464.169343699735	2957.881278548337	3705.86876892433
214	478.10386686084775	590.2460326762723	889.3252969510922	1505.841652437441	2119.7312730556473	453.087829946931	411.1196729239451	626.1525440683944	1530.8842684086644	2254.981229317479	468.0980512934071	497.180142769055	561.1213326765038	1274.5941118548938	1665.0615629862205
215	1163.7395766726404	723.4169290525077	1787.7249277347094	2924.5236362316177	4098.302442241096	1156.7104826090706	504.1890056144128	1570.308018472053	3146.4621250834666	4789.753115188082	1080.611042809025	659.3475136242148	1355.9388487027147	2836.3828130164075	3823.5809740953396
216	450.1051969979528	253.04718527419357	662.2075763474483	1051.5350111505943	1527.1648591608714	435.08705210453707	171.01964904358545	545.1489734846742	1116.667191757043	1748.5741648956819	424.08026676289563	223.03291297296727	502.12093518680166	1072.5677540800034	1368.9748488281937
217	664.23149028072	119.00991180915514	892.433245913643	1192.739529669921	1660.4326424697686	568.1751366816624	77.00385312263225	786.3335915686739	1245.8031182858833	2155.3932417705078	570.1841156741051	107.00695105077057	601.1965026416511	1160.6969312435185	1367.9951755681457
218	336.0493262133738	125.01111745980656	423.0828550560201	596.1604593765994	933.3943580800586	323.044144005535	91.00687488323508	368.0579199494083	660.2011638177509	1193.657816208722	290.0358795391946	124.01056051536683	314.04108383974744	626.1798024635369	784.3052029847113
219	510.1296976327724	82.00401335939782	609.1793542411629	967.4752110298809	1187.736287329612	536.1458199625533	55.002617067739216	562.170265056131	996.4980229352727	2493.1817014596772	482.12799133307584	61.0027849265261	538.1451174708236	843.367029534574	1075.5968944442268
220	410.08139916968605	90.00563100447847	571.1655122363558	725.2530573028624	894.3479855941579	421.0889458887906	85.0045856368736	468.1097319941437	789.2812693137919	1176.6090230680843	412.0882386411403	70.00384554019277	448.1005411130277	733.2403168556849	729.2419069990617
221	733.2916881681937	246.04502527726518	813.3343120313482	1183.7058687988595	1486.086087198608	687.2484948434711	217.03247041125528	755.3003211391533	1276.7787713995065	2082.072794401549	756.3172328082561	248.04618544522174	751.2882568985759	1138.6255098135553	1260.7684159976413
222	421.089436048832	906.6467898781008	569.155309042323	776.2794546918758	931.379171446048	408.0846034183883	778.4926252369596	494.1215317424541	839.3399354611801	1208.6681926765725	466.1077159226341	895.6394929369902	441.09621246174737	727.2489972142948	799.3284260254569
223	4757.845788992623	868.5397951025697	6750.746022971805	7940.0974535810865	8668.456439630316	5071.699479858246	774.463039541574	6075.189052394631	8539.346035961553	9893.757954044411	4562.981370870574	760.4154259991869	5234.034651154531	7509.553368180167	7320.732432629341
224	683.2485702417763	1879.8444582145557	1070.5541574374247	1350.975186586245	1688.5306311857619	729.2710434541706	1402.5881445768757	879.4011569372067	1445.1133531534585	2127.3536961807895	686.2538758409098	1725.343375148309	698.2707402446594	1280.8674112949207	1527.3832714659782
225	927.4695928495751	1020.6945932403779	1426.1128026855415	1824.828848151933	2069.377050638233	1109.6886580715047	777.4275018287196	1259.9306257652497	2019.1912610186384	2930.5326627883305	936.4979037198049	938.6020314820217	1124.6833480082619	1663.5475455896303	1957.0632618449379
226	855.4310134421615	1535.789160078872	1276.9396881390812	1949.2141551193383	2757.822856908458	806.3604530326744	1104.9023410771074	1055.6525479196575	2067.5508346271013	3262.4845475564475	802.3687549767208	1444.5871596997738	875.4251482069345	1924.3226738172027	2613.4180844168686
227	710.2815803003479	588.2296406134292	964.4842035018388	1591.3797825373613	2148.5240305386455	618.1950278989959	398.1179411987454	830.3672148620957	1669.5218664615172	2849.4360535237915	610.1925851625977	573.2475005287636	722.2742182090781	1420.0883404018673	2026.342152593511
228	463.1136939610331	394.10658140005415	639.1978312153185	1008.5454102530578	1504.2205603474201	394.0778568554936	208.03185255687998	487.12577242599855	1110.6532893678814	1811.7237997493764	404.0884367085387	302.0616790255172	454.1054417154466	988.4893343924906	1383.0565433949985
229	513.1278105993009	183.02230486287544	703.2490079373451	1127.6598451340774	1628.3691382473996	485.1229871328138	119.00945399517056	614.1935127301135	1223.762194714301	2158.3356681776695	462.10240006684165	173.02209127914293	570.1658785746906	1106.5973469210173	1488.1738680797507
230	236.02707323040912	98.0070961301523	343.0469675710297	545.1217927427464	682.1827255844097	254.02890464089097	76.00390655998183	296.03612350086985	559.133886059944	945.3647422264302	220.02223518977098	86.00601260336596	283.0347881862988	454.08270690756456	597.1480804346959
231	1620.645033513814	75.00353265111846	2077.6225110295036	2943.986027765411	3369.5146399001346	1507.424074641858	70.00343347744928	1990.3552159668134	2939.0246233889666	3501.6832287823545	1499.4331711877965	70.00343349049614	1745.8339862993262	2726.214529634116	2979.9226095436034
232	756.3362070594246	46.00149543242053	1157.7940045154378	1504.340085778391	1833.907999625575	804.405317359258	46.00148017782286	955.5659609220853	1540.4094195203313	1925.8843860973866	790.3745174608684	45.00150306965387	867.4558604321085	1471.2828841937064	1706.6507447535525
233	717.2899101070361	393.12378077915736	1086.6870822857538	1576.4534431853665	1928.1109867742468	793.3839376049328	329.0857173252677	923.5047389910293	1638.5898962498673	2263.695563617483	803.3867118977278	304.074168447931	870.4422010364606	1450.2392920185573	1634.5284631888042
234	271.0276143946604	380.1120459986921	348.0453415265413	509.10258837781873	620.1636605547034	275.0295680131954	360.09856647115384	290.031956419172	511.1042685825537	823.2557079488146	259.02660734073964	348.0843347525181	295.0329867860343	454.07934777980574	633.1630435463095
235	671.2764625845142	1101.9808011742082	821.4127468776372	1174.7932328896582	1383.109694727883	697.2888387705591	990.7915146162524	741.3242995381827	1182.8060021256838	1793.7574571547048	674.2817017296724	1041.8821937450768	671.2695163593011	1055.6535686705108	1226.8355792259804
236	330.0466704839331	736.3620496480206	407.07766607348356	617.1774314280681	737.2654614409537	360.0558282149522	623.277699551709	382.06587278437496	639.1927148346268	1059.524821005732	331.0478532716447	724.3780398597147	327.0441743198252	574.1504744780669	660.2090031270842
237	750.3190878968124	1555.9013976621022	840.3990842519536	1262.8894547732552	1745.691831471747	692.2793663894644	1236.239618896229	830.3843740735155	1479.2214490963815	2470.2180734039307	700.2799175648651	1465.7367077279348	732.3045807856422	1274.9371080782248	1637.5796334424208
238	373.0599576241632	689.3389342118467	482.1103857644651	692.2310787436455	860.3499126566445	381.06481084368437	476.15322547824474	435.0798615629569	720.2420365653567	1126.5776574741017	360.0557823779686	578.2187500520339	394.0691075785979	608.1584122122377	828.3138996532713
239	928.4926122972379	1117.9740107579028	1284.9427917680985	1926.1229223583016	2680.273384000893	909.4682748037641	779.4905953284583	1059.6387723548005	2098.5348330350535	3371.543183498598	885.4239731502521	967.7251403659284	992.5341982170054	1823.9729673881968	2521.899254764523
240	396.0713983763419	391.10492165411796	579.1533987773338	924.3791128631643	1280.7240756306148	438.08301361181	293.0579313522638	510.1105818212766	990.4140326507584	1434.9168201651487	394.06942834467867	329.08071002077753	537.1251827768328	823.3181375544939	1104.576811211149
241	1334.202507021617	246.02823331886813	2138.1941382359823	2392.625205232197	2665.150139227769	1545.7122618114086	146.0115828149291	1945.6665842461955	2503.955461305657	3772.5165899732256	1324.1830662985676	187.02102266429532	1505.5331852371332	2228.177645666586	2178.7687864843674
242	277.0289116898047	153.01391022046124	634.1570363882375	1393.0950926530754	1657.3944419730317	486.09545666863653	103.00611170158321	657.2070847147436	1301.8265087412185	1731.2347992950376	441.0811001520856	114.00735543345363	625.1885941812216	1192.7247458829966	1224.6851269857698
243	402.084145802003	81.0036242052499	712.2492646621405	917.3215334919396	1183.5646643450216	520.1254389303897	67.0020981808989	623.173550933291	959.3825293138464	1745.3225166397115	425.0849463223951	63.00208292599043	524.1190256554551	873.3052414661703	920.3381701514191
244	230.02209766537862	100.00639406159915	262.0290724384304	409.06861073368765	507.11042177887157	201.0146574655831	68.00302142852071	239.0245470784638	453.08734068427606	1035.4267276042715	182.01443640265197	75.00400577416448	197.01630589748163	350.04747875964665	459.0881797353153
245	323.04945652139213	161.01778703736466	428.0918527935153	639.1990928182838	822.3098434556781	328.0528527659353	140.01300224418353	411.09022845741447	698.2353183981098	1573.2135170739675	299.0430456830671	123.01096491976887	338.0560731640417	632.1898476598888	774.2732984949864
246	316.0375429853923	544.2357103991237	405.0606278886078	612.1454329657661	743.2140655754198	268.0300339400569	561.2478918921219	354.05346359255816	590.136700505241	958.3727536693302	307.0400696814959	557.2415507224399	315.0386953410576	537.1166342125503	641.1649062460887
247	8356.458601204577	536.2107971446301	8989.61216423528	9944.994460295089	9925.186188674905	7463.095848138014	484.1618393107926	8442.375860376815	10482.072158077579	9968.432873399059	7157.6431758104345	536.2058805227433	7595.311298427772	9896.89180072996	9095.561620904426
248	3572.5126894459927	1315.3760210767452	4467.38892444755	5449.390848840854	6074.9087851055	3359.3903314723075	1124.0260533163057	4124.562033474727	5741.16638422224	5932.799081610823	3394.5688079881415	1230.216383613654	3626.743386746731	5148.882802540515	5236.32783781595
249	2584.8955183159815	736.3665233989431	3832.997178174554	5098.117544013186	5918.673527602871	2792.6146137844235	600.2637062869401	3443.6988743136117	5319.744388523281	5931.811330189497	2645.1290442974628	707.3288914782389	2913.2403678323208	4620.757766100018	5142.542839292236
250	662.2064441673206	1354.4186869115897	828.3123605847452	1127.6342245219198	1535.1706596954991	638.1906390035263	1026.832441527848	762.281065429603	1187.6654225922389	1796.6095520423053	591.1617932874427	1307.3360433480461	624.1846398778586	1158.6413223909317	1458.097045452099
251	762.2953450296066	596.2424849313734	943.4472842143114	1400.0058892656175	1642.3206358289365	764.3143813254115	402.1086108066242	887.4125614010738	1425.0802098671377	2061.066082615909	768.3158609886448	496.1742056218598	794.3242856343886	1220.7886758585278	1440.057410084727
252	543.1370495108032	613.2565317320496	685.2269641695806	966.4647255652119	1392.0795784860359	509.129859860461	407.11640378327024	592.1712098700324	1094.5962627534204	1742.5953940237343	479.11123535479453	557.2077656363871	533.1336453581538	964.4984661989208	1278.9192314870309
253	451.0967607057107	280.05113022082526	722.2620891870457	978.4864226610043	1270.8043186144753	445.0965930248934	174.02035892412263	550.1499574110111	997.4704473271598	1649.3336761371077	445.09335648822434	228.0344464116178	487.1182104893776	865.3769693595007	1180.6976063249674
254	215.0196785644141	130.01040774020507	317.0393663477066	454.07754774108696	581.1317305033406	253.0266378307719	95.0057454835262	276.03168204634125	465.081217487043	810.2484781828643	200.01684765410414	95.00670695581962	253.0244858417557	415.0656335876631	533.1234134248675
255	598.167221673808	112.00877478290043	932.4355028793123	1352.8966995094743	1622.2584234294523	651.1936857382493	77.00371580377528	821.3242582366108	1420.9884666114613	1923.7731636339518	637.1988797332939	83.00450933484888	692.2394921569573	1291.7935063192774	1476.0340985176952
256	460.1008324816509	85.00447885096112	702.2459786484933	1049.5884404625565	1217.772932976053	468.1199190061999	63.002952783140096	591.1798384036468	1138.6848928438405	1425.9558710462945	450.1121317315964	70.00325034962842	553.1627543498362	1018.525449623893	1074.6041017034647
257	439.09024289382637	346.092183088448	675.2350504187492	1093.6830870181225	1317.9612340098338	535.1474506387077	284.06485551074	615.192779675805	1114.6517011953688	1676.46897704168	501.1211114980282	299.06878756162564	521.1291882908106	907.4824607028661	1076.6141570775608
258	262.0247985782205	299.0582367843229	301.0332306736798	464.084874041159	559.1144163055702	277.0311095083071	294.0598626648746	263.02616462979415	457.0796151483996	726.1982342030474	267.02630169453914	262.04600182742644	242.02411201690802	417.06877872552576	498.0960927035347
259	391.0797263066983	937.6856303639989	586.1764649538571	719.2614444721218	889.4056027742147	436.1010918254646	847.5480407519929	572.1691503662613	811.3242470881706	1306.862268032701	428.08605262645125	908.6158633257292	398.0799012380757	677.2147736082793	711.2400754561116
260	209.01775560397166	584.2369861894628	282.03276577066003	411.0719391746647	537.1237040621453	177.0138336036604	524.1912545567227	266.0279886729175	471.0932335175987	673.186811591005	214.01991533315706	610.2566546614919	221.01906804377526	384.06710899319	461.0943950151649
261	530.1518805020445	1421.5702838025782	620.1928430399992	813.3673666192647	1077.6388913729345	476.11995804771556	1136.0097242485792	517.143539900062	871.389962374883	2375.905551523197	424.08881641408504	1240.1567543172505	471.12132747185575	788.3451425196959	979.5094286934336
262	387.0699411778638	647.2732474912666	491.11760105773806	693.2223657838783	855.3466321317604	414.086588693336	494.1687553958022	423.08630562538747	654.1984308744985	1055.4877326628057	384.0695824478898	606.2567186124687	411.07954323661585	608.1790876316333	732.2518244221591
263	842.3334921355657	1133.9649534143841	1091.6007852437065	1570.2638847762473	1989.9785547933297	797.3213923420843	780.4348862108332	990.5018980378064	1660.416779681929	2534.2032200541003	753.3018918430653	1030.824756200908	802.327607788041	1412.0353171894653	1776.66873344887
264	422.07460242000485	379.10443540091404	575.1328454749988	787.2465088223761	939.366574242481	384.06532236374505	300.06593855187765	475.0893698750676	819.2650878396073	1205.5728796249055	430.078082624559	366.09134241595814	429.07319024608927	702.1976889890813	834.2787604749783
265	6827.039623834872	325.0696091142072	9377.644480322411	11254.627547003249	12389.598539089488	6778.248997933054	200.0266622731799	8221.857164684905	11890.643246484777	12987.330605788897	6411.605936960101	279.05509267531414	7340.626741256236	10548.241364763433	10690.727171758088
266	570.1656851537884	155.01670383539135	867.3652599699908	922.3781402438318	1115.5621456721706	657.2303488033434	97.00568438842426	771.3158522600207	997.465556082968	1514.0081941962842	586.1817366494607	155.01348283897065	634.1967116258462	841.3219090884534	908.3564537917955
267	771.3472781791772	91.00533343302311	1087.686561044912	1415.1635412801998	1531.32762535301	847.4309369494464	59.00212871927705	1018.6253005913196	1524.3230864563761	2094.276546774955	850.431829530103	75.00331899966629	945.535148549479	1283.9204915572338	1296.8838894898936
268	252.0281568404868	125.00913333703132	362.0532176494491	481.08599528530294	555.1183397472945	289.03407064504665	103.00783626470637	296.03671859128474	523.1062659733389	863.2814771721469	220.022357105458	103.00701211591539	274.03046104265036	441.0720283865208	513.105793471142
269	323.0496554010292	154.0153984145253	479.12044020932103	690.2313031749111	872.3601785310393	358.0675376793067	118.00865265530301	412.0863133965824	710.251568654025	1292.791525075926	361.06105688775716	149.01268923475664	353.0596068759106	610.1763645317868	712.240080425704
270	177.01352836318725	408.12568167261725	256.0259588350005	388.0533538484252	496.09215352113705	186.0116281360594	399.12849960685566	220.01892306703326	402.05663539508765	631.1517101308916	174.01188769383947	384.10983139494164	205.01732841021678	385.05317843827424	389.05878066690565
271	270.0336664025394	321.074220752544	403.0754808573201	582.1588708712259	714.2257403915618	278.03397162828384	316.0674036087865	284.03458217736767	550.1282876445464	1058.4887038026243	281.03190312308806	296.0592818665532	292.03757354760444	502.10849040476666	600.1587000421948
272	201.01803053311892	898.6389573404018	292.0340474882123	386.05677345810807	478.09523943896386	193.01595504193477	761.4613417702573	218.01983894541763	426.07596076831516	642.1695383719137	170.01368876761538	826.5471269950509	236.02376137507434	349.0540044031616	428.08193074799016
273	619.2511005277463	580.2311668612859	951.6113037874677	1446.3727359570637	1831.2360757155302	653.288962151363	478.1559567755869	801.4393912296841	1510.5467350294073	2112.7610286067143	621.2419681094116	521.1851620798321	708.3218791836588	1355.2265155024147	1519.5252439084202
274	772.3186383925389	1193.1137786818915	973.4730263375379	1318.9191634043993	1542.1301201590768	690.2544600151797	961.7129159334305	865.398032279687	1349.9529620162245	1707.318852907977	703.2402833733581	1154.0582055224954	766.32377737662	1289.8611437983545	1481.0816496826924
275	642.2159549498048	569.2237197343075	905.4361593025519	1301.8618311233163	1647.4193225594756	654.2266431432081	408.1196489544482	829.3762738785116	1345.9497876117607	1716.4782528815638	682.2512159286246	490.16754944750966	732.2929519787677	1250.8135323440374	1516.2042546584319
276	381.07426247199857	773.4290766448538	507.1211261586882	669.2214490898191	972.4726780328419	364.0617673942333	550.2145243893654	416.08406865108054	749.2898889584416	1185.7075998567273	336.0531269313865	694.3515886740008	369.0673925731197	664.2130584456751	885.3886807409707
277	647.2310889793653	373.09063183470636	801.3347431358167	1067.583333233017	1242.798571618041	538.1500947698868	217.03054701201893	686.2525949576542	1088.5997346222168	1657.325128976538	530.1568621587887	331.08060198524834	593.1839974068639	949.4699153505168	1103.6083024771106
278	251.02708069140874	175.02126687702125	308.0407786281389	398.0638557050122	540.1263500947714	223.02064001773198	118.0100568066977	278.034688881701	407.06874751281146	690.194573216398	212.01895364778574	136.01259024820365	223.02276148262334	345.05360681559864	464.09087470447395
279	436.08504312353597	132.00987344098408	573.1487988624932	758.2691647119971	929.4006521539443	404.08037344269803	81.00424989662872	498.1172728323406	759.25373035724	1630.2240669747976	424.08640225142034	89.00525708024153	448.08591290156505	769.2567061168253	854.3201158976718
280	237.02299018762412	102.00630244101679	307.0408167382149	414.0700227296607	459.0820274257044	226.02382253237954	74.00384554144183	243.02297499175964	418.07154963026704	658.1657479175326	243.02225756269578	89.00542499678579	248.02380665062532	372.05750700078283	469.09101768330197
281	442.09676877288564	252.0484289849886	549.1559683142387	719.275711175666	907.4008200358569	474.10989709825446	251.0465748247302	505.1297840319704	826.3444417435608	1368.8702141270285	500.13115195087175	245.0468194163197	434.090907635862	658.2193216040183	732.2559621726775
282	213.01970923694856	200.02551744569263	296.0347037063719	376.0588048955367	480.0897120015507	254.02824865288014	199.02560158096088	256.0288893464527	391.06178813597535	655.1625633895605	240.02385259127803	198.02634213855356	247.02544758986681	371.05569782790593	404.0661149034429
283	1376.2743266672546	648.3126233860362	2381.922078966535	2482.055091603836	2479.894240076277	1816.2320673859851	612.2892876868062	2304.6632513094346	2701.8444935929006	3767.1742919961675	1594.7661409428458	589.2694101660454	1660.8546775136253	2153.838061986138	2048.599684423442
284	177.01375719049483	401.10122625602037	287.03382626427396	361.052552986757	419.0744724982792	202.01944264247894	390.0980885787837	245.02503545060665	413.07305275538846	608.147553092904	191.0161227896823	436.1210371329955	203.01751145447477	333.05000560748726	361.0546140026599
285	520.1572157926763	1070.8713619441894	858.434321578279	878.4342978670696	1011.5207141962638	657.249999936095	891.5872341015474	690.2861447228306	904.4571145165398	1477.1403766077794	538.1491793040906	1020.7948562735302	559.1785999538471	734.2733721623109	798.3236405952154
286	188.016450850588	519.1723320939689	263.0305604549744	308.0437405368745	440.08840287767896	168.0133834454284	411.11373091919097	208.02003746123293	333.05026510610134	563.1317925264389	161.0120938602	482.1516666896016	193.01677894938447	353.0573782626914	399.06958863819614
287	314.0495710631443	1038.7722908156152	458.09806564205087	624.1858159180433	869.3925256703355	364.0679789739353	769.4211548189766	395.0787780770752	655.2111099515582	1421.879475310906	283.03834449072906	981.707259673734	324.0514030607327	635.2051103654962	743.2882372377179
288	178.01274232325866	378.09784557687954	259.0271566086579	351.0503857340054	459.08442301511855	190.01521457348133	252.03954434101723	203.01746567527493	375.0547053170325	626.1568026930177	157.0120785442384	336.07305089186724	196.0182517087195	312.03998468186285	415.07500741102086
