Mass (u)	1-P	2-P	3-P	4-P	5-P	6-P	7-P	8-P	9-P	10-P	11-P	12-P	13-P	14-P	15-P
43	124664.4537775281	2305.8853722702206	143240.45813163128	172110.40500204923	184438.9250101757	119886.9663810303	1625.451840305965	120936.33906739284	170528.54268350068	185310.62181279843	116119.40274761402	1733.775546406187	112053.16543880917	157868.73468789726	155299.1401096348
44	15290.102752043957	1220.2333879507507	16564.98758124536	20358.159890401166	22352.6353176051	13502.701085806159	1122.0960814608131	15056.460208099224	21195.697322981287	24501.624102510916	13033.624541049558	964.7944150275472	13558.92877520925	19189.09785200698	19498.214670591104
45	21863.188112088046	18972.133955118366	23765.823439746626	27044.827470763354	29298.091510291393	20737.854628021978	17549.91937333364	21604.344477142844	28880.011277511418	31512.713832203466	20399.7607722504	17125.53360582597	19393.896231397943	26150.117503104564	26177.596658410006
46	1473.9872023217547	1048.9547443174467	1590.0985081532863	2314.8775561539983	2750.3819344666454	1299.7317167695699	895.7284114844549	1546.0587829363153	2319.9017633771177	4655.850604968784	1245.6528252775424	943.775387762495	1352.781998583174	2158.4276108177464	2331.0442273730805
47	1523.1376844387655	1030.961491724474	1608.3110122523076	2099.4013954665606	2356.2485219225223	1549.1623015852572	997.9061717884105	1469.0861712520223	2222.790552424769	2812.5827330227944	1581.295167652511	929.7641902909642	1356.9263614939819	2102.4512875843584	2115.627986241628
48	415.02938389068066	75.00432624925743	457.03187101036326	543.0447511776654	565.0496048329983	375.0208983894291	64.00430342775604	432.0328557638883	557.0486738012125	719.0922492208542	398.02681258092434	61.00290701127441	353.0191282564367	494.03740313741673	564.0559165305781
49	735.2022918238258	601.3239338497079	806.2282579408088	1010.3740262002195	1138.509212182623	720.1800327370887	636.3806902319513	746.2068486114014	1057.4204588342516	1271.64506077708	704.1656936744922	582.3160151055893	656.1542583199334	945.3329599524071	988.4357512404855
50	9365.58140809946	6955.156681476196	11260.55680455147	16006.694391307283	19120.84426182132	8398.811407869713	6177.052410523475	10341.104968487734	16536.936130780465	18082.726397359267	7975.7221647799215	6227.499483125654	9030.688973660406	15061.718739623238	17907.309227131824
51	26063.656381487795	12739.208170051561	33356.602209839875	51124.57501155501	61522.923371715704	23766.056391827475	10140.28890956972	29680.705893551447	51626.36675717374	61401.374324572535	21962.333400775886	11176.90249075108	26482.42540546524	47479.23298265462	56906.77641807706
52	12220.767412081466	3219.089264166297	13868.234079598311	19541.06100370718	23252.06014753193	9987.201981511349	2416.1356373007384	12101.183261359567	20139.49090978996	23073.03564826459	9455.062474914092	2628.007725789014	10861.693273159408	18315.91364252058	21276.576173433215
53	43460.99407047327	8208.022561955082	53478.52075027295	75636.9945101864	89453.04904238529	39983.439380666015	6822.801951201722	46211.028722381176	76411.5515837965	90955.52502797992	38430.20206068838	7112.70604168931	42062.22760507399	70182.60302950509	80608.21999920321
54	11357.605001844737	1056.9384522672972	12875.403451034717	15328.676584352228	16587.374481075505	9682.753457170047	832.5883307106338	10670.94252861845	14739.07550081076	16783.48460724138	9372.989525604593	874.6599329017002	9870.115423595007	13996.019902191809	14301.308072395299
55	86618.1286554737	1884.0668245495617	104015.27246826688	132887.42287042254	148177.45627037607	81363.34507751273	1236.3008716703985	87828.63657651299	131740.80134720946	151863.35384389106	79040.35805759637	1460.847764966282	80844.85396250113	122184.83292874365	128036.54963004368
56	11579.557906215561	274.0471760630279	12047.194271824725	14199.009831246074	15021.56533436845	9930.356867000462	243.0369724037609	10020.734446083432	13936.762731856008	16360.006397018848	9411.845283372102	230.0355602291931	9372.69127955162	12817.94691221625	12607.165945164359
57	46559.66645697481	240.03842996719703	51374.60370120328	58555.29930259178	58886.022465416754	45786.86482460127	198.02533402045407	45220.37583973467	58983.920734880834	78608.08515045735	44989.02428457568	178.02020572433707	41761.83856352828	54257.60111809924	49001.56959887855
58	5084.390897401041	95.0046771573142	5894.564732296041	8067.777418052454	8943.703315163633	4858.092075754802	74.00358606611613	5436.403740558216	7901.709803255672	12237.594465006392	4599.2130383789845	90.00436431077009	4686.023484063528	7217.100710847132	7304.806540916437
59	4684.002302195541	110.00856121840125	5230.297005886709	6344.354774436745	6867.7623063420015	4735.963429974076	75.00463151073542	4956.277482309905	6997.572740230921	9800.116455000189	4832.625819837597	79.00502825956393	4621.504429501949	6352.975792236089	6176.789111038839
60	1109.80933629959	143.01690222935798	1207.8717634982463	1468.2470264628898	1545.352645317743	980.6073850743685	148.0181306875214	1078.720354434605	1474.294204455196	2051.3123520798076	941.5847629732905	129.0127963773161	991.634097603518	1335.0494634950849	1326.9749789368757
61	18757.06842377722	2229.508443702503	21782.77174276539	27696.98557679806	29371.713216698183	16660.070666569874	2081.982258054543	19994.098958542996	29259.937160946953	30441.40265934799	16206.833329147688	2156.158628663128	18030.00660167478	26250.376046594884	26266.95449719786
62	5106.266721795899	6324.019977213859	6475.585704936256	9854.300763049489	12275.625081311138	4510.666177709582	5686.4913612754735	5750.36295955669	10228.277529619587	12184.019464532737	4163.128128938039	5733.908487388194	5360.842645668149	9374.650837719984	11400.693940625759
63	14407.006447032152	12682.32473604061	19942.951758429852	32093.25535585544	40133.85164517778	12801.223701665735	10815.568014212826	17660.415492901946	33634.064329456065	40571.36243404907	12244.114643424507	11599.281384367265	15643.45133330213	30301.642288185933	37415.41135896746
64	3243.740554013568	2075.3329575441658	4647.845522094783	7443.101429443396	9314.134813603576	3126.0603436288266	1655.1353013421772	4045.1972407267544	7604.544304154351	9624.6238084057	2897.1789198163615	1761.4591971305574	3679.8489778436224	7038.747906437744	8534.701255359772
65	18281.90435693589	3679.9119549041193	25375.45494120373	39909.30109109936	49990.5161521914	17127.404604017323	2694.51285537085	21878.89479394273	41145.56759638786	54131.175472098665	16215.32828703607	3172.771227311485	19594.378526444147	37505.74053556889	45333.3212826314
66	6555.21204480205	1622.024760905664	8498.939512870205	12759.281192851318	15638.837919100913	5871.941558838793	1226.1994320010663	7397.445629637686	13205.3756722162	16687.086203730425	5550.464705645469	1386.506073228214	6489.8075205449295	11741.11571989216	13922.984288149364
67	18747.992882656763	1301.4521530583104	23743.80893924207	31518.451511400082	37163.206120971896	17413.090700455235	931.7489704816518	19408.455484071983	31468.057144684597	39359.986626489306	16873.737678024238	1017.8644807437689	18054.20915496989	29085.352805502636	32599.3550744236
68	4748.404244123228	334.0755551733044	5996.648386588194	7865.982644303475	9104.675243249207	4221.477292063431	236.03801874839922	4940.995902936767	7905.345280219152	9953.864197800964	3951.2290851227394	271.05307774666676	4474.707887723212	7155.201643630289	7778.96020642308
69	19075.7317360586	631.3243972375444	24978.463548944816	34345.888156792935	39055.90129735794	19089.517716495087	449.1632529364336	21294.727927565626	34639.20846261702	42455.339124642516	18581.143716965566	518.2105093423269	19446.381611517623	31375.233135488477	34077.20797824495
70	5184.610641955749	282.0541084795143	5671.006978846087	7071.467835415494	7941.864423840426	4455.202060427209	221.03366138123104	4906.027730583556	7226.811396264672	8755.580265470973	4293.690389373766	212.0284178915359	4414.060127822909	6677.005526533054	7047.491078459613
71	9401.35598461497	590.283962685296	11324.862952925272	14930.785038595028	16795.7642411498	9027.18277472304	531.2192236689282	9684.053622854508	15480.129345094148	19469.83296542461	8750.744710388728	567.2574707927547	9080.501529078589	13934.835104040885	14925.113022370508
72	1717.5880841188914	926.629709850523	2063.377627073668	2597.992077347594	3084.578034914761	1571.330986175002	960.7173229048589	1771.8005057570037	2830.8890429797516	4243.20286567035	1539.237805671618	886.6054660758663	1554.4181922140358	2478.542142013088	2592.825442986385
73	8721.163978727864	904.6626395871098	8267.574273270853	10265.44661632377	11256.741164294977	9528.10093661389	832.5718333499336	8314.465141473145	11614.886487323058	17580.47156268813	10238.85145323275	805.5473345600452	8041.468042735358	10805.615478323898	10003.14796128667
74	4583.238996803121	6925.296345085961	5820.609910419976	9197.44018885413	11369.813319114004	4191.849530946648	6370.554564197279	5319.404457794533	9625.314455895616	12864.506318970187	4108.458042777031	6382.932590033531	4853.589443819845	8770.602614822157	10582.357595855174
75	5908.8281065729825	6354.075008350052	7803.327044321474	12536.046904937595	15540.479731471067	5587.918391243721	5599.284178379357	6962.63498647639	13230.115428882218	20953.39059901159	5573.328987271709	6071.066591552354	6261.1345269116955	12050.874381333579	14733.129580888275
76	2999.1331338633804	2268.4241285863095	3846.7236665311716	6237.759338035183	7855.727631339844	2623.4884482775337	1844.9588812970176	3505.6321495295265	6497.684834889471	8313.2024305347	2490.8974415082453	2058.7448277156473	3057.2385029695033	5725.171587956425	7373.645622699274
77	35559.88172247169	6916.645709525052	45364.23953654241	69487.64861902906	86828.09104973194	35288.94964974665	5230.491044350591	40576.32032185689	72206.62569830424	93088.33089899804	32472.925086103514	6160.986758017099	36428.39929987627	65056.75578173703	77786.39531822868
78	8375.721455103798	1678.2990392061884	11408.933538691985	17759.52585016816	22418.381464311256	7986.645241023366	1313.4654084722958	9865.089163736558	18590.524811262083	24369.020255201278	7456.419941794976	1403.6551791876059	8843.922387941191	16661.752753218254	20362.51556951486
79	14059.369277184816	1606.1537348440152	19461.177479515667	28673.245199079676	35476.114668504284	13738.863685584416	1063.9791192238085	16491.480883243774	29392.341855897797	39471.0810906985	13227.1646632637	1227.2742649973952	15067.08076131275	26530.085380701512	31624.52002735961
80	2899.3399430450577	320.06410575053	3852.774644005817	5793.665715430804	7243.20395244261	2662.499869656474	211.0281807978205	3229.2959066586454	5808.038055656623	8201.003823206005	2536.2589634402907	253.04231547540655	2920.400460539097	5271.321888944189	6424.970225507607
81	8608.474855230244	303.059014613695	11926.19483729699	16930.099317264467	20446.245711666932	8316.410197395413	213.02892894684712	9846.229280876194	17231.81306046552	25382.91789268505	7996.468020411167	265.04796374670866	9036.302558446621	15634.242008435227	17663.177605494762
82	2149.0011760616794	135.01015598177105	2871.1984264503853	4312.02644578655	5198.629671465238	1980.4054829475895	66.00227369088967	2424.778044345491	4312.950472471148	6980.3446683569	1827.9951182686968	80.00300618137354	2159.89172008207	3951.8150580334504	4576.6017592679045
83	5703.130110306343	110.00645512269281	7116.882957544564	10048.356051442892	12952.380512602815	5004.315712530436	59.00217450030093	6038.665226458655	10579.320910502494	22383.224766827778	4811.044491344195	69.00315121306588	5329.104455632572	9377.660979987895	10964.589753227434
84	1383.0550593969579	164.01616156109594	1662.5543914215423	2372.9502750476945	2969.724122892095	1152.7264748774858	161.01798566575107	1370.0190968379704	2323.8809187065085	4270.132220269421	1142.7020112503478	171.01693232286908	1171.755794732719	2167.564871062498	2457.281208548405
85	3585.5697603020394	1304.4790564434963	4675.832859019986	6444.556292691864	7666.4794959625715	3363.5925691739485	1334.5596770375766	3983.4260145728626	6756.6595172693615	10617.177314506618	3268.157430149909	1282.4063222392247	3588.625590949146	6011.806793003141	6857.595964193815
86	2785.1615773542926	4845.929065024355	3696.4521289443564	5923.057502202705	7393.03024235021	2480.0398097562907	4589.710301382315	3296.5226537497297	6186.023562711043	7625.4148194173185	2165.24675086159	4431.320048939502	3028.3225783760495	5565.060304068649	6816.120077118921
87	11086.445072017408	5611.080242489459	13599.026488775407	19778.196134267775	22911.511698094975	9869.981440191692	4873.160916237101	12383.029494974697	20422.73632155323	22625.249216175587	9478.748508174647	5147.52685660481	11135.53306466671	18656.3513660325	21131.154306921235
88	2126.2896353688993	1876.4338118643238	2734.3742705860336	4197.944346250411	5020.618604218296	1978.8296582384826	1695.9047046664953	2447.410989406199	4448.570884911719	5575.3231965606665	1875.6010506017303	1776.0909490434306	2164.399170887	3845.818209086788	4525.1428241596695
89	5421.502102737311	3432.4397138283343	7610.831652607352	12374.643521024775	15617.890996800279	4997.960919556621	2899.9327617612707	6670.929237146259	13025.82726772297	16856.759161195423	4762.356420464123	3130.0673246932524	5676.913488647756	11689.032286332415	14197.955783371264
90	2019.4500656207683	1102.7784946670852	2512.652927419768	4195.415580411632	5215.155773917016	1734.7533045734567	880.5191591709624	2207.8565114960393	4339.092252451559	5781.994691588045	1599.4748877483835	929.5585423650774	2072.479990106733	3962.316013498788	4771.516799288553
91	16031.908683276071	2056.3122853111263	22976.146489801606	38975.558241897714	51430.11416700009	15211.256869098517	1388.4637552033341	19709.631829392878	40596.41015302708	56304.54203456368	14387.671462947881	1667.1195665400508	17688.733674945463	36311.41278521175	46595.13337441447
92	2699.8703611324595	356.07743379396544	3776.055355941598	6203.70931716215	8220.498156783065	2761.9178568121906	305.0586326011673	3320.10488796616	6596.498949547456	9067.638244633368	2562.2479180228197	370.08149351534405	2990.8976927716444	5858.643124519971	7443.520312097608
93	2874.3947367404458	310.06427413923683	4296.355759038739	6733.511205054562	8825.248359615694	2808.1871186493995	234.0385529572602	3686.1074149046294	7112.9873177703475	10399.335908267132	2635.565414729563	241.0393999827129	3279.1166270449494	6555.013444241838	8077.068644162725
94	1246.8544939645878	104.00514261953208	1917.2542610888697	2992.4092061304177	3885.1097072888815	1137.7556399463754	69.00295276591024	1588.4910593507113	3172.055633314741	4963.265497010507	1101.6753615354392	97.00528763011266	1304.978476689816	2721.4631087090656	3385.8007169841517
95	3525.950061663905	154.01422314819717	5714.934239703418	8792.494167033152	11132.508066169192	3595.4990114970356	93.0068596558185	4564.940217564562	9097.746876347426	12980.83469191028	3436.6869699116337	109.00791253953	4129.310900938406	8145.22775173238	9851.584304163238
96	886.4123528426067	93.00368521619141	1237.8274342462046	1777.6752539871854	2273.7835262443264	785.3398926068122	53.00180829774557	986.5274305678728	1843.8017159643093	3028.0811888479166	723.260663455074	71.00240337328907	817.3419874776806	1651.4497099220912	1959.1473080506744
97	1885.112100389599	452.1727315180949	2557.9743874385013	3800.0991510573313	4510.186694920938	1912.1842153735201	441.16624955449623	2212.0008386177196	3805.2021851226896	6853.711457245239	1705.8659309859713	415.1417095364332	1956.3693332801204	3382.3037180449046	3932.936881321313
98	1777.2128771106009	4335.811191842395	2542.6687691393545	4128.21753114167	5305.355439020709	1506.5729769554862	4194.905373840911	2174.2748576861554	4267.1966931700335	6842.940202299991	1433.3802844680113	4114.247106721754	1932.7676773377643	3815.353249678049	4810.858464329541
99	2293.7644800146077	2765.5950315928567	3415.741879474435	5467.585221194286	6915.9600413629305	2221.686182048186	2537.426790787456	2966.6377935711625	5707.779327152365	8829.09737914461	2087.1929661414492	2566.6704018297955	2702.5407667213685	5089.6159332472835	6139.686539822572
100	848.3963800175616	779.4457431118086	1172.7031098009465	1669.5471859982579	2327.910603209306	716.28998726421	648.2925607733497	1007.5556950758104	1936.1014762593306	3379.7335220344266	715.2758995203307	689.3219519057034	887.4214558936312	1681.5606365864423	2013.1827795243355
101	2373.8826974750014	1683.312761939082	3634.9739955738532	6913.444040645131	9892.612144945173	2070.1421798305846	1476.7957604130377	3059.54677395033	7237.220200574282	11106.9337083155	1913.6446284761746	1501.949170122242	2633.8960451217627	6569.201308208269	8962.694983033092
102	3146.8283470044694	1476.7617716907032	4652.2081021845215	7748.611449411589	9956.854522426825	2829.298280295101	1024.8610977178105	3992.5935583403766	8101.847388874144	10924.38132479002	2769.008853319149	1313.40891890646	3431.2017913488885	7128.392079445258	9380.13312044323
103	7932.515320429882	946.7143521458983	9952.811389954195	15402.19621254804	19238.223150755246	7285.925489260433	623.2963830740789	9151.454833454633	16074.354932315522	20422.93340277674	6901.128657365965	754.4387655556116	8208.20345445745	14593.693321237137	17356.52012412932
104	5932.041656767451	421.1017099856508	7269.658818211613	9727.968851377325	11046.452842571858	5383.603708912663	321.0584793194539	6454.934584407094	10022.79015023205	11939.683404571035	5186.070662272814	357.0692252028906	5814.649598407057	9230.995214631104	10101.62859315772
105	11265.284075850888	1345.1971439864888	13835.306491767324	17829.528934648777	21115.45008102306	12714.522911408634	1079.8180478779695	12803.364723718441	18753.300400307275	23654.527443450635	11398.992199052598	1160.947588005314	11336.812134525884	16489.27147073271	18199.160043486452
106	1559.0976131091807	247.03469853499547	2078.0310042784763	2786.057682333188	3501.7039241560665	1824.2956891893557	190.0200839764641	1854.5831550416406	2987.6093263388198	4166.360778738841	1608.936114893947	207.02842522373825	1657.1829528083683	2630.6227989797453	3090.1185317276763
107	2222.317130007179	242.03601918205806	3068.4792739379945	5157.439152581748	6547.735777355982	2253.4121518558754	191.02222822247825	2809.4198096871373	5425.959987231235	8386.75044863885	2227.316052395125	201.02277778331597	2433.098376602637	4732.012791339802	5709.92132611884
108	864.3455168394173	112.00647030011439	1118.6133476018483	1765.656204817035	2302.91456321242	780.273731946866	116.00799649089497	997.4814011166455	1855.7623129863484	3091.1002554137704	729.253493938492	110.0068366054501	807.3086992760083	1719.4930481521142	2051.2251450805556
109	1470.2965271890823	833.5794150172853	2261.248208452143	3605.6237494728653	4537.710310499611	1489.4014504868408	820.5664393148694	1921.3236592633857	3615.4568964990326	5863.868241162404	1431.2565008954612	777.5096491409995	1724.897081453709	3323.0617438669206	3935.4951059693717
110	971.5839850986545	2673.288527104947	1435.3348550040841	2493.9652743108827	3224.8155597544555	961.577237938803	2696.4208089268136	1322.110578556009	2651.498504982017	3872.383502180178	825.3854703267168	2520.6201815644417	1137.8050112693986	2424.7196095217323	2873.439044302958
111	1510.5468773118741	2237.344900752154	2297.7276481890053	3893.999318361373	4659.4871810569875	1536.6319999330242	2020.5652401727623	2079.997665541367	3908.905818798329	6282.750510804986	1398.339340663328	2075.7479359935614	1715.0955918931547	3537.1847216532547	4464.575512692784
112	758.3319569977966	498.1778156495574	1134.717367332578	1664.650632802504	2059.444980538403	726.3004169493279	448.1257267834606	954.5594140656568	1795.88882120642	2611.8754397627326	648.2303785879574	435.1309272553299	796.3749929711433	1553.3973039407456	1835.0324944593012
113	2356.679908064196	1242.2367465014436	3163.806825049016	5152.348215334856	6404.461273747805	2123.9660867126263	1006.8484030485023	2727.9902490133245	5358.738561439506	7807.060067389569	1999.5969079152433	1223.2225620554063	2552.400799149044	4913.686787187293	5857.092094150231
