	PC1	PC2	PC3
m198.000	-0.009736889076282994	-0.02641362034473751	0.03640523766342142
m199.000	0.010606219317309266	-0.011673606668317984	0.0662100569363168
m200.000	0.007754758350698236	-0.015529565381225643	0.01810541835404432
m201.000	0.022345869136124165	-0.023517452124289434	0.02554485885709041
m202.000	0.014076051801590429	-0.011459223673215013	0.009629745711595694
m203.000	0.03906491303673911	-0.02937342256799114	0.005890631678776299
m204.000	0.013460977141761164	-0.014477846139368783	0.010514248694258488
m205.000	0.044784389303605954	-0.02353616767263164	-0.010841057994785465
m206.000	0.014319855610734813	-0.01762500793615912	0.006186315700805332
m207.000	0.031305257805204434	-0.01979604682162772	0.00575688744899212
m208.000	0.014589972349300585	-0.015403382997022052	0.0073075018464065205
m209.000	0.021631504412194913	-0.01657342671388737	0.026274392344599308
m210.000	0.013580855200000222	-0.012957841107990921	0.004896807535822287
m211.000	0.026623162204187128	-0.025117311472956934	0.013975776951820073
m212.000	0.014434880061051357	-0.011973054310304466	0.011318657399654928
m213.000	0.02494041834705134	-0.02867175804641378	0.003371704175028418
m214.000	0.013945104697338192	-0.010456951596169339	0.010522221357462651
m215.000	0.036130830713926906	-0.0012479312522468472	0.06229619768929133
m216.000	0.01330612619317537	-0.011381247480643425	0.015001661228524213
m217.000	0.026034494267097925	-0.006256490493061337	0.05571535866109891
m218.000	0.013946382894826435	-0.011392709175762147	0.011364228227010418
m219.000	0.02334823756036933	-0.017243937029497444	0.020957495661099942
m220.000	0.018911148340539342	-0.0076051490961486935	0.0028347835116806753
m221.000	0.07832537587794361	0.015637817832902284	-0.04346577855691809
m222.000	0.02494926111507114	-0.012020435519955271	-0.007858143453112648
m223.000	0.06019429779348958	-0.02276762994615476	-0.01765494664853309
m224.000	0.01596823058024001	-0.010470789525044552	0.008323109169346364
m225.000	0.02572545165417871	-0.015550434949502262	0.012506488101519818
m226.000	0.014319974336003604	-0.010440496572951447	0.007977098525346876
m227.000	0.023588691184056248	-0.013440520805044117	0.01791889807624577
m228.000	0.014399551248933141	-0.010964944414028007	0.009458306726343001
m229.000	0.04043904886229736	-0.032829111380689	-0.0008995810161523998
m230.000	0.016406891125107802	-0.016687852317303388	9.556405947385873e-05
m231.000	0.03489791476861011	-0.027558804896257106	-0.004962289103437714
m232.000	0.016152223874724352	-0.01333754752065427	-0.00024713993730363266
m233.000	0.031592618820586976	-0.01260640673369482	0.043544080798832076
m234.000	0.01574726979909411	-0.012918406395157745	0.006903620265494684
m235.000	0.025542630824766672	-0.011509856283957941	0.03286266230911261
m236.000	0.024393363417360578	-0.008003163907838548	0.006165928990889291
m237.000	0.032935198969845446	-0.01978840926189907	0.011540780735982463
m238.000	0.01837689805197273	-0.002988572380392344	0.0023968042372590464
m239.000	0.07943975624123756	-0.0153210566658667	-0.01956744599309085
m240.000	0.00875911066381834	-0.012263357514280239	0.027409067305926422
m241.000	0.0305920487639179	-0.009956577470793263	0.04419022585348479
m242.000	0.013888201509918565	-0.013264126921504022	0.015560599395336038
m243.000	0.026398231910477604	-0.016674506802370672	0.02919654586228355
m244.000	0.014952307193807735	-0.012049388860468326	0.008649559817363404
m245.000	0.03605770659615342	-0.026063436340732736	-0.004903459640953961
m246.000	0.015755119511080336	-0.014268049187662456	0.00398777403420426
m247.000	0.04825831514768928	-0.0340192246607109	-0.008697583714221309
m248.000	0.023742415658931596	-0.013873175113585363	-0.0012825447260377597
m249.000	0.03706642842922913	-0.02043608492757603	0.007818672492669716
m250.000	0.016307657502275502	-0.012151303497335066	0.012656162827848408
m251.000	0.028746999869863916	-0.015372014765844324	0.02386992095552862
m252.000	0.013699926721929361	-0.011059974231998143	0.008107241174954621
m253.000	0.029986813032933445	-0.023734825585005136	0.011519544433937474
m254.000	0.015283328126615824	-0.006813633483300152	0.008215736854491843
m255.000	0.03198944348528312	-0.01901158459944058	0.012635117486608616
m256.000	0.0038668021498568022	-0.017195932765392562	0.022889508612781655
m257.000	0.028804166247932268	-0.005332523792430732	0.1256651773691481
m258.000	0.00026015633258181175	-0.01966536715762753	0.030942243779170816
m259.000	0.02375409879064386	-0.0029549128935933222	0.08809802992266387
m260.000	0.011674487394188506	-0.017037047067987504	0.013911946768738982
m261.000	0.024327917024678396	-0.024661367121231542	0.030970377534607876
m262.000	0.022399484792303057	-0.00666981666264747	-0.0019816569569060705
m263.000	0.04309950518412959	-0.0022073570421721547	-0.006647697778355987
m264.000	0.04458691558028923	-0.010171938487353357	-0.028702345610525048
m265.000	0.06186643067004732	-0.02856578202828049	-0.016948364411835008
m266.000	0.020036925311730226	-0.011864238836149983	-0.002012720452962187
m267.000	0.030880166558810634	-0.01691548407386487	0.023888302789849287
m268.000	0.015470915614866795	-0.010850141747165294	0.007069363748571548
m269.000	0.023533481514470458	-0.01611878310719725	0.02795740875583711
m270.000	0.015806006288174152	-0.011167533940701331	0.002730105762045744
m271.000	0.03196085630223656	-0.024174587203297338	0.008764401145431967
m272.000	0.0234978163271081	-0.01875862380152662	-0.005365290684784199
m273.000	0.037420671276418745	-0.030985731331772966	-0.005869920835534014
m274.000	0.0147774333523943	-0.014009087019687482	0.010554937434202908
m275.000	0.02771253738595238	-0.004405404173515916	0.08735086526631466
m276.000	0.012238322741841473	-0.01158351486972166	0.01351363803000429
m277.000	0.02577821148558414	-0.007477932373830552	0.08025930956092066
m278.000	0.01626943208216317	-0.009288825759658552	0.007077663644291964
m279.000	0.031805421476917374	-0.021807497987998643	0.00821514901578392
m280.000	0.03450686058448628	0.007161944339860844	-0.02179455622117348
m281.000	0.12727295253082352	0.0005591906154680736	-0.06516437305162137
m282.000	0.027853793926109524	-0.0035971044040639067	0.012952313105234689
m283.000	0.04161951465245165	-0.004267318099764771	0.024693850474698617
m284.000	0.018150931580976422	-0.007777592949470454	0.016580923616820134
m285.000	0.025635972176194965	-0.014942212408621173	0.027350348160883088
m286.000	0.015715867665313462	-0.012240042669870272	0.004359095674079141
m287.000	0.026893936825179193	-0.021319667482287263	0.005118992771295785
m288.000	0.019009988022246536	-0.014688033333376881	-0.001165708368617311
m289.000	0.05821097490193218	-0.044552423847315024	-0.03107191959908203
m290.000	0.023479661114436147	-0.0143273025976239	0.00019018752139834225
m291.000	0.030526333114893476	-0.02073365673701934	0.006275294303385354
m292.000	0.01600980468040036	-0.012381300405222962	0.010810400508750507
m293.000	0.026824815495799775	-0.011576412712616004	0.03049405170595739
m294.000	0.01716942758658518	-0.014836859859400633	0.004584411863068109
m295.000	0.0316420784158194	-0.026401471060016373	0.021253835767750355
m296.000	0.018496500744981673	-0.013088508177095462	0.005042015705079587
m297.000	0.03263587199464407	-0.02198574211164959	0.00561649573857294
m298.000	0.022104398375837754	-0.011376086226883015	0.030999472487625197
m299.000	0.0559656964595841	0.008198077922000275	0.1083390435416948
m300.000	0.013075444533741522	-0.012004152473404514	0.0282902866478403
m301.000	0.03483708616389604	0.003982266442064753	0.07499875277678256
m302.000	0.016303319029850515	-0.016837581117768074	0.011211286964826296
m303.000	0.025392689047326746	-0.020793091807984065	0.018718008109223364
m304.000	0.016920318942749372	-0.013132965369727356	0.004824189621980142
m305.000	0.03568498407770484	-0.025709962744005464	-0.007318657424964534
m306.000	0.027282014356800083	-0.01586279926171649	-0.005502325984784358
m307.000	0.04925506597982194	-0.023894687745840776	0.006557180711915616
m308.000	0.019565503534587178	-0.016042951729392366	0.005741598137217862
m309.000	0.02923533815766076	-0.01765847696495404	0.021345054718890356
m310.000	0.015132788078264662	-0.012652683805794526	0.005607402541242139
m311.000	0.022584332855491277	-0.012402328197662002	0.013812420224541582
m312.000	0.014557317675427322	-0.012165503307629201	0.005759861169762091
m313.000	0.024659462256239446	-0.02382515744673921	0.011085362471159613
m314.000	0.01803025179321464	-0.017626073393947433	-0.0005544996101059676
m315.000	0.02984660728873702	-0.024485503901303482	0.007037342985018465
m316.000	0.01247441464808718	-0.013410802295727652	0.043403151482404284
m317.000	0.017625035642072087	-0.00772865668952379	0.10339631274996582
m318.000	0.007247943792063511	-0.015680194980959898	0.050360328682087736
m319.000	0.019973137287952452	-0.007292605331029586	0.08196460032025436
m320.000	0.012790667970628796	-0.017813544045912053	0.02196666926272926
m321.000	0.02299876425884191	-0.02027144074000234	0.02216685332791038
m322.000	0.05989428593398532	-0.009124490138706344	-0.041315588495402136
m323.000	0.11294941695133758	0.009001501188893571	-0.06065408291456027
m324.000	0.028075794020852363	-0.010499009610260575	-0.010022072521995926
m325.000	0.041050135561077124	-0.0039240354797249405	0.0026679232169012183
m326.000	0.018324519675065532	-0.012569187379940127	0.00755564893875874
m327.000	0.02425250084880471	-0.012262821852093564	0.020928153415802474
m328.000	0.016085927515774655	-0.010323224796391637	0.006720323034236831
m329.000	0.020826791881197904	-0.018423601530090556	0.008738156148217201
m330.000	0.02758430771503813	-0.026783487626894042	-0.011379937174444322
m331.000	0.05335643904400503	-0.03913034288507454	-0.02178226788834294
m332.000	0.021914447026216883	-0.01659634742934157	0.002445212452624648
m333.000	0.02688908685500914	-0.018584134776576125	0.010082660900769936
m334.000	0.01624379625285723	-0.015471515700632057	0.010988382318212014
m335.000	0.021570951474683565	-0.01261937411701334	0.03421747278055406
m336.000	0.013237203948291556	-0.011024743208202022	0.016940367070044378
m337.000	0.020746890846673922	-0.012264171140272178	0.03300250032284462
m338.000	0.019612149654163833	-0.016337555100165095	-0.0012788431855320118
m339.000	0.030913638493842155	-0.023082514067445856	-0.002223253133955462
m340.000	0.041140924200047974	-0.0048212161079157784	0.03986590540664776
m341.000	0.0580652587937736	0.0015653724674959152	0.046134993828538466
m342.000	0.02816096463360426	-0.004168989655216351	0.03506647047816627
m343.000	0.033671762027567616	-0.0021154720161407643	0.04646815987839358
m344.000	0.021358050282350178	-0.01508820855196252	0.007524606115136017
m345.000	0.024694046746342554	-0.015239273726868832	0.012868729131903966
m346.000	0.02089655491596272	-0.018916304338285443	0.0012997340484140316
m347.000	0.03369793680984435	-0.02420838362127724	-0.008551735448251342
m348.000	0.02683844224447555	-0.01785004178570231	0.006958679836301837
m349.000	0.03699340800980134	-0.019432065002017745	0.013704368263304251
m350.000	0.02102529055094878	-0.016760678257596723	0.01241208826235359
m351.000	0.025410169112149706	-0.019451402102162348	0.018268752877163185
m352.000	0.016919897229032414	-0.014604802804259472	0.011458466082665606
m353.000	0.021955165096222338	-0.0137119393899138	0.026115305756375273
m354.000	0.019984073856191747	-0.021285630309543165	0.005883770523170922
m355.000	0.029268809783559464	-0.02595636298544192	0.007022006697810431
m356.000	0.020212559720965848	-0.017218082060776654	0.0071124245196797255
m357.000	0.0275352566582871	-0.020276694984012394	0.011539844770733656
m358.000	0.02035037184038358	-0.012159118932666345	0.033163332025522595
m359.000	0.028521392107357425	-0.007315117653248083	0.05227204154941255
m360.000	0.013561051646061351	-0.010131484152344675	0.03532425358073244
m361.000	0.022169911344919902	-0.0059141289896252796	0.04882344805375106
m362.000	0.016936449143692137	-0.017355924534647148	0.019985199506859008
m363.000	0.023950893302927188	-0.020216303736727368	0.021325114105736166
m364.000	0.08093894209342081	-0.015462927561891037	-0.04673692780647774
m365.000	0.11215139655993253	0.01586948067346054	-0.06322306433921403
m366.000	0.03355455216992965	-0.014936682764282963	-0.010512916546820263
m367.000	0.03616824647779929	-0.01407384584153874	-0.004819384342519746
m368.000	0.022347654049022336	-0.01413466606529081	0.0002862848744308138
m369.000	0.02463514439144348	-0.013558070605742463	0.011441386332308852
m370.000	0.018000930988738208	-0.013915820090867195	0.007218168526251868
m371.000	0.021132526395325334	-0.015854558057139975	0.015513159545442013
m372.000	0.036590541343446845	-0.03131363170119076	-0.010796857094520903
m373.000	0.05118039987090879	-0.03684662839005167	-0.01924405046746822
m374.000	0.022900502067742218	-0.019460099356215295	0.002966709515660553
m375.000	0.024863745443091133	-0.020564302419319516	0.009333276156935504
m376.000	0.016485205904995467	-0.015869730422715347	0.03383003993678299
m377.000	0.017648323193079136	-0.012488705160877266	0.06726597885205046
m378.000	0.012323364707614377	-0.015234062175881087	0.04237082293798403
m379.000	0.019161123639520647	-0.013381891656797183	0.06477352572806476
m380.000	0.020876711163606638	-0.020142152854194465	0.0062345203967829645
m381.000	0.028642591731126727	-0.02195196457593345	0.003345188905761343
m382.000	0.03851633646172988	-0.015499260498961864	-0.017403371051509516
m383.000	0.05032276820500217	-0.011481522673040569	-0.010062123596696965
m384.000	0.028194958901493497	-0.008358735104282226	0.01869928733489814
m385.000	0.03392571046346267	-0.007828889843597338	0.02760002478855774
m386.000	0.021965290596813056	-0.01536461729876661	0.017877772622614432
m387.000	0.023878965574020146	-0.014629762853674656	0.019477700454413997
m388.000	0.026350791829757678	-0.022381271460835687	-0.007837543300565198
m389.000	0.031416746047335374	-0.02166163939410611	-0.0082202461843126
m390.000	0.0220038352879738	-0.01860988072723434	-0.0015738405099360586
m391.000	0.027750583536652086	-0.02066652297406615	-0.0032922397458720973
m392.000	0.022559479939574703	-0.016792153778969972	0.0022166148197035954
m393.000	0.02462905258382294	-0.01727221013829344	0.0028668412083375193
m394.000	0.01814993911199048	-0.015824008060374314	0.01824966969100213
m395.000	0.020342896451499923	-0.01372985961529619	0.031359216619640286
m396.000	0.02404281761612113	-0.027438035197116708	0.007661933662487309
m397.000	0.028023402136069134	-0.02305864823474908	0.023559416251130772
m398.000	0.020579886653694868	-0.018654616175432053	0.014597816671194842
m399.000	0.022626018841944553	-0.015117280163908352	0.012348032828743414
m400.000	0.03309934951568283	-0.007664057855250574	0.033699768953322724
m401.000	0.042918875388537496	-0.00011106256291914678	0.0619817628203129
m402.000	0.02266357479693704	-0.0069375925815040665	0.033283178889525235
m403.000	0.029094419400143606	-0.0013235270476643394	0.04581465241272272
m404.000	0.02000223443388891	-0.017840974794384946	0.011513302032747903
m405.000	0.022116495349462285	-0.019087294170604542	0.014243138691074563
m406.000	0.01893693926353981	-0.017652790574947733	0.010315777759235546
m407.000	0.025796305400465062	-0.018350352441152733	0.0015090364245486344
m408.000	0.03833251215180973	-0.022155127463278957	-0.01640209870192415
m409.000	0.04283477801796849	-0.023024042847899783	-0.005584289108467555
m410.000	0.02148084219755368	-0.01621121142258211	0.007170800528521491
m411.000	0.022426948447854384	-0.01326533188513838	0.0185916204021634
m412.000	0.018201361162622606	-0.015374520175291029	0.012163256378309352
m413.000	0.017790745186884074	-0.015934956322455705	0.011114033378741601
m414.000	0.01805553807436885	-0.016594162312302277	0.00779210837486889
m415.000	0.021391685697313405	-0.018505628007977313	0.005994478388144518
