	PC1	PC2	PC3
m89.000	-0.058185853217667484	0.05290296558257126	-0.04849866051873949
m90.000	-0.029348063519679488	0.03180112261158502	-0.02121650163954243
m91.000	0.05275026327842524	0.1921775858069094	-0.12465874302816199
m92.000	0.01678134389255641	0.06488611889401967	-0.04505324116451415
m93.000	0.025987902570101834	0.07780603883393515	-0.048136956865236745
m94.000	0.02003488141432766	0.060785040580671884	-0.028904768622686434
m95.000	0.04905089193770529	0.09331143906181286	-0.06029282419332359
m96.000	0.013369317352199558	0.040578475083796015	-0.01274928970038902
m97.000	-0.002989044691455831	0.03908755895502494	-0.006711516455536908
m98.000	-0.12150429086192652	0.005246019890305464	-0.0057364117432466945
m99.000	-0.07581921243128692	0.02620655619303273	-0.01992573084527004
m100.000	-0.03534293164584982	0.024397493327653685	-0.003999268204827029
m101.000	-0.04011731510114059	0.08870892921683123	-0.05609543870286734
m102.000	-0.02315544101037256	0.06700704525965008	-0.04956223180522492
m103.000	0.03275547506626012	0.07476428928457887	-0.051577920205336136
m104.000	0.03688834604053371	0.027231533113864233	-0.021473158630019043
m105.000	0.031076302625307008	0.004286169586999516	-0.01368858192210683
m106.000	0.008864144538371466	0.01622399098927897	-0.012213776857672986
m107.000	0.02152959467761	0.06523214298869628	-0.032960217054681704
m108.000	0.007339764062890631	0.03883039193846914	-0.013304379128925186
m109.000	-0.02651882705166505	0.035371071558646064	-0.02169881507271336
m110.000	-0.09698087488135768	0.0004487377163517807	-0.011584252382268246
m111.000	-0.07235485082363961	0.022514285956631748	-0.017524462033694815
m112.000	-0.023068944480402583	0.019008167614963916	-0.011734309764104531
m113.000	-0.0310564476881662	0.041645368883066275	-0.024227616994251015
m114.000	-0.02828964877667884	0.033909140149829896	-0.022739578821702296
m115.000	-0.0015306505640018256	0.17914990933815203	-0.12354390568635852
m116.000	0.00479399476684114	0.09444304561684327	-0.059388732012280156
m117.000	0.027457721799306327	0.08506502729195466	-0.02705682794424729
m118.000	0.01987624147037576	0.025228020502369934	-0.011634734595474537
m119.000	0.0323954723349963	0.049264064767456775	-0.021570631872126197
m120.000	0.0032540724722649903	0.016905599401196188	-0.0032492769262745524
m121.000	0.06605306501681756	0.014282427493123607	-0.023471008662804608
m122.000	-0.09116138102855494	-0.011639788077493506	-0.0007726934131230942
m123.000	-0.0459390669677249	0.011564142935925642	-0.011396041700505339
m124.000	-0.02196930436495511	0.013981928892271381	-0.0033044061184671755
m125.000	-0.030510199473124736	0.024129455161887074	-0.008965582122963969
m126.000	-0.04838069783968165	0.04952064544829478	-0.03949016750341546
m127.000	-0.016328964234340937	0.10774624699995224	-0.07146096184972221
m128.000	0.0067657380989390534	0.17240211635979807	-0.11540586062555151
m129.000	0.02828935497647166	0.11741786317911897	-0.07746467617497113
m130.000	0.017812830368485303	0.050247022622005554	-0.028515319980894346
m131.000	0.031153644560665078	0.07509722292588084	-0.039750305977287965
m132.000	-0.009182186853555591	0.0336183436345515	-0.014632293747598378
m133.000	-0.016646058189746796	0.01566030704171919	-0.0017065778826653173
m134.000	-0.06375198069974826	-0.010366487080250482	0.002442936548479069
m135.000	-0.029363390367143614	0.006065290509416316	0.0032211049519216806
m136.000	-0.0047954262833722	0.01234843427743736	-0.005782510631361229
m137.000	-0.027575097768287093	0.02276363219236487	-0.013051600246080855
m138.000	-0.02895996830122014	0.022678259374291423	-0.011395446905585204
m139.000	-0.04635298069292488	0.06682229136606538	-0.04819239650204126
m140.000	-0.0221814118535032	0.041280593424518154	-0.025761467967260487
m141.000	0.011815205642884867	0.11131211212426738	-0.06788989147097906
m142.000	0.011827088398109068	0.06941991025253186	-0.03618410363544471
m143.000	0.017908827299224873	0.05823688537588391	-0.02409971657100145
m144.000	0.006406681412835111	0.04462162918553099	-0.024919012607305988
m145.000	0.01959590062961585	0.036349183795315966	-0.01759188067528275
m146.000	-0.00832170867499773	-0.029101585111595232	0.006981198501641274
m147.000	0.021060946264546673	0.02381177639917384	-0.02268160313886356
m148.000	-0.008520278919090173	0.009104183114665541	0.0016492701576852635
m149.000	-0.02188165584209926	0.030172853855314128	-0.019310281079029788
m150.000	-0.07177840904859836	0.02289498302121259	-0.02481208515524833
m151.000	-0.054525039866273155	0.05233435854883571	-0.03755069720120133
m152.000	-0.038851962579140274	0.11018015932334373	-0.0762875483716959
m153.000	-0.0022735532981384104	0.10332572149954293	-0.06431763470737464
m154.000	0.004815365554082448	0.06101046846468015	-0.03838876252756432
m155.000	0.023065631110698186	0.10259556951593078	-0.04582565017914996
m156.000	0.004089034247711936	0.039034981637069685	-0.017529418588807074
m157.000	0.0013034717020512922	0.045914124036945704	-0.023832559678250386
m158.000	-0.03786065835164699	0.013367338990414254	-0.009762251132021562
m159.000	-0.010558943708010313	0.043317698568685004	0.010634946191075911
m160.000	0.002411943173178576	0.01907411887503491	-0.006392649812612145
m161.000	-0.02118869756089022	0.010055279352569182	-0.006573867714526463
m162.000	-0.04022755733120819	0.00284711557709192	-0.003888586342923114
m163.000	0.01921552197668172	-0.0022890253030296835	-0.025361204656867857
m164.000	-0.033354195401767824	0.02447002195471677	-0.021296686840432524
m165.000	-0.02378665130575948	0.09426524063261951	-0.06878033980439517
m166.000	-0.007682272798794525	0.058419883852361826	-0.033374288447443265
m167.000	0.004599487394317943	0.05317144542775292	-0.020002424167840312
m168.000	-0.004973964820775812	0.034352290964680746	-0.012547382396551749
m169.000	0.002924112921047767	0.04599982269397329	-0.022186990576957253
m170.000	-0.033849916362894666	0.011017706262417503	-0.006794327440426286
m171.000	0.007751330187730974	0.043328327232306334	-0.028651068623934465
m172.000	0.008686347382804396	0.016933522310367488	-0.006421633979881293
m173.000	-0.001090626707175459	0.031006785509324626	-0.01944645978376372
m174.000	-0.062122448113482116	0.005812598431304669	-0.00895328658711388
m175.000	-0.03054584588887806	0.013250050057144731	-0.005637938349007802
m176.000	-0.05454193488859868	0.03538074889423743	-0.028673136356391737
m177.000	-0.02121423827482299	0.0323823582624402	-0.01258718275322864
m178.000	-0.009577620094585465	0.075092844427173	-0.04965600111307464
m179.000	0.006216724433410193	0.052742925026359674	-0.030454836114562314
m180.000	-0.00207741235736431	0.02204692439445792	-0.010064409597882608
m181.000	0.02846192053930152	0.011828486426069687	-0.013424344791324754
m182.000	-0.020050668230966007	0.011723050369143256	-0.0023990921555809464
m183.000	0.006861324088693994	0.05605567738290576	-0.02278043614708392
m184.000	0.0035978931098956195	0.03152836400082504	-0.015310659348925327
m185.000	-0.03108522096500182	0.02381050789715225	-0.004142541433719203
m186.000	-0.04726912525565955	0.009818111830519696	-0.005956566010739027
m187.000	-0.07672200079808825	0.015406470584938504	-0.011709152108582694
m188.000	-0.019867337146623566	-0.020387603892774196	0.005436215068715348
m189.000	-0.03246394561669162	0.04276112020846331	-0.041330613895563445
m190.000	-0.016355401971393194	0.03797094908821621	-0.0247226523911769
m191.000	0.004423436378746334	0.03555277787857124	-0.022762931904282885
m192.000	-0.0035228356593918313	0.025595194337735133	-0.011520073304818284
m193.000	0.00637845306584056	0.017734864171133423	-0.0033050368169763975
m194.000	-0.013955949409460015	0.014064895778095806	-0.005613279635961165
m195.000	0.005038979484959	0.034861907352017475	-0.00986057116192794
m196.000	0.0028167580880373703	0.015042614300900214	-0.006217625636885996
m197.000	-0.007523626428311369	0.02002117943314154	-0.015050633858346473
m198.000	-0.05534007644347575	-0.004625037368749438	0.001390296953779801
m199.000	-0.03453707843908617	-0.00044657821429311704	-0.003075152821603933
m200.000	-0.07563797795983056	0.00654400853693549	-0.007797594734619754
m201.000	-0.04530322344869154	0.024124560112382506	-0.007073248525381041
m202.000	-0.04351170674229278	0.05785061360854953	-0.03353786390146139
m203.000	-0.012008184129175066	0.052183790234126046	-0.026053209701966572
m204.000	-0.003462250933683202	0.026661432460081395	-0.01049615974245733
m205.000	0.0812421748593883	-0.01019097734737054	-0.006313964358956789
m206.000	0.012081938805875093	0.005545409028738656	-0.010515395435105384
m207.000	0.026812187201345566	0.01880265223438498	-0.01989681714732643
m208.000	-0.0005066261866410192	0.012440087158538766	-0.0077421378048236345
m209.000	-0.02425207174155307	0.007500750412572663	2.9523964298143087e-05
m210.000	-0.03711418982226954	0.003493971000488985	-0.001786767640662056
m211.000	-0.07156282492381132	0.001249639019438787	-0.002931165019732195
m212.000	-0.043085675222039224	0.005001668878870454	-0.0010463909624267161
m213.000	-0.05718824842792195	0.0234691153874703	-0.02052349041835896
m214.000	-0.02940948857990486	0.031665704527589954	-0.02397663310209131
m215.000	-0.021716498097524174	0.04534613519601614	-0.030657709523430967
m216.000	-0.011665569861208579	0.026864858836130944	-0.016715309152496877
m217.000	0.003863442304498069	0.027404239648349194	-0.006588852662019071
m218.000	-0.006345770465673101	0.01928877139841231	-0.004576834539565661
m219.000	0.00591296387976061	0.033893463191471775	0.004383907515447534
m220.000	0.0002437115426437493	0.008097525651610966	-0.003283543430690863
m221.000	-0.009842752916186755	0.008361345190956177	0.0030166615413278015
m222.000	-0.05388737874236003	-0.014394287182663544	0.005086462527418577
m223.000	0.005721935715221927	-0.008770576148511833	-0.012114709763987845
m224.000	-0.07681840191600138	-0.015101829855043018	0.002403974635773127
m225.000	-0.04248877352587537	-0.004339473851794791	-0.0020652614161085596
m226.000	-0.06116975107432073	0.016988369879458995	-0.013264103012047045
m227.000	-0.027498528212596202	0.031081602392173117	-0.011229121932369952
m228.000	-0.019048408762740884	0.02924518502540528	-0.012267377440760983
m229.000	-0.004643262278593194	0.034091528945336805	-0.01349494401400578
m230.000	-0.00523185849608677	0.016149225885997612	-0.006522112098514709
m231.000	0.024917962112978583	0.0182308178951535	-0.018680409580320016
m232.000	0.01622171591695506	0.016310359490735803	-0.01903180683238959
m233.000	-0.015163082450730336	0.009345379000674156	-0.012494327170974427
m234.000	-0.03130826583529808	-0.0028163676400634295	0.001246121993855746
m235.000	-0.05626941677797227	-0.015985944603139752	0.00779169591593345
m236.000	-0.048788577903273185	-0.009346378787563928	0.00613746736458557
m237.000	-0.06853063185267079	-0.004067675172934585	0.007907127958849548
m238.000	-0.04107911644897274	-0.003885736301954929	0.0022699625436647104
m239.000	-0.04437799840139459	0.018717129642465708	-0.009225696114570315
m240.000	-0.023106143380564086	0.011453461518018376	-0.011656625975405182
m241.000	0.008003802775618584	0.009039895456548321	-0.004908032559109092
m242.000	-0.0013042409259457093	0.028421920407297983	-0.03763867550428255
m243.000	0.004412765091996001	0.020110547882824334	-0.009502599029377239
m244.000	-0.006312583812370885	0.020198064901691116	0.005137008336168195
m245.000	-0.009326142722245625	0.02177019682183911	0.0008058774536342465
m246.000	-0.04216042211887576	-0.0062075709717166055	0.0035954438807115556
m247.000	0.03491578439122162	-0.04681176040348947	0.015219491367986721
m248.000	-0.025983749067409204	-0.02834875319132277	-0.003012940676824095
m249.000	-0.007184235267440188	0.004241478849075879	-0.025654044201423757
m250.000	-0.06346326398268376	-0.009881345576901958	0.0028781869514100385
m251.000	-0.026653605316004414	0.0012512445804540749	-0.000501957233464068
m252.000	-0.033224400271100275	0.010199250429595179	-0.0023790318284600915
m253.000	-0.013229499785094422	0.01854215856011878	-0.008961539311137436
m254.000	-0.008904711191767887	0.010484075634850787	-0.004373577818888823
m255.000	0.006237929144094966	0.020979417733154898	-0.017957400580164058
m256.000	0.0046629832374742	0.018653527105495	-0.016093116815770594
m257.000	-0.019461088084787432	0.010392811441794395	-0.00957936261496711
m258.000	-0.026367598004395185	-0.004568886729249177	0.0035957829722533165
m259.000	-0.05592657315205246	-0.015924012122117477	0.007657845729029855
m260.000	-0.046524698483061525	-0.00816637304144782	0.0021263632179078862
m261.000	-0.0689945416607687	0.0006994015274935019	0.02354573836499011
m262.000	-0.04125776627884903	-0.009540627504368245	0.004652751176634566
m263.000	-0.049035924916513554	0.003068528841824026	0.0004774936746747102
m264.000	-0.025409976696032816	0.0010962890888388328	-0.0003294686845160505
m265.000	0.05289489579340352	0.01234500325067791	-0.026588778185163316
m266.000	-0.0022132874119393724	0.0005568901529189643	0.00039539571820343725
m267.000	0.011021069815732457	0.008144873730223294	-0.005866840454345014
m268.000	-0.008682048753979906	0.007753349398293714	-0.0007776173682702462
m269.000	-0.008800875666240245	0.013687179861897915	-0.0033180278358029437
m270.000	-0.036681261150822264	-0.0047193762720298335	6.442552500521493e-05
m271.000	-0.026887374810310293	0.004568457803110758	0.0012412283051936555
m272.000	-0.060054796414770954	-0.014926051166667946	0.006477852652418582
m273.000	-0.029426221188769145	0.010656231677151325	-0.012564335313439109
m274.000	-0.056748439212040286	-0.01608217234345217	0.002012252554869285
m275.000	-0.027454176679979004	0.0015116894364677461	-0.01102508446413537
m276.000	-0.04594592467856865	-0.0010291537389822687	0.0013527332447062558
m277.000	-0.017748094156090955	0.007588729507986887	0.002598786021933614
m278.000	-0.013809261371559719	0.004371210402636372	0.0024529995967803577
m279.000	-0.001648465799290577	0.01876327876201136	0.002112816153641364
m280.000	-0.0069692169709750125	0.004299457133158347	5.849812029636921e-05
m281.000	-0.017438673076856842	-0.0002554862545774737	0.005718820484698154
m282.000	-0.01993513840076011	-0.004649331770689142	0.001923152262256025
m283.000	-0.020002505026832356	-0.020786488767272515	0.003139264052586111
m284.000	-0.037448993752231916	-0.00956467636068244	0.0024258324475120367
m285.000	-0.05693633975567941	-0.02466056301449566	0.012365863873409728
m286.000	-0.04188000636983719	-0.0073986183507642675	0.00398217767159179
m287.000	-0.05926636140217069	-0.0015869127830682786	0.006985943941535954
m288.000	-0.03144013496653158	0.0002886646836234845	0.0010933454584075894
m289.000	-0.02714647654947096	0.01026444383597002	-0.0034913805250490013
m290.000	0.027011877519243856	-0.024346231553216895	0.0064828473552686425
m291.000	0.03099872327211315	0.018318739173080887	-0.030583719988073275
m292.000	-0.007349661314998973	0.003838822213635584	-0.0054682364914163655
m293.000	-0.00030129035958534556	0.00824837686905087	-0.01156406893370963
m294.000	-0.03237163984136596	-0.00947642613170447	0.0044045463344745475
m295.000	-0.021818455729189765	-0.00569091903712751	0.006618675425061651
m296.000	-0.054579009273577596	-0.024141074083758894	0.010721570881134486
m297.000	-0.032207726384695046	-0.00021466311355517872	0.0025346360666154365
m298.000	-0.06168825177235977	-0.020045455422530528	0.00939573357289877
m299.000	-0.031382432848033257	0.0023570311100030556	-0.007089720836687947
m300.000	-0.051048038497198765	-0.015481847067231888	0.00600060456335537
m301.000	-0.021437680754784385	-0.01521064092465531	0.006739905694808983
m302.000	-0.02498249991861403	-0.0011689753076273358	0.004580607455558305
m303.000	-0.011801006337142999	0.016986100490159712	0.011852879295079654
m304.000	-0.00938511425572203	0.009513806283104543	0.0011211266850628917
m305.000	-0.013409335953243593	0.009692580620680208	-0.0016207262558558335
m306.000	-0.008683297972157219	-0.0030714239585101777	-0.0002733408397868589
m307.000	0.05396706994097474	-0.02497168672080139	-0.011896944757414733
m308.000	-0.012833548293161013	-0.008917120277176995	-0.0075923937045262995
m309.000	-0.027263791020127947	-0.018350106105216896	-0.005381649036159616
m310.000	-0.03479746866954177	-0.012378502041040372	0.004742479836200892
m311.000	-0.04928248946493832	-0.016665601271546936	0.005067625075704689
m312.000	-0.03443256735332742	-0.008106631935221984	0.0056092451152036805
m313.000	-0.03856472577439823	-0.0011488117971264673	0.0025623252999303456
m314.000	-0.0238889778360777	0.001836991617180596	-0.002116517322676937
m315.000	0.0006795983043145206	0.022443306532400023	-0.01995219081108948
m316.000	-0.014199892093951862	0.006107140060088698	-0.0006016238549164255
m317.000	-0.003964220389382619	0.010184274293996294	-0.008518641058009932
m318.000	-0.03011967299263896	-0.006751663024632769	0.005364585020257194
m319.000	-0.014115053771708859	-0.0027616833468582626	0.0024877330657550895
m320.000	-0.047473155241060834	-0.014075960404840432	0.008526262872264948
m321.000	-0.028499255240237463	0.001776530826498257	0.014661315017124477
m322.000	-0.05187195625444137	-0.01950436856986755	0.010286825085051932
m323.000	-0.028715401702114306	-0.00473872775386447	0.007897463588612045
m324.000	-0.04554836463042783	-0.015131939072105145	0.006374908907667237
m325.000	0.01683412175115729	-0.010070824919586559	-0.005715385840512557
m326.000	-0.023022632529764248	-0.005320992997107292	0.005512831476595422
m327.000	-0.003429741482713376	-0.006381180565241328	0.0028935462666164922
m328.000	-0.01087357514396013	0.002478493673660834	0.002796792086217952
m329.000	-0.01507461096299852	0.000564104332865464	0.0012141033377700075
m330.000	-0.015454415914817946	-0.0007908219239700329	0.002640540672915595
m331.000	-0.029916754244183153	-0.0010697489378328842	0.003930234006818508
m332.000	-0.02461057487195028	-0.0030772180613450276	0.0023842671620695802
m333.000	-0.030140464126759064	-0.004928873796626916	-0.00674448511387292
m334.000	-0.024305816670070538	-0.00394727365462529	-0.005561623823942584
m335.000	-0.042213748007616896	-0.008404394599800122	-0.001962383325529376
m336.000	-0.0317622888376595	-0.008442065552646472	0.0028637344763473575
m337.000	-0.03695428690649779	-0.01612366361514625	0.010051992700405197
m338.000	-0.027345520253797675	-0.007639420728200747	0.00854988448003636
m339.000	-0.01649815330333344	0.005478170256695326	0.007467771235160175
m340.000	-0.015691172921708924	-0.001395333810604284	0.003027263847411624
m341.000	-0.005021527407609526	0.0007578460588781765	0.0011588243125949715
m342.000	-0.019424891549731316	-0.00316200594955927	-0.0007425612151852073
m343.000	0.0023403380866594175	-0.0078840504916531	-8.817923844278868e-05
m344.000	-0.03618718492932107	-0.011640957801607097	0.007357398517678773
m345.000	-0.0224766324158372	-0.0075078840125324805	0.007742742710888915
m346.000	-0.04692085835910489	-0.012538533421208713	0.011140988419400309
m347.000	-0.02635863177193283	0.005981092508575589	0.009669081968018496
m348.000	-0.03263570885347553	0.0021614213442981358	-0.009085978257693555
m349.000	0.0827037116684244	-0.03464851665696486	-0.006991474397295946
m350.000	-0.019147316425217636	-0.013019069780540555	0.0012799267731557656
m351.000	0.0009858642308907123	0.0010010728235607105	-0.00953657007398259
m352.000	-0.011872478837493277	-0.0017804198034626648	0.0018097067513773368
m353.000	-0.009653983566199753	-0.0011020096110796627	-0.0046365177347656985
m354.000	-0.012989290851176024	-0.001138583853050107	0.002176988866755977
m355.000	-0.0229416838003795	-0.0035514201049624892	0.0006734826012763292
m356.000	-0.020173755372216277	-0.003184458918005993	-0.00011650265811495524
m357.000	-0.022512888986466337	0.006964146439596937	-0.019623733083385955
m358.000	-0.025693148875629356	-0.003470842980691719	0.0003609403500854982
m359.000	-0.040962332358293926	-0.006342455451422702	0.0007754367206339164
m360.000	-0.029732111181256994	-0.008575581727802475	0.002500893141105202
m361.000	-0.03579195867892472	-0.012838569058077948	0.0038815802027865314
m362.000	-0.026579722723546983	-0.0038568048831609187	0.0069468248726614595
m363.000	-0.02015834369950524	0.01032584368632972	0.01961362592259421
m364.000	-0.01721925036247591	-0.00289302489727923	0.006972325699813129
m365.000	-0.0056645689978752035	0.0021091039465863715	0.010225356884130754
m366.000	-0.008912903137127882	0.0042888037902522385	-0.0032282973548906193
m367.000	0.02376302775862103	-0.0007219633335109213	-0.01720534622872752
m368.000	-0.01876114481680732	-0.012060736440323754	-0.00028639863889672306
m369.000	-0.00879678861905893	-0.006464304736085865	0.0029240431762613986
m370.000	-0.03632313384548879	-0.016650507447870746	0.002666787228387839
m371.000	-0.02084573330270307	0.000724047127860544	0.000598769188491706
m372.000	-0.04187657850981443	-0.013340603904109738	0.005520545890826487
m373.000	-0.021321512481542265	0.0008905514544302354	0.00016820498004606313
m374.000	-0.037177991112586115	-0.009719899256181603	0.008485531387174061
m375.000	-0.018579171396255485	0.001918570854177695	-0.0022569499503722473
m376.000	-0.015731194011263227	-0.0036096165732275886	-0.0009512390389552114
m377.000	-0.012079440451189263	0.0030132063974436557	-0.005403229422306111
m378.000	-0.011586033537369632	0.0005060454893018401	0.005969048825316235
m379.000	-0.013206529764734635	-0.006362543251912219	0.0040544909388521184
m380.000	-0.016636561123516812	-0.0031815740450234537	0.004981171079316922
m381.000	-0.02627813733573174	-0.004137266778629906	0.007812265158163741
m382.000	-0.02080884527893796	-0.0037902275199475474	0.005997058484994704
m383.000	-0.03432630052859941	-0.011158226534224887	0.01333849089034951
m384.000	-0.020683524293118434	-0.006342487641051841	0.001123116590288793
m385.000	-0.0187817888417842	-0.015061850001705868	0.003020175780908773
m386.000	-0.022039422897919443	-0.007864544527831764	0.0037090214317876046
m387.000	-0.019946154603077366	-0.009334163810460847	0.00708394605524253
m388.000	-0.019229224063078778	-0.0016879640497637237	0.006437312637678003
m389.000	-0.011783870306327665	0.008179981855184945	0.006254607298514876
m390.000	-0.015425125149039359	0.001407667311157043	0.0059505397339332505
m391.000	0.009697500259542484	-0.004165963666832245	0.0038459858990376604
m392.000	0.025462478199437533	-0.018579449920079812	-0.005992221755740925
m393.000	0.011336078891284686	0.008898706770143372	-0.024745798248859977
m394.000	-0.025643110115037476	-0.010834232560223622	-0.0002562764821530462
m395.000	-0.015254612271737321	-0.003307857920350824	-0.0034177814188477203
m396.000	-0.03607804037860403	-0.013499029038234885	0.0027101722534413008
m397.000	-0.019451205177145936	-0.009363042705498481	0.003001681903121029
m398.000	-0.032566733191444555	-0.010629885319727991	0.006268846147396199
m399.000	-0.020311334316192396	-0.0028477169975402814	0.0028405117259644097
m400.000	-0.015900090603609005	0.002345037134405292	-0.003765684978908532
m401.000	-0.011890678217973284	0.0007916504134804068	-0.0033227859631474277
m402.000	-0.009941650901609646	-0.0018077599327747356	-0.0015706702113251374
m403.000	-0.00698638220420982	-0.008460600938826831	0.007662619810485774
m404.000	-0.013997125719344772	0.0030990206113738774	0.006058577588696583
m405.000	-0.02112210169393516	0.012894177527264464	0.026913843863445325
m406.000	-0.016657633634180023	-0.003630283102371885	0.0019534105219810574
m407.000	-0.024624364368844947	-0.0043452163420988335	-0.0011841675364778733
