Mass (u)	P1_2000μC-P	P1_500μC-P	P1_5000μC-P	P1_10000μC-P	P1_15000μC-P	P2_2000μC-P	P2_500μC-P	P2_5000μC-P	P2_10000μC-P	P2_15000μC-P	P3_2000μC-P	P3_500μC-P	P3_5000μC-P	P3_10000μC-P	P3_15000μC-P
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	2.2936506297981114	4.324143337283987	-2.0456037541008456	-2.441910728493765	-2.8583596739023496	0.07352881420632891	7.190399144184976	-0.8261329237216551	-2.766202460686253	-5.874022135656572	1.249094499776772	4.429944288619635	0.15728426039285417	-1.9790519356990817	-0.9267613620021804
2	2.2855609692773045	-1.357275621571976	-0.1910141916305605	-0.36160389890302364	-0.8681910910063756	1.626300400583173	-0.3695522068941332	1.0504711719173967	-0.9309419581228923	-3.391356401873606	1.9229898814744468	-1.7158388088253462	1.211267429896383	0.7068717002891048	0.3823126253901625
3	1.7157427385510762	-2.393925730999992	0.5502602915672045	-0.04810771646126586	0.3056560375608292	1.3366570863252436	-1.52289957937117	0.5299916039835642	0.6977422322872331	-1.4484457353850202	0.9461390268873515	-2.8259677208308878	0.9406616538329787	0.5626946407512678	0.6538011713015943
4	-0.3613769313715715	2.0555903079748687	-0.3613769313715715	-0.3613769313715715	0.6463815643606239	-0.3613769313715715	-0.3613769313715715	-0.3613769313715715	-0.3613769313715715	-0.3613769313715715	1.6345513041233655	-0.3613769313715715	-0.3613769313715715	-0.3613769313715715	-0.3613769313715715
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	1.3728596127652355	-0.5409668041885582	-0.5409668041885582	-0.5409668041885582	0.8163212875804392	-0.5409668041885582	-0.5409668041885582	-0.5409668041885582	-0.5409668041885582	1.7932738396772012	-0.5409668041885582	-0.5409668041885582	-0.5409668041885582	0.5121877073979499	0.9150255944647557
7	2.4938995706027915	0.5321035568043448	-0.9442639329539206	0.04297859713958292	-0.7456787307742629	-1.9320660580535987	0.2405864524952316	-0.8869581836598692	-0.31244873561809056	2.798369716326326	-1.9320660580535987	1.0240107288595994	-0.559755341972131	-0.09096606313719652	0.2722544819947932
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	-0.12174487690627873	1.7044282766879022
10	1.0774815305573207	-1.719614074497763	-0.24232522086086147	0.568339649920728	-0.46501160602752556	-0.5130014890029392	0.5779664368412342	-0.1566167249335569	-0.13392142890277828	-0.19392959664532372	0.03741761229047682	-1.719614074497763	1.415390693041266	0.855972532819864	0.6114657598976247
11	1.46197716466396	-2.4245199891401232	0.47838753884583535	0.404072648308254	-0.28949058979025316	1.8499209351912334	-0.8283108312049962	1.0941100599635745	-0.22124263095431754	-0.9255269594847639	1.2375413511156057	-2.4245199891401232	1.068057911790317	0.19483399579540248	-0.6752906159596107
12	0.14616603199815342	4.229675782611155	-1.705862338146295	-1.6390148004112772	-1.5774632765701457	-0.4368903732320769	6.69886611484975	-0.9187043936974019	-1.6323424917482923	-3.075618150596033	-0.6421225786612104	3.5751429907905106	-0.932864646533964	-1.518515302306532	-0.5704525683463216
13	2.4222024277167717	0.9681435972888459	-1.2796398456620985	-1.4326678762750285	-1.2407499764623386	0.5371268976494508	3.8197987899174928	-0.13359326852523687	-1.4781563817831442	-4.247502180335441	1.2962470199985783	1.7323719410151648	0.37574811874007985	-1.2284029502700977	-0.11092631301301298
14	4.2735932358098525	0.09711014805060825	-0.1803771291595429	-1.5038176698987504	-1.8129295230078892	1.783757695537002	0.622361064767291	0.7125772746686492	-1.6366950551255126	-5.270057820133316	2.7691387475614677	-0.5494054630974028	1.4709063286680693	-0.8380967388380196	0.06193490419747829
15	5.5283985434620915	-5.225060831882832	1.2410838048752362	0.7573398077197523	0.4097599685862188	2.9922309308778057	-6.479570386929196	1.8009069965813416	0.7876887929751347	-3.4565731839289517	3.7669060810035226	-6.687669358866836	2.3487783120335832	1.3508142902191367	0.8649662332739095
16	1.4313355010614397	0.24017134707911436	-0.9464797676360057	-0.8628333557801109	-0.2911899436519697	0.6969106034866053	0.6695501770346072	-0.32545538356919906	-0.29306327797520176	-2.724175169895372	1.088367077771879	0.4590347432302702	0.11579962703294168	0.5221676250579433	0.2198601967530756
17	0.9119060176386168	2.2742874788069947	-1.2564228154708303	-0.9607701447616325	-0.34837332755549566	-0.8560288324864981	2.061957976265108	0.29558520070243205	-0.862046285197699	-1.1109368217359004	-0.3686187215557351	0.8258138336175337	0.13742997757252895	-0.629855465108843	-0.11392807073055061
18	2.6891362467313846	-4.619318317451547	1.3719563680108622	1.5061384505777982	1.9196320824907291	-0.9000991550866266	-4.474042443005873	0.49349466253633995	1.4135730602022059	4.874149570109094	-1.5025814054800053	-5.10684797439465	-0.04803613582834413	0.87291407890221	1.5099309116864303
19	3.397235791253137	-7.576407547283511	1.9316124346125572	1.7683847183691814	1.4211683774057196	2.2424877455279417	-7.213851402158024	1.8513348287787685	1.9475114465437104	-0.06636660167830873	2.175798968053525	-7.910321314148461	2.3164042138986525	2.0480972923953087	1.6669110484298184
20	1.1190962772587345	-1.579516613706216	-0.1542458541741822	-0.018657730000802546	0.8413414667430107	0.06680546704145644	-1.579516613706216	0.2673489057390494	0.5840395479610577	1.1742734124220975	0.11564671239983493	-1.579516613706216	0.9767427217067368	0.04722573654348712	-0.2810668225218329
21	-0.08541001825084862	0.19727535969438909	1.3974401217486396	-0.29246869451256385	0.10832739533324662	-0.21753425209880575	-0.7518512005171794	-0.5200742397845631	0.41395461574598114	-0.9385429176613445	1.1555377767042043	-0.8680933834210781	-0.2822630706472554	0.289914552236438	0.3937879554307536
22	0.4114621650086509	-0.9939996520361277	1.0388649608199607	-0.9939996520361277	0.4156251844956206	0.3617055305458882	-0.9939996520361277	-0.9939996520361277	0.03462230360897602	-0.13690001903187418	0.9801360335806345	-0.9939996520361277	0.8887808642092742	0.9004598626843667	0.07524137425914156
23	23.142538701978523	-1.9742301337286756	-3.7126310785305767	-1.467151360918611	-1.305595636796616	-5.598790800570315	-4.344610778856852	-4.647918310290472	-2.3967133038965542	18.97822440490574	-5.347293416172922	-3.077525275598502	-4.1914005437322235	-3.2240492744613434	-0.8328531933306035
24	10.479841161987824	0.5385486509834658	-1.8980875768558692	-1.6262067866169787	-1.7487787992891002	-1.6776027556381186	1.0262900957796366	-1.7599587340450111	-1.6460423956131762	5.196940662735642	-1.914241899116717	-0.11155119771842628	-1.650309717350017	-1.7338320506539044	-1.4750086585892734
25	1.7120605218627183	4.152598402224358	-1.8302558895093235	-1.8719536154048457	-1.794152520864725	-0.9485820446205765	5.689010693955211	-1.4182029337159503	-1.8751892815211442	-1.0154983242035875	-0.9657623942274948	4.1983477029781415	-1.539370273226941	-1.5912604957525305	-0.9017895479733224
26	4.883042729358006	1.716412729135384	-0.5284242349977043	-1.6984471350709944	-1.9838664194702267	0.9342504522312824	3.167124991110842	-0.13689629034090672	-2.0311688162421437	-6.99899806841246	2.2588677455576915	1.0819357356108235	0.7808252980706288	-0.9041660081010536	-0.540492708439143
27	14.995865291381358	-20.390585842405017	4.833768983078585	3.1849240178447635	1.0927496064160345	9.089102080628905	-19.572455048685182	6.3477938851585565	2.5229512555681124	-6.958702443425121	10.281528168824854	-20.9490995877415	7.919715578421517	4.187453151082678	3.4149909038513955
