Dose,AI_sim_mean,AI_sim_std,AI_sim_count,OI_mean,OI_std,OI_count,AOI_pos_mean,AOI_pos_std,AOI_pos_count,Metal_Oxide_mean,Metal_Oxide_std,Metal_Oxide_count,HC_Degrad_mean,HC_Degrad_std,HC_Degrad_count,Chain_Scission_mean,Chain_Scission_std,Chain_Scission_count
500,0.0,0.0,3,0.0,0.0,3,-49.36172594546846,1.011179635528578,3,-40.429320429403,0.8219269461613938,3,0.0,0.0,3,-43.38462031257355,1.7311883136656714,3
2000,-0.1456013598050871,0.14463303990787038,3,0.36169815956596,0.08932965591834187,3,23.073386406103634,4.358964795944095,3,19.573212210078474,4.185678015385387,3,0.8212597022635052,0.6914282701700394,3,20.947716116248458,3.8680706556529736,3
5000,-0.1402181076891985,0.07059752417112904,3,0.14320891511076825,0.0576211468958849,3,13.606698408729557,2.1705007446590057,3,11.465342685680225,1.7030176045011038,3,3.691899383935411,5.6874872991293355,3,11.742482781685048,1.4407782124839725,3
10000,0.6199464228158783,0.044382669584823634,3,0.0072289436978668214,0.04158970168444536,3,9.514524980412967,1.3095304254500717,3,7.716420741887315,1.213147945518033,3,0.2306843452249524,0.024243977047814332,3,8.603341129629975,1.1799119894220145,3
15000,1.2594307502574218,0.22223418857311045,3,-0.9719059757470442,1.5730052167630615,3,3.167116150222297,7.673884037852962,3,1.6743447917569947,7.809136005091032,3,0.07969108335429201,0.07114231647321427,3,2.091080285010061,7.918534151152901,3
