Mass (u)	log2FC	p_value	mean_2000	mean_10000	std_2000	std_10000	n_2000	n_10000	t_statistic	q_value	significant
0	0.0		0.0	0.0	0.0	0.0	3	3			False
1		0.020573410863544403	1.2054246479270707	-2.3957217082930335	1.1107049612687743	0.3956027760737057	3	3	5.290148965136365	0.10683000428204616	False
2		0.033153213038880386	1.9449504171116414	-0.19522471891227042	0.33017847174343723	0.8314865714916984	3	3	4.143427339115597	0.13797587191181102	False
3	-1.7216914509856558	0.04382507120895965	1.3328462839212236	0.40410971885907837	0.3848160078698224	0.3974102660987741	3	3	2.9079001320265445	0.1550807831239104	False
4		0.42264973081037427	0.3039324804600742	-0.3613769313715715	1.1523497040461768	0.0	3	3	1.0	0.6051089737909069	False
5	0.0		0.0	0.0	0.0	0.0	3	3			False
6		0.7190551577623296	0.09697533479603966	-0.18991530032638884	1.1049481970104897	0.6080390407627394	3	3	0.3939975377745823	0.8194333274365341	False
7	-1.9266049326964159	0.8409293379644571	-0.4567441818348021	-0.12014540053856804	2.555332447128798	0.17950131619627693	3	3	-0.22759194409036454	0.8995623228488994	False
8	0.0		0.0	0.0	0.0	0.0	3	3			False
9	0.0		-0.1217448769062787	-0.1217448769062787	0.0	0.0	3	3			False
10	1.1002179074386476	0.7022785616798175	0.2006325512816195	0.4301302512792713	0.8077056370422288	0.5092139945723818	3	3	-0.41630920633282936	0.8090020337397084	False
11	-3.5905135728541024	0.005619631198017854	1.5164798169902662	0.12588800438311296	0.3098065413788277	0.3183079670989631	3	3	5.422464185628572	0.051054872664355586	False
12	2.3602750232146743	0.029315105628104028	-0.31094897329837795	-1.5966241981553673	0.408956795501386	0.06772650613878345	3	3	5.372039498980358	0.12802025529364403	False
13		0.034063810212577254	1.4185254484549337	-1.37974240277609	0.9484679483588073	0.1330226426100108	3	3	5.060546454107942	0.13933572032586303	False
14		0.01888361241510436	2.942163226302774	-1.3262031546207609	1.2539032486935444	0.427901863424759	3	3	5.580043263960892	0.10146953759761775	False
15	-2.0851403523916456	0.0454671896727304	4.095845185114474	0.965280963638008	1.2996873625762297	0.3342263075448152	3	3	4.040537233935019	0.1595109257526781	False
16		0.06563878984789145	1.0722043941066413	-0.21124300289912304	0.36747912430762436	0.6961162598953834	3	3	2.8240762845711815	0.19921480493493815	False
17	2.971311505251739	0.30756316251011334	-0.10424717880120547	-0.8175572983560581	0.913136157993722	0.16988403034150623	3	3	1.3301928042351374	0.49002980858659145	False
18	3.7268130727670274	0.46677299393442895	0.09548522872158423	1.2642085298940715	2.2662778774738155	0.3420169563144686	3	3	-0.883220216105331	0.6452140207334657	False
19	-0.4392736295368155	0.22341820184524716	2.605174168278201	1.921331152436067	0.6867554580798941	0.14168216848549597	3	3	1.6891331823259663	0.401019140309968	False
20	-1.0871939608928791	0.5979576413241452	0.43384948556667524	0.2042025181679141	0.5939433819441333	0.33059383644062573	3	3	0.5851560143889742	0.7411183028966413	False
21	-1.0513146125144264	0.7834648008798978	0.28419783545151667	0.1371334911566184	0.7574887281069965	0.3771803451767692	3	3	0.3010198079402122	0.8633257997443174	False
22		0.3888716171546473	0.5844345763783911	-0.019639161914261627	0.3435893815184766	0.9483946663753966	3	3	1.0372467213330638	0.5722305819493416	False
23		0.5699832825044544	4.065484828411763	-2.3626379797588366	16.521691835427028	0.8789444893956727	3	3	0.6729403625339941	0.7287888657323521	False
24		0.4348593344689625	2.2959988357443293	-1.6686937442946865	7.088402918617668	0.05727662754189541	3	3	0.968740757844457	0.6153259582735819	False
25	4.721954802868902	0.19301417381151065	-0.06742797232845088	-1.7794677975595068	1.5411061828512078	0.16300033350855667	3	3	1.9134900070825096	0.3732779807880923	False
26		0.057926447966804816	2.6920536423823265	-1.5445939864713971	2.009720783561671	0.5790396583050104	3	3	3.508572450299117	0.1848855425707417	False
27	-1.7961832470322046	0.03796145267650387	11.455498513611706	3.298442808165184	3.123478459154774	0.8380373063651486	3	3	4.368787578550159	0.14452588933790042	False
28		0.010453463941300884	4.2177795955195885	-3.905507587847923	1.7350023101883023	0.48215748814257464	3	3	7.813371165029307	0.07395825738470375	False
29	-1.439570971736038	0.015222210428532367	8.734157234667213	3.220082232269837	1.5077747916882343	0.5496531460041041	3	3	5.951168300385678	0.09086846734287432	False
30	-2.5785717070190546	0.1576702984621717	3.142292629901944	0.5260405182388311	2.077631627644311	0.34462920992784535	3	3	2.151679681366493	0.336336892950713	False
31	2.33390541553246	0.008858388478736049	0.7978310179962375	4.02241109501598	0.5773617743550441	0.10277337317610226	3	3	-9.523838729205101	0.06483423981419746	False
32	0.9059253313345608	0.30947673645923074	0.6556265262103627	1.228477523988567	0.6543086081841392	0.5407367034731202	3	3	-1.1689084697550496	0.4903498203692785	False
33	0.3682230021519152	0.6737455242840609	0.7910532211091158	1.0210614317942632	0.8051680400181511	0.1977456987975577	3	3	-0.48050680174991695	0.7909596478052395	False
34	-1.190060051796827	0.7824601252311462	0.523609332921947	0.2294899157753184	1.58322115880745	0.4452508584500462	3	3	0.3097517219783762	0.8633257997443174	False
35	-0.7717798346480096	0.18413549864941453	1.1119927637381555	0.6512880066452219	0.03920901532057349	0.4015016138631033	3	3	1.9780395774449804	0.3618774035957244	False
36	0.45581952005341186	0.59314571967932	-0.7957409733902628	-1.0914078395066087	0.8094652357249307	0.12737796465916398	3	3	0.6249618381879155	0.7394724170451433	False
37	0.5707933586746399	0.1689591068730854	-1.3453150070896795	-1.9982504023394363	0.5368583609997886	0.04289843364366255	3	3	2.099853675362826	0.35072440522065895	False
38	1.7209238163111549	0.567270691295097	-0.2812615449294232	-0.9271714429351438	1.6294557534072902	0.4115378048339991	3	3	0.6656755276739105	0.7264145051425903	False
39	-1.044911208682509	0.33105532479597055	5.065362674604849	2.4550533224524957	3.5596442239289408	0.740587582989969	3	3	1.243496264190026	0.5147728402047235	False
40	-1.1069513893421357	0.18150621852827173	3.7076007099930783	1.7213428689084413	1.7260455312967897	0.2852374946770986	3	3	1.9664975914647462	0.36173422425000634	False
41	-0.8637528835478403	0.036835040037570654	8.712416830387768	4.7876579881112535	1.5797034763404787	0.5981342088018266	3	3	4.0244394295172725	0.14207906383114002	False
42	-1.3329123561829808	0.04040325401834257	5.760550343967577	2.286743091210077	1.3790879569859105	0.385450620704863	3	3	4.201855776207567	0.14785501147229674	False
43	-0.8776872455799057	0.015284487715716244	8.117713696466769	4.417977933722131	1.0626376002614504	0.4474535992349823	3	3	5.557779469232673	0.09086846734287432	False
44	-1.0921985461600752	0.1218176088512399	4.063234565378551	1.9058440941688854	1.4521820067184565	0.16631553855724662	3	3	2.55645764517424	0.2909742658638452	False
45	1.8129098321586936	0.012691353171541582	-1.1623831337797508	-4.0840357831445395	0.7191878662206497	0.24029963206561517	3	3	6.673669429269768	0.08352681273363413	False
46	0.10802002155098829	0.82490755598649	-1.4391889456608489	-1.5510831543104064	0.7595142801918601	0.17743870459014804	3	3	0.24848075192131341	0.8883010390398205	False
47	2.951501314617828	0.003211382740904796	-0.21703614354981127	-1.6788909642030114	0.28438431392028113	0.28239098559830406	3	3	6.31780574482241	0.04131005980345715	True
48	-6.132812014785728	0.04311559520228459	1.8358237130556567	0.0261619794034377	0.6790740589193691	0.05317850897755157	3	3	4.601646994761326	0.15445206888919671	False
49	1.318321079989721	0.01611673631364284	-0.658703826288923	-1.6426474927688937	0.23176019545135662	0.03663339090753679	3	3	7.263288466746853	0.09404768419795156	False
50	-0.5361678266134472	0.33975028868694845	-2.5429086996797774	-1.753590439599181	1.1009935773554849	0.1676412401462088	3	3	-1.2275836023723399	0.5187913580849267	False
51		0.06690458638041476	-3.7568019373381265	0.5516297288467716	2.1361771226327324	0.46968602700456985	3	3	-3.4118561472296	0.20071375914124429	False
52	1.9742066123088686	0.5495934511345584	0.4664040301235648	1.832557888635348	3.31270499825483	0.30179047891642446	3	3	-0.7113490040831105	0.7142745624471447	False
53	0.769220638184669	0.3515485265334321	1.9150283635152323	3.263876340036172	1.9403151769522602	0.46311448704200975	3	3	-1.1711712413577315	0.5314662277690282	False
54	-1.197782667115808	0.15089969842465703	3.6861044610293923	1.606938024610332	1.6446005784371547	0.507502751068185	3	3	2.0923655230105735	0.3271251114254225	False
55	-0.40345193994948264	0.1451081693623036	6.147507526776295	4.647805370232189	1.169980728570127	0.4332815933080881	3	3	2.0819908955019257	0.3205247086657908	False
56	-1.1607024599681692	0.07916757151467914	4.54318489749907	2.0321424848468914	1.3510709522957778	0.26974760206624815	3	3	3.1568116367926784	0.22109627702619272	False
57	-1.1798079616825	0.003108301104254132	7.128365292851131	3.14653351104705	0.6019344903717438	0.24239165470129026	3	3	10.628251544876896	0.04091211927821226	True
58	-0.33947755496144516	0.18742173860686206	2.8377137965771184	2.242723143742909	0.540070474869931	0.23470582534951784	3	3	1.7500660135121595	0.3657955312120136	False
59	-0.9609500653343439	0.0031322588375545315	3.5001741960251613	1.7981042385256518	0.33722197102364593	0.3151701109813836	3	3	6.386992280532975	0.04091211927821226	True
60	-2.1598323596532345	0.09410042490869686	2.090684842710603	0.4678581990304836	0.9471240658738119	0.14264991111726177	3	3	2.9346414494719877	0.24506521701682094	False
61	-0.5226240455349176	0.39872136172435857	3.3555965912289163	2.3358461269306177	1.6591236513292438	0.225065677594801	3	3	1.0549119184339444	0.581639924577286	False
62	-0.8487778039620607	0.07701025564002409	-3.540254411515193	-1.9657437068933235	0.8299406019194809	0.15089118030039655	3	3	-3.232939422755682	0.21793902346126817	False
63	-2.592285880954448	0.023772002717932342	-5.066644206887731	-0.8401650291507542	1.1971663145187579	0.17322862390773677	3	3	-6.051809352721608	0.11467289947457135	False
64		0.006210621459351071	-3.3058127768779393	0.3582915407366463	0.7138991008882016	0.278073760144186	3	3	-8.283577430675898	0.0538042614182557	False
65		0.016951104057684328	-0.8362121187707116	3.890126131655533	1.1999488444306783	0.27078605751832974	3	3	-6.654829421594968	0.096597605420095	False
66		0.07613615695356152	-0.5701619413144202	2.469619947180894	1.5441056209185082	0.0513573211847388	3	3	-3.4078930872593474	0.21751732920831746	False
67	0.05808143046140379	0.8555504692509803	2.961576234191464	3.0832388462330633	0.992779396997731	0.31440812462819373	3	3	-0.20235331057292952	0.910579209365307	False
