,breakpoint_dose,r2_improvement,has_threshold
AI_sim,2000,0.2858371522457994,True
OI,2000,0.41571734291670037,True
AOI_pos,2000,1.0289301758739609,True
Metal_Oxide,2000,1.0533258621809662,True
HC_Degrad,5000,1.016936266154784,True
Chain_Scission,2000,1.030756423678034,True
