Sample,PQN_Factor
P1_2000μC-P,0.780620373889976
P1_500μC-P,0.2698188598579242
P1_5000μC-P,1.1193923320650527
P1_10000μC-P,1.4000419742443857
P1_15000μC-P,1.5520327967041407
P2_2000μC-P,0.8389720104110427
P2_500μC-P,0.23138846042016753
P2_5000μC-P,1.0
P2_10000μC-P,1.4573585218520753
P2_15000μC-P,2.0990141510153535
P3_2000μC-P,0.7913233523593299
P3_500μC-P,0.24998895056268527
P3_5000μC-P,0.8699786396468554
P3_10000μC-P,1.2889343303057388
P3_15000μC-P,1.3487354003450496
